legid,reconstructed_duration
#23:16785,1125
#24:16739,1292
#25:16699,892
#25:16773,3064
#24:16815,3502
#24:17151,1959
#23:17262,283
#22:17442,1208
#25:17433,180
#29:4853,350
#22:17554,501
#23:17522,536
#24:17476,139
#25:17434,350
#23:17626,1423
#23:17661,535
#24:17624,452
#24:17632,207
#25:17590,1087
#22:17790,5078
#23:17758,400
#24:17788,794
#25:17746,1485
#27:5096,781
#22:18181,1357
#24:18102,2133
#22:18479,709
#24:18400,1587
#23:18879,2348
#24:20090,274
#25:16275,393
#24:16321,524
#22:16541,524
#23:16513,524
#24:16553,918
#24:19436,655
#22:21079,655
#25:26356,131
#22:26052,1442
#23:26020,131
#24:25971,786
#22:26038,2490
#22:34906,1049
#23:34870,2621
#26:4655,155
#23:16471,542
#24:16425,3470
#27:4619,4744
#24:16426,8980
#24:16423,542
#25:16384,276
#22:16498,5532
#24:24029,1843
#22:24109,1511
#22:24710,94
#24:24629,498
#25:24588,2124
#22:24715,1674
#23:24684,1132
#23:25981,1222
#24:25932,4849
#29:7284,512
#22:26014,481
#25:25889,3952
#24:25934,361
#25:25890,542
#22:26016,814
#24:25935,2816
#25:25894,1490
#22:26020,1041
#24:26677,3400
#24:26678,83
#27:7579,278
#22:26763,7480
#25:26638,1619
#25:26639,13602
#23:26733,4116
#22:28127,181
#23:28094,256
#24:28045,816
#25:28001,1176
#25:28002,1528
#25:31897,1863
#23:31994,1359
#24:31944,8978
#24:31951,2986
#22:32036,813
#25:31908,7713
#22:32052,9048
#24:31955,182
#23:32003,262
#23:32000,1086
#26:9066,927
#25:31906,3347
#22:32033,182
#25:31899,3136
#25:31911,1177
#22:32040,543
#23:32006,5648
#24:31956,3665
#25:31912,4703
#23:32007,226
#24:31957,1316
#25:31913,181
#22:32042,3000
#24:16557,108
#25:16816,809
#27:4740,1051
#22:16933,457
#23:16904,235
#23:17121,718
#24:17083,1219
#22:17158,227
#23:17129,763
#22:17293,497
#22:17582,598
#25:17461,390
#23:17549,327
#22:17750,1185
#24:17670,701
#23:17717,912
#24:17811,774
#24:19715,769
#22:20121,723
#22:19796,1724
#25:19747,216
#29:5456,175
#22:19869,1450
#25:19406,1467
#23:19764,9356
#25:19679,3522
#22:19276,695
#26:5547,246
#24:19716,1948
#25:19760,2937
#23:19856,1033
#24:19809,602
#23:20129,835
#29:5532,682
#24:20082,307
#23:20509,1035
#25:20544,783
#22:18749,1442
#28:5171,262
#23:18717,1704
#22:18706,786
#25:18803,655
#24:19205,262
#23:19258,393
#23:19257,655
#25:19166,262
#28:5335,393
#24:19209,262
#22:19287,655
#25:20224,262
#27:5655,655
#22:20346,655
#25:19296,524
#22:19418,393
#23:19384,262
#24:22362,131
#25:21279,1439
#23:21523,262
#28:5986,393
#24:21476,262
#29:5949,131
#25:21434,524
#23:21720,1049
#25:21631,1049
#22:22441,918
#26:6324,393
#23:22409,131
#27:6284,786
#28:6246,1704
#25:22810,786
#27:6428,1311
#22:22933,131
#26:6469,655
#27:6429,655
#24:22854,131
#22:23011,1180
#27:6456,1049
#24:22931,918
#28:6509,786
#24:23208,918
#25:23564,262
#29:6601,393
#24:23608,393
#27:6677,1835
#23:23655,131
#29:6893,524
#27:7031,1442
#22:24986,524
#29:6955,655
#26:7073,1180
#24:24905,1049
#22:24752,262
#23:24719,655
#24:24670,131
#25:24626,524
#27:6971,393
#22:24751,131
#22:25428,131
#26:7206,131
#23:25396,655
#27:7217,1311
#29:7141,1442
#25:25457,786
#22:19098,524
#23:19294,524
#22:19343,262
#22:19394,393
#23:19362,262
#22:19516,1704
#29:5362,524
#25:19566,786
#25:19693,393
#25:19788,131
#22:19910,1049
#25:20007,1311
#22:20129,393
#26:5648,918
#22:20170,786
#27:5610,131
#24:20091,524
#23:20397,786
#27:5680,131
#25:20308,262
#24:20352,393
#22:20432,393
#22:20433,786
#23:20401,1180
#23:20533,262
#24:20486,786
#25:20444,918
#23:20716,1180
#22:20888,1180
#22:20889,655
#23:20857,393
#24:20810,1049
#23:20886,131
#26:5861,393
#24:20839,524
#24:20905,1573
#23:21047,524
#26:5911,1049
#24:21000,393
#22:21080,262
#23:21111,1049
#23:21109,655
#26:5931,393
#24:21061,1442
#27:5892,393
#22:21141,524
#25:21131,262
#22:21253,524
#23:21221,524
#24:21174,131
#22:21372,131
#27:5971,786
#23:21340,1180
#22:21553,131
#25:21432,918
#23:21661,1311
#24:21613,131
#25:21571,786
#24:21614,1311
#27:6242,131
#25:22205,1442
#23:22296,1180
#23:22297,262
#24:22250,524
#25:22207,524
#24:22519,131
#24:22520,393
#22:22683,131
#23:22651,655
#25:22582,1180
#22:22778,2228
#23:22746,3539
#25:22797,655
#22:22920,524
#24:22841,393
#25:22798,393
#23:20592,1101
#25:20503,91
#22:20626,1596
#23:20594,1083
#22:20630,1103
#22:21187,866
#24:21657,224
#25:21615,968
#24:22086,1248
#23:22838,325
#22:22871,2286
#23:22993,1626
#23:23443,170
#28:6768,110
#22:24174,180
#23:24142,886
#23:24308,471
#23:24856,426
#25:19450,1587
#26:5509,120
#23:19594,642
#27:5529,280
#22:19864,986
#23:19886,806
#23:20037,1077
#29:5503,307
#24:19990,400
#23:20036,327
#27:5577,334
#24:19989,379
#28:5540,375
#25:19947,544
#22:20069,317
#22:20116,543
#23:20089,1147
#24:20071,548
#29:5536,239
#23:20140,299
#26:5649,489
#24:20093,170
#24:20231,870
#29:5573,376
#22:20310,318
#29:5590,1010
#23:20341,565
#25:20252,215
#23:20357,360
#27:5667,239
#24:20310,245
#28:5630,594
#25:20268,298
#24:20375,453
#23:20598,474
#28:5690,330
#25:20509,320
#29:5653,1130
#22:20631,879
#28:5691,607
#25:20510,245
#29:5654,753
#22:20632,270
#25:20511,959
#28:5692,443
#22:20633,445
#25:20513,905
#25:20594,175
#22:20982,453
#28:5808,1409
#23:20950,371
#29:5771,396
#24:20903,408
#27:5820,380
#25:20790,1044
#29:5755,349
#25:20818,367
#25:20860,593
#24:21016,215
#28:5840,240
#25:20974,453
#25:20976,1025
#28:5841,681
#23:21066,1293
#22:21309,373
#26:5987,655
#25:21188,228
#22:21307,181
#27:5947,466
#23:21275,821
#28:5910,334
#24:21228,265
#23:21318,378
#24:21271,386
#22:22261,181
#29:6149,452
#23:22229,2471
#27:6024,455
#25:21441,136
#28:5987,579
#22:21563,855
#29:5950,371
#23:21531,287
#25:22138,310
#22:21660,1354
#22:21691,551
#24:21893,1134
#27:6128,639
#24:21839,220
#28:6091,464
#25:21797,954
#29:6054,583
#22:21919,1095
#26:6168,693
#23:21887,323
#22:21918,314
#25:21850,295
#23:22144,227
#29:6129,493
#24:22097,321
#23:22227,384
#23:22226,606
#22:22347,880
#25:22224,673
#24:22546,673
#29:6256,2404
#22:22626,589
#24:22547,296
#25:22585,335
#24:22628,622
#23:22674,375
#25:22725,490
#23:22857,508
#27:6415,1403
#25:22767,597
#29:6341,687
#23:22858,516
#27:6416,245
#25:22768,390
#24:22816,1588
#23:22910,136
#24:22865,525
#29:6359,755
#25:22822,475
#25:22976,224
#28:6445,484
#22:23099,362
#25:22977,307
#26:6523,335
#22:23100,296
#22:23115,542
#24:23378,216
#28:6573,237
#25:23335,332
#23:23494,3254
#25:23404,316
#29:6557,442
#22:23527,2382
#25:23444,1148
#24:23553,341
#22:23846,1199
#27:6718,495
#24:23767,655
#25:23881,436
#28:6721,2245
#22:24004,244
#25:23924,382
#22:26091,225
#28:6761,307
#24:24066,256
#29:6723,352
#25:24022,257
#26:6840,4340
#22:24147,748
#22:24364,81
#27:6852,253
#23:24332,227
#28:6814,245
#24:24284,181
#29:6777,852
#22:24367,405
#24:24515,420
#22:24886,82
#25:24761,87
#25:24876,794
#24:25027,634
#22:25295,588
#29:7048,559
#23:25263,623
#29:7070,442
#22:25357,241
#26:7188,382
#23:25325,842
#25:25230,1175
#27:7146,770
#22:25356,320
#22:25385,181
#24:25380,661
#24:25443,374
#26:7237,271
#25:25399,570
#23:25658,1780
#24:25609,435
#22:25770,174
#27:7282,760
#23:25738,984
#22:26092,188
#24:26474,285
#28:7474,547
#22:26556,366
#23:26573,1349
#28:7491,239
#25:26480,561
#29:7453,238
#22:26606,404
#25:26581,866
#26:7607,922
#22:26707,1245
#23:26731,331
#25:26767,288
#22:27134,983
#27:7655,825
#23:27102,838
#23:27266,946
#25:27728,730
#22:27855,136
#24:28039,287
#25:27995,227
#29:7865,1652
#22:28122,222
#24:28040,394
#25:28304,209
#29:7957,689
#22:28431,527
#26:8076,540
#24:28349,155
#22:28568,192
#26:8114,1315
#23:28535,1492
#27:8072,394
#25:28442,634
#22:28570,335
#28:8034,852
#23:28537,136
#24:28488,147
#25:28515,314
#26:8131,502
#22:28642,762
#27:8089,243
#23:28609,829
#25:28775,336
#22:29265,1366
#24:29183,1047
#29:8168,597
#25:29139,828
#24:29363,342
#25:29319,212
#23:29913,181
#27:8419,1442
#24:29864,226
#25:29820,476
#28:8381,809
#22:29947,465
#29:8343,280
#23:29914,143
#26:8462,641
#24:29865,408
#24:29869,651
#26:8464,503
#25:29825,468
#25:30050,1177
#23:30147,453
#26:8532,1364
#24:30098,660
#23:30148,498
#23:30457,278
#29:8502,239
#24:30408,734
#22:30491,886
#23:30461,277
#24:30854,550
#24:30982,76
#25:30938,187
#24:31701,379
#22:31880,311
#23:31846,340
#24:31930,539
#25:32337,96
#22:32524,77
#29:9077,248
#23:32490,440
#26:9199,711
#24:32440,215
#27:9155,841
#25:32396,270
#22:32802,293
#26:9275,80
#25:32673,382
#25:33049,326
#24:33358,581
#23:33409,734
#25:33613,1054
#26:9547,404
#23:33709,932
#25:33732,298
#27:9541,930
#22:33863,491
#24:33778,284
#23:33957,254
#28:9541,236
#24:33907,262
#22:34238,252
#23:34203,1640
#28:9617,237
#24:34153,200
#29:9577,1586
#25:34108,215
#26:9701,754
#22:34239,825
#27:9657,291
#23:34204,317
#27:9679,260
#24:34203,915
#28:9640,341
#25:34158,283
#26:9853,240
#25:34573,182
#27:9809,234
#22:34704,362
#22:35121,601
#23:35086,81
#29:9859,292
#24:35036,310
#26:9983,1285
#25:34991,1153
#25:34990,1135
#24:35072,803
#29:9870,252
#25:35027,449
#26:9994,594
#22:35158,528
#25:35066,95
#28:9920,241
#22:35197,832
#29:9880,762
#23:35162,181
#25:35151,293
#22:35284,1796
#23:35645,467
#26:10142,300
#24:35595,377
#24:35596,351
#26:10143,725
#25:35549,136
#27:10098,1398
#22:35684,1285
#25:35707,363
#26:10192,1460
#22:35842,222
#28:10183,315
#22:36139,792
#23:36103,76
#28:10184,274
#24:36053,309
#24:36095,609
#22:36406,327
#29:10216,370
#23:36369,329
#26:10342,521
#24:36319,230
#23:36714,552
#27:10385,485
#25:36617,425
#28:10346,1862
#22:36755,191
#23:36835,182
#24:36785,497
#26:10460,551
#25:36738,362
#22:36876,312
#27:10414,245
#23:36836,508
#23:37335,723
#223:50093,723
#22:37445,1230
#224:50087,1230
#27:10568,284
#23:37405,450
#225:50075,450
#222:50101,198
#228:14037,1204
#28:10560,1204
#223:50094,253
#224:50088,1739
#25:37767,1739
#29:10618,519
#229:14031,519
#22:37905,374
#225:50076,374
#222:50102,226
#226:14059,1242
#27:10701,1242
#223:50095,1988
#25:37770,1988
#224:50089,253
#23:38390,534
#225:50077,534
#28:10842,422
#227:14052,422
#24:38340,278
#228:14038,269
#25:38293,407
#223:50096,407
#224:50090,79
#225:50078,558
#24:38395,664
#223:50097,1682
#22:38813,1682
#27:10993,519
#229:14032,519
#23:38773,598
#224:50091,598
#226:14060,488
#28:10954,488
#24:38723,957
#225:50079,957
#227:14053,243
#25:38676,291
#223:50098,663
#24:39185,663
#228:14039,561
#27:11127,561
#224:50092,153
#225:50080,986
#24:39184,986
#229:14033,321
#29:11045,321
#22:39275,276
#24:39234,541
#223:50099,541
#23:39284,582
#224:50093,582
#225:50081,753
#25:39541,753
#26:11285,342
#226:14061,342
#22:39679,256
#227:14054,846
#27:11239,846
#23:39639,690
#223:50100,690
#228:14040,257
#24:39589,1095
#224:50094,1095
#29:11158,456
#229:14034,456
#25:39542,347
#225:50082,347
#226:14062,749
#26:11286,749
#22:39680,373
#222:50108,373
#222:50112,858
#222:50113,651
#229:14035,391
#223:50106,309
#224:50100,368
#222:50115,275
#226:14064,1100
#223:50108,76
#227:14057,335
#224:50102,224
#228:14043,425
#225:50090,317
#229:14037,778
#222:50116,98
#225:50091,182
#227:14058,244
#222:50117,313
#222:50118,343
#226:14066,631
#223:50111,99
#227:14059,865
#224:50105,378
#225:50093,501
#224:50106,1145
#223:50113,647
#224:34024,845
#227:9468,507
#222:34025,329
#229:9467,375
#224:34025,407
#225:50097,538
#224:50110,655
#225:50098,1035
#229:14040,379
#222:50124,723
#224:50112,339
#226:14069,236
#225:50100,274
#227:14062,367
#222:50126,261
#228:14048,732
#223:50119,997
#229:14042,242
#224:50113,900
#223:50120,479
#227:14063,395
#224:50114,371
#223:50121,376
#229:14043,801
#224:50115,1555
#228:14050,520
#223:50122,810
#226:14072,195
#225:50104,553
#227:14065,354
#222:50130,372
#223:50123,311
#225:50105,562
#228:14051,1231
#223:50124,360
#225:50106,226
#224:50119,1055
#223:50126,355
#227:14066,1042
#224:50120,682
#222:50134,590
#223:50127,136
#222:50135,498
#229:14046,1272
#224:50122,362
#225:50110,254
#226:14074,235
#223:50129,325
#227:14067,250
#224:50123,545
#224:50124,1352
#225:50112,572
#226:14075,466
#223:50131,1016
#223:50133,224
#229:14049,467
#224:50127,101
#226:14077,560
#225:50115,315
#227:14070,260
#222:50141,339
#228:14056,1151
#223:50134,84
#229:14050,496
#224:50128,1548
#225:50116,670
#223:50135,453
#225:36842,211
#226:10317,334
#222:36854,336
#224:50131,1009
#229:14051,1149
#222:50145,258
#225:50120,272
#227:14072,775
#222:50146,2626
#227:14073,1472
#222:50147,508
#228:14059,238
#223:50140,807
#229:14053,649
#224:50134,428
#224:50135,634
#228:14060,645
#225:50123,246
#229:14054,1373
#222:50149,217
#224:50136,833
#225:50124,565
#226:14082,633
#223:50143,408
#222:50151,655
#226:14083,469
#225:50126,408
#227:14076,1028
#222:50152,1771
#229:14056,258
#224:50139,221
#222:50153,637
#223:50147,81
#229:14057,233
#224:50141,224
#226:14085,349
#225:50129,335
#227:14078,352
#222:50155,353
#225:50131,498
#229:14059,1179
#222:50157,672
#226:14087,1273
#223:50150,384
#227:14080,330
#224:50144,1545
#228:14066,241
#225:50132,263
#229:14060,272
#222:50158,371
#225:50133,894
#227:14081,1105
#222:50159,631
#222:50160,110
#226:14089,867
#223:50153,832
#227:14082,344
#224:50147,372
#222:50161,1284
#224:50148,615
#222:50162,480
#224:50149,802
#222:50163,331
#225:50138,134
#229:14062,470
#222:50164,897
#224:50151,1230
#222:50165,620
#224:50152,873
#223:50159,999
#227:14083,651
#224:50153,181
#222:50167,1678
#229:14063,715
#224:50154,525
#222:50168,650
#223:50162,339
#224:50156,382
#229:14064,556
#225:50144,313
#226:14092,3961
#223:50163,301
#227:14085,2359
#224:50157,316
#222:50171,801
#229:14065,253
#224:50158,356
#222:50172,1122
#224:50159,1463
#227:14087,520
#222:50174,367
#228:14073,271
#223:50167,272
#229:14067,401
#224:50161,254
#223:50168,372
#227:14088,714
#224:50162,1159
#225:50150,452
#224:50163,950
#229:14068,661
#222:50177,450
#223:50170,76
#226:14096,815
#225:50152,376
#223:50171,88
#228:14075,274
#225:50153,848
#226:14097,277
#223:50172,500
#222:50180,80
#225:50155,422
#229:14070,245
#222:50181,435
#222:50182,158
#228:14077,1134
#223:50175,487
#229:14071,459
#224:50169,330
#222:50183,181
#224:50170,546
#222:50184,773
#225:50159,335
#224:50172,840
#227:14092,465
#222:50186,560
#225:50161,562
#229:14072,1649
#224:50174,491
#228:14079,488
#224:50175,531
#229:14073,217
#222:50189,495
#223:50182,2454
#222:50190,578
#227:14094,981
#224:50177,563
#225:50165,89
#223:50184,382
#228:14080,260
#225:50166,405
#226:14102,551
#223:50185,328
#225:50168,296
#227:14096,335
#222:50194,215
#228:14082,415
#223:50187,232
#229:14076,1346
#224:50181,187
#223:50188,645
#224:50182,88
#222:50196,581
#228:14083,975
#225:50171,247
#229:14077,231
#222:50197,452
#224:50184,669
#223:50191,322
#227:14098,335
#224:50185,289
#225:50173,208
#224:50186,693
#222:50200,343
#223:50194,592
#226:14106,1097
#224:50188,359
#227:14099,655
#223:50195,1167
#226:14107,234
#225:50177,248
#227:14100,958
#222:50203,379
#225:50178,365
#229:14080,897
#222:50204,1550
#223:50197,862
#222:50205,464
#227:14101,790
#224:50192,1219
#222:50206,857
#224:50193,692
#225:50181,460
#224:50194,586
#222:50208,561
#222:50209,572
#226:14109,993
#223:50202,690
#227:14102,345
#224:50196,182
#222:50210,1434
#227:14103,1441
#222:50211,241
#223:50204,374
#228:14089,285
#224:50198,346
#224:50199,334
#223:50206,553
#227:14104,255
#224:50200,2040
#224:50201,865
#226:14112,576
#225:50189,1258
#227:14105,251
#222:50215,362
#224:50202,896
#224:50203,375
#226:14113,609
#225:50191,370
#227:14106,705
#222:50217,160
#224:50204,270
#222:50218,151
#223:50211,415
#224:50206,2549
#222:50221,1200
#229:14087,900
#224:50208,1200
#222:50222,1462
#225:50197,2040
#227:14108,1035
#222:50223,681
#222:50224,830
#223:50217,661
#227:14109,450
#222:50225,480
#228:14095,680
#223:50218,363
#229:14089,250
#224:50212,272
#222:50226,544
#225:50201,377
#227:14111,989
#222:50228,581
#228:14097,1731
#223:50221,318
#226:14119,467
#225:50203,367
#228:14098,320
#223:50222,613
#226:14120,520
#225:50204,913
#227:14113,242
#222:50230,220
#228:14099,326
#223:50223,420
#229:14093,279
#224:50217,379
#224:50218,364
#228:14100,1179
#225:50206,266
#229:14094,742
#222:50232,438
#223:50225,1121
#226:14122,231
#225:50207,339
#227:14115,1004
#223:50226,834
#222:50234,1803
#228:14102,408
#225:50209,291
#226:14124,294
#223:50228,317
#227:14117,810
#224:50222,403
#229:14097,686
#222:50236,306
#223:50229,1059
#225:50211,817
#226:14125,733
#222:50237,371
#227:14118,262
#223:50230,399
#228:14104,1466
#224:50224,334
#229:14098,330
#225:50212,370
#223:50460,86
#228:14178,320
#224:50454,2787
#225:50442,360
#226:14200,565
#222:50468,2037
#227:14193,1827
#225:50443,711
#228:14179,239
#222:50469,580
#223:50709,478
#25:19961,284
#25:20247,858
#25:20251,2355
#24:20556,3178
#25:20514,2265
#24:20897,568
#25:21376,2348
#26:6046,962
#22:21498,429
#24:21139,2185
#27:6007,72
#24:21424,1267
#23:22033,2163
#22:22065,889
#26:6235,228
#25:22019,1945
#28:6376,244
#24:22803,4850
#25:22954,612
#22:23517,2077
#29:6554,321
#23:23485,1816
#22:24229,1100
#23:24197,346
#24:24149,1893
#22:20693,1174
#25:20569,648
#22:20842,1537
#26:5844,90
#24:20787,260
#23:20838,597
#23:20910,1465
#23:21058,360
#28:5864,397
#24:21171,184
#22:21354,1197
#22:21499,340
#23:21536,929
#29:5953,109
#24:21489,510
#23:21616,1481
#25:21712,1168
#25:21719,503
#22:21841,310
#24:21761,240
#23:22110,677
#25:22022,253
#24:22064,1243
#23:22109,526
#22:22141,1308
#23:22234,435
#28:6187,61
#25:22145,292
#24:22187,553
#23:22465,1277
#27:6306,241
#25:22402,618
#23:22493,1292
#23:22593,325
#24:22601,981
#24:22602,433
#22:23135,514
#25:23012,193
#24:23055,1055
#22:23383,1515
#23:23351,450
#23:23471,496
#22:23503,529
#25:23380,402
#24:23498,1317
#23:23560,355
#22:23764,767
#24:23685,1781
#24:23964,536
#23:24013,1107
#25:24146,899
#24:24193,200
#22:24361,318
#24:24450,253
#22:24825,1500
#24:24949,491
#22:25029,370
#25:24903,1188
#22:25259,2532
#24:25239,600
#25:25195,483
#25:25553,403
#25:26643,1188
#22:27116,719
#25:27061,376
#23:27155,309
#24:27651,1113
#25:27606,422
#22:20952,262
#23:20920,786
#25:20830,655
#24:22276,786
#24:24795,786
#22:25210,131
#29:7025,786
#22:25521,131
#23:26257,918
#22:26679,655
#23:26646,393
#24:20850,334
#25:20808,1375
#24:20851,530
#22:20951,474
#23:20935,91
#22:21158,274
#23:21126,410
#23:21027,188
#22:21156,376
#24:21079,590
#29:5825,291
#25:21037,160
#26:5939,235
#22:21159,753
#24:21078,574
#25:21036,499
#22:21157,828
#28:5862,664
#23:21125,206
#22:21215,109
#23:21183,1485
#23:21417,304
#24:21478,227
#24:21370,91
#29:5919,252
#25:21328,1530
#25:21424,996
#22:21546,208
#24:21466,181
#25:21436,171
#24:21608,225
#24:22307,445
#25:22264,656
#22:22387,399
#23:21715,1528
#24:21668,393
#25:21905,1708
#23:21996,241
#24:21951,160
#25:21909,854
#24:22308,90
#25:22265,1339
#22:22389,1817
#22:22845,341
#23:22813,702
#24:22766,143
#25:22723,1047
#25:22268,1385
#24:22761,1251
#25:22718,262
#23:22809,145
#24:22763,227
#23:22860,4299
#25:22884,590
#23:22973,181
#22:23005,4078
#24:23019,248
#25:23020,137
#22:23143,2213
#29:6420,264
#23:23111,234
#24:23064,225
#26:6535,248
#25:23021,1108
#23:23709,1464
#24:23662,2057
#25:23619,90
#22:23742,1939
#22:23743,344
#24:23664,123
#23:24148,182
#25:24056,393
#22:24181,419
#22:24704,540
#23:24672,682
#24:24623,180
#29:6882,356
#25:24579,682
#23:24149,438
#22:24699,671
#23:24667,1160
#23:24668,1629
#24:24619,313
#25:24575,309
#22:24701,543
#27:6958,430
#23:24669,363
#24:24620,905
#22:24702,723
#23:24670,332
#28:6920,244
#24:24621,260
#25:24577,1324
#24:25050,1586
#24:25051,513
#25:25007,227
#22:25133,183
#23:25101,315
#29:7004,441
#24:25052,1129
#22:25160,1316
#23:25128,209
#22:25224,940
#23:25192,88
#24:25617,141
#25:25573,1308
#22:25987,268
#29:7273,334
#23:25955,1040
#26:7391,366
#24:25906,399
#27:7350,624
#25:25862,167
#22:25988,573
#23:25956,2334
#24:25992,914
#25:25948,533
#29:7300,527
#22:26074,1306
#23:26210,962
#26:7478,236
#24:26161,606
#27:7437,569
#25:26117,341
#22:26243,643
#24:26160,1128
#23:26211,261
#24:26819,777
#25:26775,452
#22:26769,377
#23:26737,218
#23:26862,91
#25:26770,500
#22:26896,638
#23:26864,825
#24:26815,1697
#25:26851,824
#23:26945,168
#22:27841,310
#24:27759,612
#25:27715,526
#22:27842,560
#24:27760,390
#25:27716,1293
#29:7774,268
#22:27843,235
#23:27810,451
#26:7893,240
#24:27761,194
#24:27762,1602
#25:27718,140
#22:27845,397
#23:27813,297
#22:28206,286
#25:27967,440
#22:28094,1038
#23:28061,321
#28:7892,235
#24:28012,979
#23:28173,136
#24:28124,1353
#24:28712,2436
#25:28668,139
#22:28795,321
#23:28762,350
#28:8089,371
#24:28713,1479
#24:30092,136
#25:30048,1339
#22:30175,1243
#23:30142,434
#25:30348,292
#22:30475,547
#23:30442,656
#24:30393,1609
#24:30093,364
#25:30049,638
#22:30176,1104
#22:30178,897
#25:30349,274
#24:30155,1948
#25:30111,132
#26:8547,1098
#22:30238,212
#27:8505,236
#23:30205,138
#25:30052,167
#22:30476,501
#23:30443,632
#24:30394,1828
#24:30395,1647
#23:30584,1073
#26:8660,243
#24:30535,711
#25:30491,473
#23:31975,309
#29:8939,281
#24:31925,2255
#22:32011,1643
#23:31977,459
#24:31927,260
#25:31883,498
#22:32012,1364
#23:31978,181
#28:8979,85
#24:31928,167
#25:31884,1089
#22:32013,318
#22:32014,2703
#23:32837,262
#28:9211,1075
#24:32787,1680
#29:9172,248
#25:32743,455
#25:32744,464
#22:32874,182
#25:32746,1207
#27:9250,1514
#22:32875,1024
#23:32841,1415
#23:32843,1639
#25:32749,2099
#26:9295,170
#22:32878,273
#23:32844,319
#24:32794,363
#23:32849,628
#24:32799,548
#25:32755,830
#29:9175,744
#22:32884,1737
#23:32850,75
#22:33349,136
#23:33314,2454
#24:33264,170
#28:9332,1606
#25:33219,2774
#22:33350,308
#23:33316,657
#27:9372,464
#24:33266,607
#25:33221,527
#22:33353,2148
#29:9293,534
#23:33318,1198
#24:33268,1107
#23:34168,150
#24:34118,1774
#27:9648,1606
#25:34073,411
#23:34197,162
#22:34204,320
#22:34269,758
#23:34234,910
#22:34270,229
#23:34169,266
#24:34119,1061
#25:34074,262
#22:34205,484
#22:34232,1807
#25:34777,2381
#29:9794,239
#22:34908,186
#26:9918,348
#23:34873,479
#24:34823,447
#25:34778,586
#22:34909,558
#27:9874,388
#23:34874,3954
#24:34824,634
#225:46304,634
#25:34779,2129
#222:46326,2129
#25:35305,2131
#22:35436,273
#25:36250,496
#22:36385,545
#23:36348,614
#23:35401,1405
#27:10036,292
#24:35351,137
#25:35306,669
#24:36298,2275
#25:36251,542
#22:36386,91
