legid,ACT,CP,GT,WYR
#25:36481,0,0,1,0
#25:36492,0,-4,1,0
#25:36493,0,1,1,0
#25:36499,0,0,-1,0
#25:36524,0,0,0,0
#25:36525,0,-3,-3,0
#25:36538,0,0,-6,0
#25:36543,0,1,0,0
#25:36550,1,0,0,0
#25:36557,1,6,3,0
#25:36559,-1,2,5,-5
#25:36563,0,1,2,0
#25:36567,0,6,3,0
#25:36573,0,-5,0,0
#25:36577,0,0,1,0
#25:36579,1,3,3,0
#25:36584,0,0,1,0
#25:36608,0,0,1,0
#25:36609,0,1,1,0
#25:36612,1,0,0,0
#25:36617,0,0,2,0
#25:36619,1,0,0,0
#25:36624,1,0,0,0
#25:36642,0,1,0,0
#25:36643,1,8,5,3
#25:36652,0,0,0,0
#25:36659,0,1,0,0
#25:36662,0,3,0,0
#25:36663,0,0,2,0
#25:36670,1,1,3,0
#25:36673,1,0,0,0
#25:36676,0,5,4,0
#25:36677,0,0,1,0
#25:36680,1,2,3,0
#25:36682,1,9,12,0
#25:36696,0,0,3,0
#25:36712,0,2,0,0
#25:36719,0,0,1,0
#25:36723,1,4,0,1
#25:36724,1,5,3,0
#25:36729,0,2,2,1
#25:36731,0,-3,0,0
#25:36741,0,2,2,0
#25:36742,0,3,1,0
#25:36754,1,2,5,0
#25:36756,0,2,2,0
#25:36760,0,5,1,0
#25:36761,0,0,1,0
#25:36763,1,8,4,0
#25:36769,0,1,0,0
#25:36771,0,0,0,0
#25:36776,-1,5,3,0
#25:36777,1,9,6,0
#25:36787,0,0,3,0
#25:36790,0,0,1,0
#25:36794,0,-3,-3,0
#25:36795,0,1,2,0
#25:36796,0,1,3,0
#25:36797,0,0,0,0
#25:36804,0,7,5,0
#25:36805,0,1,0,0
#25:36808,0,3,-1,0
#25:36809,0,0,0,0
#25:36812,0,1,7,0
#25:36816,1,3,3,2
#25:36830,-1,1,7,0
#25:36831,0,0,1,0
#25:36833,0,2,2,0
#25:36834,-1,1,10,-1
#25:36835,0,0,1,0
#25:36838,0,1,1,0
#25:36841,0,3,-1,0
#25:36845,0,5,5,0
#25:36846,0,4,1,0
#25:36848,0,4,6,0
#25:3685,1,0,3,1
#25:36855,0,4,0,0
#25:36856,1,-5,6,0
#25:36859,1,6,3,0
#25:3686,0,0,0,0
#25:36877,1,9,12,0
#25:36883,0,1,0,0
#25:36884,0,0,0,0
#25:36885,0,2,5,2
#25:36890,1,2,2,0
#25:36893,0,0,1,0
#25:36895,1,0,0,0
#25:36898,0,0,0,0
#25:36900,1,6,2,0
#25:36902,0,0,0,0
#25:36904,0,0,0,0
#25:36911,-1,-8,2,0
#25:36914,-1,5,8,0
#25:36916,1,0,1,0
#25:36917,0,1,1,0
#25:36919,0,1,0,0
#25:36922,0,1,1,0
#25:36928,0,0,0,0
#25:36929,0,0,0,0
#25:36931,1,0,4,0
#25:36932,0,0,0,0
#25:36935,0,0,0,0
#25:3694,1,0,3,-3
#25:36941,0,7,0,0
#25:36942,0,0,0,0
#25:36946,1,0,0,0
#25:3695,-1,0,0,0
#25:36956,0,3,1,0
#25:36957,0,-2,1,2
#25:3696,0,0,1,0
#25:36960,-1,2,9,0
#25:36973,1,3,3,0
#25:36975,1,3,3,0
#25:36976,1,3,3,0
#25:36978,0,4,0,0
#25:36997,0,0,1,0
#25:3700,1,0,1,4
#25:37003,0,3,5,0
#25:37005,0,2,1,0
#25:37007,1,1,1,0
#25:37008,0,0,1,0
#25:37010,1,7,4,0
#25:37018,0,1,1,0
#25:37020,0,2,1,0
#25:37033,1,0,4,0
#25:37034,0,1,3,0
#25:37040,1,1,-1,0
#25:37041,0,5,2,0
#25:37042,1,6,5,2
#25:37057,-1,2,6,-5
#25:37058,1,2,1,0
#25:37059,-1,3,2,0
#25:37060,1,1,2,0
#25:37064,-1,3,2,0
#25:37071,0,0,5,0
#25:37081,0,-2,0,0
#25:37084,1,7,10,0
#25:37085,1,8,3,0
#25:37087,1,7,10,0
#25:37088,0,5,2,0
#25:37089,1,4,7,0
#25:37093,0,0,-1,0
#25:37094,1,0,0,0
#25:37100,0,-1,1,0
#25:37101,1,0,0,0
#25:37110,0,0,-1,0
#25:37115,0,0,0,0
#25:37117,0,2,0,0
#25:37124,1,5,0,0
#25:37125,1,0,0,0
#25:37127,0,2,5,0
#25:37129,0,1,2,0
#25:37137,0,0,5,0
#25:37173,0,1,0,0
#25:3718,0,0,1,0
#25:37182,0,0,1,0
#25:37194,0,2,0,0
#25:37195,0,2,2,0
#25:37199,0,-3,1,1
#25:37200,1,0,0,0
#25:37201,0,2,-1,0
#25:37202,1,7,0,0
#25:37206,0,4,1,0
#25:37207,1,5,4,0
#25:37209,1,6,5,2
#25:37212,0,0,1,0
#25:37221,0,1,0,0
#25:37222,0,0,0,0
#25:37235,0,-8,-9,0
#25:37238,0,1,2,0
#25:37239,0,0,0,0
#25:37246,0,2,5,0
#25:37247,0,0,2,0
#25:37248,0,0,2,0
#25:37249,0,0,1,2
#25:37250,0,0,2,0
#25:37251,0,2,2,0
#25:37252,0,0,1,2
#25:37257,0,1,1,1
#25:37266,0,-1,-1,0
#25:37274,0,1,3,0
#25:37275,0,2,-1,0
#25:37277,1,0,0,0
#25:37293,0,1,1,0
#25:37294,0,3,-2,0
#25:3730,1,0,1,1
#25:37305,1,2,5,0
#25:3731,0,-1,-1,0
#25:37314,0,0,0,-1
#25:37315,0,0,0,0
#25:37318,0,3,2,0
#25:37322,0,1,0,0
#25:37323,0,0,0,0
#25:37324,1,1,1,0
#25:37328,1,3,2,0
#25:37335,1,-3,2,-3
#25:37340,0,0,1,0
#25:37345,0,0,1,0
#25:37348,0,2,-1,0
#25:37350,0,1,2,0
#25:37352,-1,0,0,0
#25:37356,0,3,0,0
#25:37357,0,3,1,0
#25:37361,1,-3,-4,0
#25:37365,0,1,0,0
#25:37369,0,0,3,0
#25:37371,1,3,3,0
#25:37372,1,9,0,0
#25:37373,0,0,4,0
#25:37378,-1,-2,-2,0
#25:37385,0,1,1,0
#25:37387,0,0,1,0
#25:3739,0,0,0,1
#25:37390,0,1,2,0
#25:37395,0,2,0,0
#25:37403,1,2,0,0
#25:37406,0,2,2,0
#25:37410,1,6,5,2
#25:37411,1,3,12,0
#25:37417,0,2,2,0
#25:37420,0,6,8,0
#25:37421,0,5,8,0
#25:37427,1,0,0,0
#25:37428,0,3,1,0
#25:37431,1,0,0,0
#25:37440,0,-2,0,0
#25:37443,0,0,0,0
#25:37444,0,0,0,0
#25:37448,0,2,0,0
#25:37452,0,2,0,0
#25:37455,0,2,0,0
#25:37462,0,2,6,0
#25:37500,1,2,5,3
#25:37510,0,-3,2,0
#25:37511,0,0,1,0
#25:37534,1,4,-2,2
#25:3754,0,1,1,0
#25:37540,0,0,-1,0
#25:37543,0,1,0,0
#25:37552,0,3,-1,0
#25:37565,1,0,0,0
#25:37567,0,-3,0,0
#25:37568,1,5,10,0
#25:37576,0,0,0,0
#25:37578,0,0,-2,0
#25:3758,1,0,0,0
#25:37582,0,1,0,0
#25:37583,1,9,10,6
#25:37584,0,1,0,0
#25:37588,0,0,2,0
#25:3759,0,0,0,2
#25:37595,1,1,0,0
#25:37597,1,3,0,0
#25:37608,0,2,3,0
#25:37610,1,1,1,0
#25:37615,0,0,1,0
#25:37616,0,0,1,0
#25:37623,0,2,0,0
#25:37627,0,4,8,0
#25:37638,0,0,0,0
#25:37643,0,3,0,0
#25:37644,0,-9,0,0
#25:37684,0,0,0,0
#25:37685,0,0,0,0
#25:37687,0,0,0,0
#25:37692,1,-2,-1,0
#25:37694,1,1,-1,0
#25:37702,0,2,2,0
#25:37720,1,2,1,0
#25:37725,0,1,0,0
#25:37730,0,0,1,0
#25:37736,0,2,1,0
#25:37742,0,0,0,0
#25:37747,0,1,-1,0
#25:3775,1,0,1,1
#25:37750,0,0,2,0
#25:37752,1,0,0,0
#25:37761,0,0,2,0
#25:37762,0,2,0,0
#25:37764,0,0,5,0
#25:37766,0,-7,2,0
#25:37767,0,0,2,0
#25:37770,0,0,2,0
#25:37793,1,8,0,0
#25:37796,0,1,0,0
#25:37798,0,7,2,0
#25:37799,0,3,0,0
#25:3780,0,0,1,-1
#25:37800,0,0,0,0
#25:37802,0,4,5,0
#25:37803,0,0,1,0
#25:37804,1,-3,1,0
#25:37805,0,1,0,0
#25:37806,0,2,0,0
#25:37820,-1,4,4,0
#25:37824,0,1,0,0
#25:37834,1,7,3,0
#25:37851,0,6,0,0
#25:37852,0,2,0,0
#25:37853,0,2,3,0
#25:37855,0,4,1,0
#25:37857,0,0,0,0
#25:37858,0,0,0,0
#25:37859,0,2,0,0
#25:37861,0,0,0,0
#25:37869,1,0,0,0
#25:37871,1,0,0,0
#25:37872,0,1,0,0
#25:37873,0,1,0,0
#25:37876,0,1,0,0
#25:37885,1,4,2,0
#25:37889,1,1,1,0
#25:37890,1,0,0,0
#25:37895,1,5,7,3
#25:37899,0,-1,0,0
#25:37907,0,1,0,0
#25:37909,0,1,0,0
#25:37919,0,1,0,0
#25:37920,0,1,0,0
#25:37921,0,0,0,2
#25:37922,0,3,2,0
#25:37924,0,0,2,0
#25:3794,0,0,5,0
#25:37949,0,3,3,0
#25:37950,0,0,0,0
#25:37952,1,8,4,0
#25:37957,1,9,12,0
#25:37960,0,0,1,0
#25:37964,0,4,0,0
#25:37982,0,1,0,0
#25:37983,0,-4,7,-1
#25:37987,1,2,-1,0
#25:37993,0,0,0,0
#25:37998,1,0,0,0
#25:38003,0,0,0,0
#25:38004,0,0,0,0
#25:3801,1,0,5,6
#25:38017,0,0,-2,0
#25:38018,0,2,0,0
#25:3802,0,0,0,3
#25:38023,1,0,0,0
#25:38033,1,0,0,0
#25:38034,0,0,4,0
#25:38037,0,2,1,-2
#25:3804,1,0,0,4
#25:38040,0,0,0,0
#25:38047,0,0,0,0
#25:3805,1,0,3,4
#25:38057,0,3,2,0
#25:3806,1,0,-1,0
#25:38070,1,4,1,0
#25:38078,0,-1,0,0
#25:3809,0,0,0,0
#25:38092,1,11,9,0
#25:38093,0,0,0,0
#25:38094,0,0,1,0
#25:38097,0,0,1,0
#25:38125,0,3,4,0
#25:38126,0,4,2,0
#25:38130,1,0,0,0
#25:38131,1,11,9,0
#25:38137,0,0,2,0
#25:3814,0,0,0,2
#25:38142,0,0,0,0
#25:38143,0,0,1,0
#25:38146,0,2,0,0
#25:38150,1,7,3,0
#25:38157,0,0,0,0
#25:38167,0,0,3,0
#25:38168,1,1,1,0
#25:38169,1,9,8,0
#25:38170,1,9,10,0
#25:38180,0,2,0,0
#25:38196,0,0,0,0
#25:38197,0,0,0,0
#25:38199,0,0,0,0
#25:38200,0,0,0,0
#25:38205,0,2,0,0
#25:38208,0,1,4,3
#25:38211,0,4,0,0
#25:38216,0,4,3,0
#25:38219,0,0,1,0
#25:38221,0,0,2,0
#25:38239,1,0,0,0
#25:38240,0,0,1,0
#25:38249,0,5,5,0
#25:38254,0,-3,0,1
#25:38256,0,5,1,0
#25:38267,0,0,0,0
#25:38269,0,4,10,0
#25:38272,0,6,3,0
#25:38273,0,0,0,0
#25:38274,1,0,0,0
#25:38276,0,0,1,0
#25:3828,0,0,1,-1
#25:38282,0,0,1,0
#25:38286,-1,4,5,0
#25:38287,0,0,1,0
#25:3829,1,0,-3,-1
#25:38290,1,3,4,1
#25:38300,0,1,2,4
#25:38302,0,0,0,0
#25:38306,0,1,-2,0
#25:38307,0,-7,0,0
#25:3831,0,0,-2,0
#25:38312,0,0,1,0
#25:38313,0,0,0,0
#25:38317,0,4,0,0
#25:38318,0,3,-2,0
#25:3832,1,0,0,0
#25:38328,0,-1,0,0
#25:3833,0,0,0,0
#25:38337,0,1,2,0
#25:38339,0,1,0,0
#25:38347,0,0,2,0
#25:38353,1,10,5,0
#25:38365,0,0,-1,0
#25:38368,0,4,6,0
#25:38370,0,0,0,0
#25:38371,0,0,0,0
#25:38378,0,2,-1,0
#25:38379,0,0,1,0
#25:38384,0,3,2,0
#25:38389,1,0,0,0
#25:38401,1,8,7,0
#25:38403,0,3,0,0
#25:38417,0,0,0,0
#25:38418,0,5,2,3
#25:38420,0,1,0,0
#25:38425,0,3,1,0
#25:38436,0,1,0,0
#25:38437,0,-1,5,0
#25:38438,1,4,4,0
#25:38440,0,0,0,0
#25:38442,0,1,3,1
#25:38448,0,0,2,0
#25:38450,1,0,0,0
#25:38451,0,0,1,0
#25:38453,0,0,1,0
#25:38454,0,8,3,0
#25:38455,0,2,0,0
#25:38456,0,0,0,0
#25:38458,0,8,5,0
#25:38465,0,1,3,0
#25:38473,1,7,7,-2
#25:38475,0,7,5,0
#25:38485,0,2,0,0
#25:38486,0,1,0,0
#25:38488,0,0,3,0
#25:38496,1,2,1,0
#25:38497,1,2,1,0
#25:38499,1,4,5,0
#25:38512,1,0,0,0
#25:38515,0,0,-2,0
#25:38516,0,0,4,0
#25:38519,0,4,1,0
#25:38521,0,-1,-2,0
#25:38522,0,0,0,0
#25:38530,0,2,0,0
#25:38531,0,0,1,0
#25:38536,0,0,0,0
#25:38539,0,1,1,0
#25:38542,1,1,1,0
#25:38545,0,4,5,0
#25:38549,1,4,0,0
#25:38554,1,-2,-3,0
#25:38558,1,0,0,0
#25:38562,0,0,2,0
#25:38564,0,0,2,0
#25:38565,0,-1,0,0
#25:38566,0,0,0,0
#25:38568,0,3,1,0
#25:38570,0,3,0,0
#25:38572,0,6,0,0
#25:38573,0,0,5,0
#25:38577,-1,7,2,0
#25:38579,0,-1,-1,2
#25:38580,0,1,0,0
#25:38582,0,0,3,0
#25:38595,0,0,0,0
#25:38601,0,0,-3,0
#25:38606,0,0,0,0
#25:38614,0,6,2,0
#25:38620,0,0,1,0
#25:38627,0,-1,-1,0
#25:38629,0,0,1,0
#25:3863,0,0,2,-1
#25:38630,0,0,2,0
#25:38632,0,0,1,0
#25:38651,0,-1,1,0
#25:38658,0,2,2,0
#25:38663,0,1,0,0
#25:38664,0,1,0,0
#25:38675,1,0,0,0
#25:38677,0,3,1,0
#25:38685,1,0,1,0
#25:38689,0,-2,1,-4
#25:38696,0,0,0,0
#25:38698,0,0,3,0
#25:38701,0,-2,2,0
#25:38702,0,0,-1,0
#25:38703,-1,0,0,0
#25:38705,0,1,1,0
#25:38713,1,9,12,0
#25:38714,0,3,1,0
#25:38718,0,0,1,0
#25:38721,1,4,1,0
#25:38722,0,-6,-11,0
#25:38724,0,1,1,0
#25:38725,0,2,1,0
#25:38729,0,-6,-2,0
#25:38732,0,3,0,0
#25:38733,0,3,5,0
#25:3874,0,0,0,1
#25:38741,0,2,-1,0
#25:38742,1,0,0,0
#25:38752,1,0,0,0
#25:38758,0,0,0,0
#25:38765,1,11,9,0
#25:3877,0,0,3,2
#25:38771,0,0,1,0
#25:38777,1,0,0,0
#25:38783,0,-3,0,0
#25:38795,0,0,0,0
#25:38800,0,1,1,0
#25:38809,0,0,0,0
#25:38813,0,6,1,0
#25:38814,0,3,0,0
#25:38815,0,2,0,0
#25:38816,0,-2,0,-3
#25:38817,0,0,2,0
#25:38819,0,1,0,0
#25:38841,0,8,9,0
#25:38847,0,0,4,0
#25:38848,-1,-3,-2,0
#25:38857,0,-1,3,0
#25:38858,0,0,1,0
#25:38864,0,3,0,0
#25:38867,0,0,1,0
#25:3887,1,0,3,3
#25:38873,0,2,1,0
#25:38876,0,0,3,0
#25:3888,1,0,3,3
#25:3889,0,0,0,1
#25:3890,0,0,2,4
#25:38914,1,3,4,0
#25:3892,0,0,0,2
#25:38930,0,0,3,0
#25:38935,0,0,3,0
#25:38937,0,0,3,0
#25:38939,0,0,3,0
#25:3894,0,0,0,-1
#25:38944,0,4,0,0
#25:38955,0,0,0,0
#25:3896,0,0,-1,2
#25:38960,0,4,5,0
#25:38967,0,0,3,0
#25:3897,0,0,2,0
#25:38970,1,1,0,0
#25:38971,0,0,0,0
#25:38975,1,0,0,0
#25:38976,0,-12,-9,0
#25:38977,0,-12,-9,0
#25:38979,1,10,7,0
#25:38981,0,5,0,0
#25:3899,0,0,2,2
#25:38991,1,9,8,0
#25:38992,1,1,0,0
#25:38998,0,1,1,0
#25:38999,1,9,8,0
#25:39000,0,0,7,0
#25:39005,1,9,7,0
#25:39006,0,0,1,0
#25:39009,0,0,-3,0
#25:39022,0,0,1,0
#25:39025,0,0,1,0
#25:39028,0,3,0,0
#25:39030,0,-2,0,0
#25:39032,1,2,7,0
#25:39042,1,7,12,0
#25:39047,0,-1,3,0
#25:39059,0,0,0,0
#25:39061,0,3,0,0
#25:39065,0,0,0,0
#25:39066,0,0,1,0
#25:39068,1,11,9,0
#25:39072,0,8,9,0
#25:39075,0,0,0,0
#25:39076,1,1,4,0
#25:39091,0,3,3,0
#25:39096,0,1,1,0
#25:39099,0,0,1,0
#25:39102,0,3,2,0
#25:39103,0,3,3,0
#25:39112,0,0,0,0
#25:39114,0,0,3,2
#25:39119,1,0,0,0
#25:39123,1,1,5,2
#25:39124,1,2,2,0
#25:39142,0,4,7,0
#25:39143,1,5,8,0
#25:39147,1,0,0,0
#25:39150,0,2,0,0
#25:39151,0,6,5,0
#25:39152,1,0,0,0
#25:39153,0,0,2,0
#25:39154,1,0,0,0
#25:39157,-1,11,7,0
#25:39158,1,11,9,0
#25:39160,0,0,1,0
#25:39161,0,1,1,0
#25:39166,0,2,2,0
#25:3917,0,0,0,0
#25:39174,0,0,2,0
#25:39181,0,2,2,1
#25:39183,0,1,0,0
#25:39184,1,0,0,0
#25:39185,0,1,0,0
#25:39186,0,1,0,0
#25:3919,0,0,0,-1
#25:39194,0,0,2,0
#25:39195,1,0,0,0
#25:39200,0,0,3,0
#25:39203,1,0,2,0
#25:39217,0,1,0,0
#25:39218,0,1,0,0
#25:39220,0,-3,0,-4
#25:39221,0,0,2,0
#25:39223,0,0,3,0
#25:3923,0,0,0,0
#25:39239,1,3,2,0
#25:39243,1,5,6,0
#25:39245,0,0,1,0
#25:39247,1,6,4,0
#25:39248,1,5,3,0
#25:39254,0,0,0,0
#25:39257,0,-1,4,0
#25:39258,0,0,0,0
#25:39263,0,0,0,-1
#25:39267,0,0,1,0
#25:39272,0,-1,1,2
#25:39284,1,0,0,0
#25:39285,0,5,3,0
#25:39286,0,-1,0,0
#25:39288,0,2,0,0
#25:39304,0,0,2,0
#25:39306,0,0,2,0
#25:3932,1,0,0,1
#25:39322,1,5,12,0
#25:39324,1,-1,10,3
#25:39333,0,0,3,0
#25:3934,0,0,1,0
#25:3935,1,0,0,0
#25:39352,0,0,3,0
#25:39354,0,3,0,0
#25:39356,0,3,0,0
#25:3936,1,0,8,9
#25:39369,0,3,-4,0
#25:3937,1,0,0,0
#25:39372,0,0,3,0
#25:39375,1,0,0,0
#25:39376,0,0,0,0
#25:39385,0,0,0,0
#25:39386,0,0,2,0
#25:39397,1,1,1,0
#25:39399,1,0,0,0
#25:39402,0,0,0,0
#25:39408,1,0,0,0
#25:39422,-1,3,6,0
#25:39424,-1,4,3,0
#25:39430,1,-1,1,0
#25:39432,0,8,7,0
#25:39441,0,0,-3,0
#25:39448,1,9,12,0
#25:39459,0,1,1,0
#25:39464,0,0,0,0
#25:39470,0,0,2,0
#25:39474,0,0,1,0
#25:39481,0,0,-2,-3
#25:39493,1,-4,-8,0
#25:3950,1,0,0,0
#25:39507,0,2,6,0
#25:39509,0,6,0,0
#25:39512,1,1,0,0
#25:39513,0,0,0,1
#25:39516,0,0,4,0
#25:39519,1,0,0,0
#25:39520,0,0,0,0
#25:39522,0,-1,-1,0
#25:39524,0,4,5,0
#25:39525,0,0,0,0
#25:39528,0,1,3,0
#25:3953,1,0,0,0
#25:39537,0,1,1,0
#25:39539,0,4,2,0
#25:39541,0,0,5,-1
#25:39544,-1,0,0,0
#25:39545,0,3,1,0
#25:39546,1,0,0,0
#25:39556,0,1,2,0
#25:39557,0,0,-1,0
#25:39560,1,2,3,1
#25:39568,1,1,1,0
#25:39578,1,-3,2,0
#25:39586,0,-1,-1,1
#25:39590,0,2,0,0
#25:39595,1,1,1,0
#25:39596,1,9,10,6
#25:39600,0,0,1,0
#25:3963,1,0,0,0
#25:3975,1,0,2,0
#25:3978,-1,3,4,0
#25:3979,0,0,3,0
#25:3985,0,0,0,2
#25:3995,0,0,0,-1
#25:4006,1,0,0,0
#25:4010,1,0,3,0
#25:4013,1,0,1,1
#25:4014,0,0,2,5
#25:4022,0,0,1,0
#25:4032,1,0,0,0
#25:4057,1,1,0,1
#25:4064,0,0,0,0
#25:4067,0,0,0,0
#25:4068,1,0,2,7
#25:4076,0,0,0,0
#25:4083,0,0,0,0
#25:4091,1,0,3,0
#25:4093,1,0,1,0
#25:4103,0,0,3,0
#25:4107,0,0,0,1
#25:4111,1,0,0,1
#25:4115,0,0,0,0
#25:4121,-1,-3,4,-2
#25:4126,1,2,0,1
#25:4127,1,0,0,0
#25:4129,0,0,0,0
#25:4133,0,0,2,3
#25:4137,0,2,1,0
#25:4154,0,3,0,0
#25:4157,0,0,0,1
#25:4158,0,0,1,0
#25:4167,0,0,2,2
#25:4170,0,0,0,0
#25:4171,0,0,1,0
#25:4174,1,0,1,2
#25:4175,0,0,2,0
#25:4193,0,0,0,1
#25:4195,0,0,0,0
#25:4198,0,0,0,0
#25:4202,0,0,2,0
#25:4204,0,0,2,1
#25:4207,0,0,4,2
#25:4214,0,0,-1,-1
#25:4215,0,0,0,0
#25:4216,1,0,0,0
#25:4217,1,0,-2,0
#25:4219,-1,0,2,3
#25:4220,-1,5,2,2
#25:4223,0,0,2,1
#25:4227,0,0,0,1
#25:4228,0,0,4,-1
#25:4229,1,0,0,1
#25:4233,0,0,0,1
#25:4235,-1,0,7,5
#25:4238,1,0,0,0
#25:4239,0,0,0,0
#25:4243,0,0,2,-3
#25:4244,1,0,0,0
#25:4246,0,0,0,0
#25:4249,0,0,3,1
#25:4272,0,0,1,0
#25:4284,0,3,0,2
#25:4285,0,0,0,-2
#25:4287,1,0,7,0
#25:4288,-1,0,10,7
#25:4295,1,-3,0,0
#25:4317,1,0,3,2
#25:4323,1,0,2,1
#25:4326,1,1,8,1
#25:4337,1,0,0,0
#25:4352,0,0,0,0
#25:4366,-1,0,0,3
#25:4367,0,0,0,1
#25:4368,0,0,1,0
#25:4379,1,0,0,0
#25:4401,-1,3,0,0
#25:4402,-1,1,2,-3
#25:4405,1,5,3,-1
#25:4409,1,0,-3,-2
#25:4412,1,0,12,0
#25:4413,1,0,0,0
#25:4414,1,0,3,5
#25:4420,0,0,2,0
#25:4424,1,0,0,0
#25:4426,-1,0,0,0
#25:4429,0,0,0,0
#25:4432,-1,0,0,0
#25:4434,1,0,0,0
#25:4456,0,1,2,-1
#25:4475,0,0,0,0
#25:4484,0,1,0,0
#25:4497,0,0,0,0
#25:4503,-1,0,0,0
#25:4504,0,0,1,0
#25:4509,0,0,0,0
#25:4511,0,0,0,0
#25:4515,0,0,1,-2
#25:4521,0,0,5,6
#25:4526,1,0,4,1
#25:4527,-1,-2,1,-1
#25:4537,1,0,1,4
#25:4542,1,0,1,0
#25:4548,1,0,-1,1
#25:4549,1,0,0,-1
#25:4574,1,-3,0,-1
#25:4576,0,0,0,0
#25:4577,0,0,2,3
#25:4579,0,1,1,0
#25:4583,0,0,2,3
#25:4586,0,0,0,4
#25:4596,0,0,3,3
#25:4598,0,0,0,0
#25:4609,1,0,0,0
#25:4621,0,0,2,0
#25:4628,1,0,1,2
#25:4629,1,0,0,0
#25:4632,1,0,0,0
#25:4633,1,0,8,9
#25:4634,1,0,4,9
#25:4636,1,0,-1,3
#25:4637,1,0,0,1
#25:4641,0,0,7,0
#25:4642,0,0,0,-1
#25:4649,1,0,0,2
#25:4653,1,0,2,4
#25:4658,0,0,2,2
#25:4661,0,0,3,-2
#25:4663,0,0,2,0
#25:4669,0,0,0,0
#25:4672,-1,-3,0,-1
#25:4675,-1,0,5,9
#25:4678,1,0,2,0
#25:4680,0,0,-4,1
#25:4682,0,0,1,0
#25:4683,0,0,3,1
#25:4687,0,8,4,0
#25:4689,1,0,1,2
#25:4691,-1,0,0,0
#25:4693,0,0,0,0
#25:4694,1,0,2,3
#25:4696,0,1,-3,0
#25:4698,0,0,0,0
#25:4701,0,0,0,0
#25:4712,0,0,1,0
#25:4714,0,4,0,0
#25:4715,1,0,2,0
#25:4722,0,0,-4,0
#25:4724,1,0,3,4
#25:4728,0,0,1,0
#25:4732,1,0,-6,9
#25:4737,0,0,0,4
#25:4739,0,0,-2,-1
#25:4741,0,0,-1,0
#25:4746,0,0,0,1
#25:4747,-1,0,0,0
#25:4753,0,0,0,0
#25:4773,0,0,0,3
#25:4776,1,4,1,2
#25:4784,0,0,0,0
#25:4786,-1,0,0,0
#25:4790,0,0,6,9
#25:4794,0,0,3,4
#25:4807,1,-2,2,0
#25:4808,0,0,-2,-3
#25:4809,0,0,0,0
#25:4810,0,0,1,2
#25:4811,0,0,5,3
#25:4816,1,0,3,6
#25:4820,0,0,0,2
#25:4821,0,0,0,8
#25:4823,0,0,0,0
#25:4827,1,0,12,9
#25:4835,0,1,6,0
#25:4837,1,0,8,1
#25:4842,0,0,1,0
#25:4845,0,0,1,0
#25:4846,1,0,0,0
#25:4847,0,0,0,3
#25:4848,1,0,6,7
#25:4849,0,0,4,7
#25:4850,-1,0,1,0
#25:4860,0,0,1,3
#25:4861,0,0,0,-1
#25:4864,0,0,2,0
#25:4865,1,0,0,-2
#25:4866,1,0,1,1
#25:4886,1,0,1,1
#25:4888,1,0,2,2
#25:4894,1,2,3,1
#25:4904,1,2,2,0
#25:4906,0,0,0,0
#25:4908,1,0,2,0
#25:4909,1,0,0,1
#25:4922,0,0,5,9
#25:4924,1,0,3,2
#25:4927,1,0,0,2
#25:4943,0,0,0,9
#25:4965,0,0,-2,0
#25:4966,1,0,4,2
#25:4974,0,0,0,2
#25:4986,0,0,0,-1
#25:4987,0,0,0,0
#25:4989,0,0,0,1
#25:4994,0,0,-5,1
#25:5001,0,1,1,0
#25:5003,0,2,1,0
#25:5008,1,0,0,2
#25:5020,0,-1,-1,1
#25:5030,1,0,-1,-2
#25:5031,-1,0,3,4
#25:5034,1,0,3,3
#25:5042,0,0,0,-1
#25:5049,0,0,1,-2
#25:5053,1,0,0,0
#25:5055,1,0,0,0
#25:5064,0,0,0,0
#25:5065,0,0,0,0
#25:5074,1,0,0,0
#25:5084,0,0,-1,-2
#25:5086,0,0,1,0
#25:5094,1,0,0,0
#25:5103,0,0,0,0
#25:5107,0,0,1,0
#25:5110,0,0,0,-1
#25:5114,0,0,0,1
#25:5117,0,0,-2,2
#25:5127,1,0,0,2
#25:5131,1,0,-5,0
#25:5132,1,0,7,4
#25:5133,0,0,6,5
#25:5134,0,0,-1,2
#25:5141,-1,6,6,-1
#25:5142,1,0,8,11
#25:5146,0,2,3,0
#25:5149,0,0,1,0
#25:5150,0,6,0,0
#25:5152,0,4,2,0
#25:5153,-1,0,4,4
#25:5156,0,0,2,4
#25:5175,0,-3,0,-1
#25:5186,0,0,2,3
#25:5187,0,0,3,3
#25:5195,-1,7,0,1
#25:5201,1,0,0,0
#25:5203,1,0,0,1
#25:5205,0,0,1,3
#25:5206,0,0,-1,-1
#25:5213,1,0,4,2
#25:5216,1,-1,1,-1
#25:5218,1,0,0,0
#25:5219,1,0,0,0
#25:5222,0,0,0,5
#25:5224,1,0,-3,0
#25:5230,1,-2,0,0
#25:5231,0,0,2,0
#25:5232,0,0,0,1
#25:5237,0,0,0,1
#25:5240,1,0,0,0
#25:5241,0,0,1,-2
#25:5247,0,0,-1,0
#25:5248,0,0,-1,-1
#25:5259,0,2,7,0
#25:5267,0,0,-4,-6
#25:5268,0,0,-3,-1
#25:5269,0,-1,0,-1
#25:5276,1,0,0,0
#25:5281,0,0,2,3
#25:5283,0,0,2,2
#25:5285,1,-1,-2,-1
