legid,temperature_category,weather_group
#25:23564,comfortable,Clouds
#29:6601,comfortable,Clouds
#22:24752,comfortable,Clouds
#22:25428,comfortable,Clouds
#22:19343,comfortable,Clouds
#22:19516,comfortable,Clouds
#29:5362,comfortable,Clouds
#25:19788,comfortable,Clouds
#25:20007,comfortable,Clouds
#22:20129,comfortable,Clouds
#26:5648,comfortable,Clouds
#22:20170,comfortable,Clouds
#27:5610,comfortable,Clouds
#24:20091,comfortable,Clouds
#23:20397,comfortable,Clouds
#27:5680,comfortable,Clouds
#25:20308,comfortable,Clouds
#24:20352,comfortable,Clouds
#22:20433,comfortable,Clouds
#23:20533,comfortable,Clouds
#24:20486,comfortable,Clouds
#25:20444,comfortable,Clouds
#22:20889,comfortable,Clouds
#23:20857,comfortable,Clouds
#24:20810,comfortable,Clouds
#23:21047,comfortable,Clouds
#26:5911,comfortable,Clouds
#24:21000,comfortable,Clouds
#22:21080,comfortable,Clouds
#23:21111,comfortable,Clouds
#26:5931,comfortable,Clouds
#24:21061,comfortable,Clouds
#27:5892,comfortable,Clouds
#22:21141,comfortable,Clouds
#25:21131,comfortable,Clouds
#22:21253,comfortable,Clouds
#23:21221,comfortable,Clouds
#24:21174,comfortable,Clouds
#22:21372,comfortable,Clouds
#27:5971,comfortable,Clouds
#23:21340,comfortable,Clouds
#22:21553,comfortable,Clouds
#25:21432,comfortable,Clouds
#23:21661,comfortable,Clouds
#27:6242,comfortable,Clouds
#25:22205,comfortable,Clouds
#23:22297,comfortable,Clouds
#24:22250,comfortable,Clouds
#25:22207,comfortable,Clouds
#24:22519,comfortable,Clouds
#24:22520,comfortable,Clouds
#22:22683,comfortable,Clouds
#23:22651,comfortable,Clouds
#25:22582,comfortable,Clouds
#22:22920,comfortable,Clouds
#23:20592,comfortable,Clouds
#25:20503,comfortable,Clouds
#22:20626,comfortable,Clouds
#24:22086,comfortable,Clouds
#23:22838,comfortable,Clouds
#22:22871,comfortable,Clouds
#23:22993,comfortable,Clouds
#23:23443,comfortable,Clouds
#28:6768,comfortable,Clouds
#23:24142,comfortable,Clouds
#23:24308,comfortable,Clouds
#23:24856,comfortable,Clouds
#26:5509,comfortable,Clouds
#23:19594,comfortable,Clouds
#27:5529,comfortable,Clouds
#22:19864,comfortable,Clouds
#23:19886,comfortable,Clouds
#23:20036,comfortable,Clouds
#27:5577,comfortable,Clouds
#24:19989,comfortable,Clouds
#28:5540,comfortable,Clouds
#25:19947,comfortable,Clouds
#22:20069,comfortable,Clouds
#24:20071,comfortable,Clouds
#29:5536,comfortable,Clouds
#23:20140,comfortable,Clouds
#26:5649,comfortable,Clouds
#23:20357,comfortable,Clouds
#27:5667,comfortable,Clouds
#24:20310,comfortable,Clouds
#28:5630,comfortable,Clouds
#25:20268,comfortable,Clouds
#24:20375,comfortable,Clouds
#22:20631,comfortable,Clouds
#28:5691,comfortable,Clouds
#25:20510,comfortable,Clouds
#29:5654,comfortable,Clouds
#22:20632,comfortable,Clouds
#22:20982,comfortable,Clouds
#28:5808,comfortable,Clouds
#23:20950,comfortable,Clouds
#29:5771,comfortable,Clouds
#24:20903,comfortable,Clouds
#28:5840,comfortable,Clouds
#25:20974,comfortable,Clouds
#24:21271,comfortable,Clouds
#22:22261,comfortable,Clouds
#29:6149,comfortable,Clouds
#23:22229,comfortable,Clouds
#28:5987,comfortable,Clouds
#22:21563,comfortable,Clouds
#29:5950,comfortable,Clouds
#23:21531,comfortable,Clouds
#25:22138,comfortable,Clouds
#22:21691,comfortable,Clouds
#25:21850,comfortable,Clouds
#23:22227,comfortable,Clouds
#22:22347,comfortable,Clouds
#22:22626,comfortable,Clouds
#24:22547,comfortable,Clouds
#25:22585,comfortable,Clouds
#24:22628,comfortable,Clouds
#23:22674,comfortable,Clouds
#23:22857,comfortable,Clouds
#27:6415,comfortable,Clouds
#25:22767,comfortable,Clouds
#29:6341,comfortable,Clouds
#23:22858,comfortable,Clouds
#27:6416,comfortable,Clouds
#25:22768,comfortable,Clouds
#24:22865,comfortable,Clouds
#29:6359,comfortable,Clouds
#25:22822,comfortable,Clouds
#23:23494,comfortable,Clouds
#25:23444,comfortable,Clouds
#27:6718,comfortable,Clouds
#24:23767,comfortable,Clouds
#25:23881,comfortable,Clouds
#28:6721,comfortable,Clouds
#22:24004,comfortable,Clouds
#28:6761,comfortable,Clouds
#24:24066,comfortable,Clouds
#29:6723,comfortable,Clouds
#25:24022,comfortable,Clouds
#26:6840,comfortable,Clouds
#22:24147,comfortable,Clouds
#24:24515,comfortable,Clouds
#25:24761,comfortable,Clouds
#25:24876,comfortable,Clouds
#23:25263,comfortable,Clouds
#29:7070,comfortable,Clouds
#22:25357,comfortable,Clouds
#26:7188,comfortable,Clouds
#23:25325,comfortable,Clouds
#24:25380,comfortable,Clouds
#24:25443,comfortable,Clouds
#26:7237,comfortable,Clouds
#25:25399,comfortable,Clouds
#22:26556,comfortable,Clouds
#23:26573,comfortable,Clouds
#28:7491,comfortable,Clouds
#25:26480,comfortable,Clouds
#22:26707,comfortable,Clouds
#23:26731,comfortable,Clouds
#22:27134,comfortable,Clouds
#27:7655,comfortable,Clouds
#23:27102,comfortable,Clouds
#22:27855,comfortable,Clouds
#22:28122,comfortable,Clouds
#24:28040,comfortable,Clouds
#22:28568,comfortable,Clouds
#26:8114,comfortable,Clouds
#25:28515,comfortable,Clouds
#26:8131,comfortable,Clouds
#22:28642,comfortable,Clouds
#27:8089,comfortable,Clouds
#23:28609,comfortable,Clouds
#24:29183,comfortable,Clouds
#25:29319,comfortable,Clouds
#23:29913,comfortable,Clouds
#27:8419,comfortable,Clouds
#24:29864,comfortable,Clouds
#22:29947,comfortable,Clouds
#29:8343,comfortable,Clouds
#23:29914,comfortable,Clouds
#26:8462,comfortable,Clouds
#24:29865,comfortable,Clouds
#23:30147,comfortable,Clouds
#26:8532,comfortable,Clouds
#24:30098,comfortable,Clouds
#23:30457,comfortable,Clouds
#29:8502,comfortable,Clouds
#24:30408,comfortable,Clouds
#24:30854,comfortable,Clouds
#22:32524,comfortable,Clouds
#29:9077,comfortable,Clouds
#23:32490,comfortable,Clouds
#26:9199,comfortable,Clouds
#24:33358,comfortable,Clouds
#26:9547,comfortable,Clouds
#23:33709,comfortable,Clouds
#23:33957,comfortable,Clouds
#28:9541,comfortable,Clouds
#24:33907,comfortable,Clouds
#22:34238,comfortable,Clouds
#23:34203,comfortable,Clouds
#28:9617,comfortable,Clouds
#24:34153,comfortable,Clouds
#29:9577,comfortable,Clouds
#25:34108,comfortable,Clouds
#26:9701,comfortable,Clouds
#22:34239,comfortable,Clouds
#26:9853,comfortable,Clouds
#25:34573,comfortable,Clouds
#27:9809,comfortable,Clouds
#22:34704,comfortable,Clouds
#24:35072,comfortable,Clouds
#29:9870,comfortable,Clouds
#25:35027,comfortable,Clouds
#26:9994,comfortable,Clouds
#22:35284,comfortable,Clouds
#26:10142,comfortable,Clouds
#24:35595,comfortable,Clouds
#25:35707,comfortable,Clouds
#26:10192,comfortable,Clouds
#22:35842,comfortable,Clouds
#23:36103,comfortable,Clouds
#28:10184,comfortable,Clouds
#24:36053,comfortable,Clouds
#29:10216,comfortable,Clouds
#23:36369,comfortable,Clouds
#26:10342,comfortable,Clouds
#24:36319,comfortable,Clouds
#25:36617,comfortable,Clouds
#28:10346,comfortable,Clouds
#22:36755,comfortable,Clouds
#23:37335,comfortable,Clouds
#223:50093,comfortable,Clouds
#222:50101,comfortable,Clouds
#228:14037,comfortable,Clouds
#28:10560,comfortable,Clouds
#223:50094,comfortable,Clouds
#29:10618,comfortable,Clouds
#229:14031,comfortable,Clouds
#22:37905,comfortable,Clouds
#225:50076,comfortable,Clouds
#222:50102,comfortable,Clouds
#226:14059,comfortable,Clouds
#27:10701,comfortable,Clouds
#23:38390,comfortable,Clouds
#225:50077,comfortable,Clouds
#28:10842,comfortable,Clouds
#227:14052,comfortable,Clouds
#24:38340,comfortable,Clouds
#228:14038,comfortable,Clouds
#25:38293,comfortable,Clouds
#223:50096,comfortable,Clouds
#225:50078,comfortable,Clouds
#24:38395,comfortable,Clouds
#223:50097,comfortable,Clouds
#22:38813,comfortable,Clouds
#27:10993,comfortable,Clouds
#229:14032,comfortable,Clouds
#23:38773,comfortable,Clouds
#224:50091,comfortable,Clouds
#226:14060,comfortable,Clouds
#28:10954,comfortable,Clouds
#225:50080,comfortable,Clouds
#24:39184,comfortable,Clouds
#229:14033,comfortable,Clouds
#29:11045,comfortable,Clouds
#22:39275,comfortable,Clouds
#225:50081,comfortable,Clouds
#25:39541,comfortable,Clouds
#26:11285,comfortable,Clouds
#226:14061,comfortable,Clouds
#22:39679,comfortable,Clouds
#227:14054,comfortable,Clouds
#27:11239,comfortable,Clouds
#23:39639,comfortable,Clouds
#223:50100,comfortable,Clouds
#228:14040,comfortable,Clouds
#24:39589,comfortable,Clouds
#224:50094,comfortable,Clouds
#29:11158,comfortable,Clouds
#229:14034,comfortable,Clouds
#25:39542,comfortable,Clouds
#225:50082,comfortable,Clouds
#226:14062,comfortable,Clouds
#26:11286,comfortable,Clouds
#22:39680,comfortable,Clouds
#222:50108,comfortable,Clouds
#222:50112,comfortable,Clouds
#224:50100,comfortable,Clouds
#222:50115,comfortable,Clouds
#226:14064,comfortable,Clouds
#223:50108,comfortable,Clouds
#227:14057,comfortable,Clouds
#224:50102,comfortable,Clouds
#228:14043,comfortable,Clouds
#225:50090,comfortable,Clouds
#229:14037,comfortable,Clouds
#222:50116,comfortable,Clouds
#225:50091,comfortable,Clouds
#227:14058,comfortable,Clouds
#222:50117,comfortable,Clouds
#224:34024,comfortable,Clouds
#227:9468,comfortable,Clouds
#222:34025,comfortable,Clouds
#229:9467,comfortable,Clouds
#224:34025,comfortable,Clouds
#224:50110,comfortable,Clouds
#225:50098,comfortable,Clouds
#223:50121,comfortable,Clouds
#229:14043,comfortable,Clouds
#224:50115,comfortable,Clouds
#223:50123,comfortable,Clouds
#225:50105,comfortable,Clouds
#228:14051,comfortable,Clouds
#224:50119,comfortable,Clouds
#222:50134,comfortable,Clouds
#225:50112,comfortable,Clouds
#226:14075,comfortable,Clouds
#223:50131,comfortable,Clouds
#225:50116,comfortable,Clouds
#223:50135,comfortable,Clouds
#225:36842,comfortable,Clouds
#224:50131,comfortable,Clouds
#229:14051,comfortable,Clouds
#222:50145,comfortable,Clouds
#227:14073,comfortable,Clouds
#222:50147,comfortable,Clouds
#228:14059,comfortable,Clouds
#223:50140,comfortable,Clouds
#229:14053,comfortable,Clouds
#224:50134,comfortable,Clouds
#224:50135,comfortable,Clouds
#228:14060,comfortable,Clouds
#225:50123,comfortable,Clouds
#229:14054,comfortable,Clouds
#222:50149,comfortable,Clouds
#225:50124,comfortable,Clouds
#226:14082,comfortable,Clouds
#223:50143,comfortable,Clouds
#222:50153,comfortable,Clouds
#223:50147,comfortable,Clouds
#229:14057,comfortable,Clouds
#224:50141,comfortable,Clouds
#226:14085,comfortable,Clouds
#225:50129,comfortable,Clouds
#227:14078,comfortable,Clouds
#222:50155,comfortable,Clouds
#225:50133,comfortable,Clouds
#227:14081,comfortable,Clouds
#222:50159,comfortable,Clouds
#224:50147,comfortable,Clouds
#222:50161,comfortable,Clouds
#224:50148,comfortable,Clouds
#222:50162,comfortable,Clouds
#225:50138,comfortable,Clouds
#229:14062,comfortable,Clouds
#222:50164,comfortable,Clouds
#222:50165,comfortable,Clouds
#223:50159,comfortable,Clouds
#227:14083,comfortable,Clouds
#224:50153,comfortable,Clouds
#222:50168,comfortable,Clouds
#223:50162,comfortable,Clouds
#224:50156,comfortable,Clouds
#229:14064,comfortable,Clouds
#225:50144,comfortable,Clouds
#226:14092,comfortable,Clouds
#229:14065,comfortable,Clouds
#224:50158,comfortable,Clouds
#222:50172,comfortable,Clouds
#223:50168,comfortable,Clouds
#227:14088,comfortable,Clouds
#224:50162,comfortable,Clouds
#225:50150,comfortable,Clouds
#224:50163,comfortable,Clouds
#229:14068,comfortable,Clouds
#223:50171,comfortable,Clouds
#228:14075,comfortable,Clouds
#225:50153,comfortable,Clouds
#226:14097,comfortable,Clouds
#223:50172,comfortable,Clouds
#225:50155,comfortable,Clouds
#229:14070,comfortable,Clouds
#222:50181,comfortable,Clouds
#222:50183,comfortable,Clouds
#224:50170,comfortable,Clouds
#222:50184,comfortable,Clouds
#225:50161,comfortable,Clouds
#229:14072,comfortable,Clouds
#224:50174,comfortable,Clouds
#228:14079,comfortable,Clouds
#224:50175,comfortable,Clouds
#225:50165,comfortable,Clouds
#223:50184,comfortable,Clouds
#228:14080,comfortable,Clouds
#225:50168,comfortable,Clouds
#227:14096,comfortable,Clouds
#222:50194,comfortable,Clouds
#228:14082,comfortable,Clouds
#223:50187,comfortable,Clouds
#229:14076,comfortable,Clouds
#224:50182,comfortable,Clouds
#222:50196,comfortable,Clouds
#228:14083,comfortable,Clouds
#225:50171,comfortable,Clouds
#229:14077,comfortable,Clouds
#222:50197,comfortable,Clouds
#225:50173,comfortable,Clouds
#224:50186,comfortable,Clouds
#222:50203,comfortable,Clouds
#225:50178,comfortable,Clouds
#229:14080,comfortable,Clouds
#222:50204,comfortable,Clouds
#222:50205,comfortable,Clouds
#227:14101,comfortable,Clouds
#224:50192,comfortable,Clouds
#225:50181,comfortable,Clouds
#222:50208,comfortable,Clouds
#222:50210,comfortable,Clouds
#227:14103,comfortable,Clouds
#222:50211,comfortable,Clouds
#223:50204,comfortable,Clouds
#228:14089,comfortable,Clouds
#224:50198,comfortable,Clouds
#224:50201,comfortable,Clouds
#226:14112,comfortable,Clouds
#225:50189,comfortable,Clouds
#227:14105,comfortable,Clouds
#222:50215,comfortable,Clouds
#224:50203,comfortable,Clouds
#223:50211,comfortable,Clouds
#222:50221,comfortable,Clouds
#229:14087,comfortable,Clouds
#224:50208,comfortable,Clouds
#222:50222,comfortable,Clouds
#222:50224,comfortable,Clouds
#223:50217,comfortable,Clouds
#227:14109,comfortable,Clouds
#222:50225,comfortable,Clouds
#228:14095,comfortable,Clouds
#223:50218,comfortable,Clouds
#229:14089,comfortable,Clouds
#224:50212,comfortable,Clouds
#225:50201,comfortable,Clouds
#227:14111,comfortable,Clouds
#222:50228,comfortable,Clouds
#228:14097,comfortable,Clouds
#224:50218,comfortable,Clouds
#228:14100,comfortable,Clouds
#226:14122,comfortable,Clouds
#225:50207,comfortable,Clouds
#227:14115,comfortable,Clouds
#223:50226,comfortable,Clouds
#222:50234,comfortable,Clouds
#228:14102,comfortable,Clouds
#225:50209,comfortable,Clouds
#226:14124,comfortable,Clouds
#223:50228,comfortable,Clouds
#227:14117,comfortable,Clouds
#224:50222,comfortable,Clouds
#229:14097,comfortable,Clouds
#222:50236,comfortable,Clouds
#223:50229,comfortable,Clouds
#225:50211,comfortable,Clouds
#226:14125,comfortable,Clouds
#222:50237,comfortable,Clouds
#227:14118,comfortable,Clouds
#223:50230,comfortable,Clouds
#228:14104,comfortable,Clouds
#223:50460,comfortable,Clouds
#228:14178,comfortable,Clouds
#224:50454,comfortable,Clouds
#223:50709,comfortable,Clouds
#25:20247,comfortable,Clouds
#25:20251,comfortable,Clouds
#24:20556,comfortable,Clouds
#25:21376,comfortable,Clouds
#27:6007,comfortable,Clouds
#24:21424,comfortable,Clouds
#23:22033,comfortable,Clouds
#26:6235,comfortable,Clouds
#25:22019,comfortable,Clouds
#28:6376,comfortable,Clouds
#24:22803,comfortable,Clouds
#25:22954,comfortable,Clouds
#22:20693,comfortable,Clouds
#25:20569,comfortable,Clouds
#23:20838,comfortable,Clouds
#28:5864,comfortable,Clouds
#24:21171,comfortable,Clouds
#22:21354,comfortable,Clouds
#22:21499,comfortable,Clouds
#23:21616,comfortable,Clouds
#25:21712,comfortable,Clouds
#25:21719,comfortable,Clouds
#22:21841,comfortable,Clouds
#24:22064,comfortable,Clouds
#23:22109,comfortable,Clouds
#22:22141,comfortable,Clouds
#23:22234,comfortable,Clouds
#23:22465,comfortable,Clouds
#27:6306,comfortable,Clouds
#25:22402,comfortable,Clouds
#23:22493,comfortable,Clouds
#23:22593,comfortable,Clouds
#24:22601,comfortable,Clouds
#24:22602,comfortable,Clouds
#22:23383,comfortable,Clouds
#23:23351,comfortable,Clouds
#23:23471,comfortable,Clouds
#24:23498,comfortable,Clouds
#23:23560,comfortable,Clouds
#22:23764,comfortable,Clouds
#24:23685,comfortable,Clouds
#23:24013,comfortable,Clouds
#25:24146,comfortable,Clouds
#24:24193,comfortable,Clouds
#24:24450,comfortable,Clouds
#22:24825,comfortable,Clouds
#24:24949,comfortable,Clouds
#25:24903,comfortable,Clouds
#22:25259,comfortable,Clouds
#25:25553,comfortable,Clouds
#25:26643,comfortable,Clouds
#22:27116,comfortable,Clouds
#25:27061,comfortable,Clouds
#24:27651,comfortable,Clouds
#25:27606,comfortable,Clouds
#24:24795,comfortable,Clouds
#22:26679,comfortable,Clouds
#25:20808,comfortable,Clouds
#24:20851,comfortable,Clouds
#22:20951,comfortable,Clouds
#23:21027,comfortable,Clouds
#24:21079,comfortable,Clouds
#29:5825,comfortable,Clouds
#25:21037,comfortable,Clouds
#26:5939,comfortable,Clouds
#22:21159,comfortable,Clouds
#22:21215,comfortable,Clouds
#23:21183,comfortable,Clouds
#23:21417,comfortable,Clouds
#25:21424,comfortable,Clouds
#22:21546,comfortable,Clouds
#24:21466,comfortable,Clouds
#25:21436,comfortable,Clouds
#25:21905,comfortable,Clouds
#23:21996,comfortable,Clouds
#24:21951,comfortable,Clouds
#25:21909,comfortable,Clouds
#22:22389,comfortable,Clouds
#24:22761,comfortable,Clouds
#25:22718,comfortable,Clouds
#23:22809,comfortable,Clouds
#23:22860,comfortable,Clouds
#25:22884,comfortable,Clouds
#29:6420,comfortable,Clouds
#23:23111,comfortable,Clouds
#24:23064,comfortable,Clouds
#26:6535,comfortable,Clouds
#25:23021,comfortable,Clouds
#25:23619,comfortable,Clouds
#22:23742,comfortable,Clouds
#22:23743,comfortable,Clouds
#23:24148,comfortable,Clouds
#25:24056,comfortable,Clouds
#22:24704,comfortable,Clouds
#23:24672,comfortable,Clouds
#24:24623,comfortable,Clouds
#29:6882,comfortable,Clouds
#25:24579,comfortable,Clouds
#23:24668,comfortable,Clouds
#24:24619,comfortable,Clouds
#25:24575,comfortable,Clouds
#22:24701,comfortable,Clouds
#27:6958,comfortable,Clouds
#23:24669,comfortable,Clouds
#24:25050,comfortable,Clouds
#24:25051,comfortable,Clouds
#25:25007,comfortable,Clouds
#23:25101,comfortable,Clouds
#29:7004,comfortable,Clouds
#24:25052,comfortable,Clouds
#22:25224,comfortable,Clouds
#23:25192,comfortable,Clouds
#22:25987,comfortable,Clouds
#29:7273,comfortable,Clouds
#23:25955,comfortable,Clouds
#26:7391,comfortable,Clouds
#24:25906,comfortable,Clouds
#27:7350,comfortable,Clouds
#25:25862,comfortable,Clouds
#24:25992,comfortable,Clouds
#24:26160,comfortable,Clouds
#23:26211,comfortable,Clouds
#24:26819,comfortable,Clouds
#25:26775,comfortable,Clouds
#22:26769,comfortable,Clouds
#23:26737,comfortable,Clouds
#25:26770,comfortable,Clouds
#22:26896,comfortable,Clouds
#23:26864,comfortable,Clouds
#25:26851,comfortable,Clouds
#23:26945,comfortable,Clouds
#22:27841,comfortable,Clouds
#24:27762,comfortable,Clouds
#25:27718,comfortable,Clouds
#22:27845,comfortable,Clouds
#23:27813,comfortable,Clouds
#25:27967,comfortable,Clouds
#22:28094,comfortable,Clouds
#23:28061,comfortable,Clouds
#24:28712,comfortable,Clouds
#25:28668,comfortable,Clouds
#22:28795,comfortable,Clouds
#23:28762,comfortable,Clouds
#22:30175,comfortable,Clouds
#23:30142,comfortable,Clouds
#22:30475,comfortable,Clouds
#23:30442,comfortable,Clouds
#24:30393,comfortable,Clouds
#22:30178,comfortable,Clouds
#25:30349,comfortable,Clouds
#24:30155,comfortable,Clouds
#25:30111,comfortable,Clouds
#26:8547,comfortable,Clouds
#22:30238,comfortable,Clouds
#27:8505,comfortable,Clouds
#23:30205,comfortable,Clouds
#25:30052,comfortable,Clouds
#22:32011,comfortable,Clouds
#23:31977,comfortable,Clouds
#24:31927,comfortable,Clouds
#23:32843,comfortable,Clouds
#25:32749,comfortable,Clouds
#26:9295,comfortable,Clouds
#22:32878,comfortable,Clouds
#23:32844,comfortable,Clouds
#23:32849,comfortable,Clouds
#24:32799,comfortable,Clouds
#25:32755,comfortable,Clouds
#29:9175,comfortable,Clouds
#22:32884,comfortable,Clouds
#22:33349,comfortable,Clouds
#23:33314,comfortable,Clouds
#24:33264,comfortable,Clouds
#28:9332,comfortable,Clouds
#25:33219,comfortable,Clouds
#22:33350,comfortable,Clouds
#22:33353,comfortable,Clouds
#29:9293,comfortable,Clouds
#23:33318,comfortable,Clouds
#24:33268,comfortable,Clouds
#24:34118,comfortable,Clouds
#27:9648,comfortable,Clouds
#25:34073,comfortable,Clouds
#23:34197,comfortable,Clouds
#22:34269,comfortable,Clouds
#22:34232,comfortable,Clouds
#24:34823,comfortable,Clouds
#25:34778,comfortable,Clouds
#24:34824,comfortable,Clouds
#225:46304,comfortable,Clouds
#25:34779,comfortable,Clouds
#222:46326,comfortable,Clouds
#25:35305,comfortable,Clouds
#22:35436,comfortable,Clouds
#24:36298,comfortable,Clouds
#25:36251,comfortable,Clouds
#22:36386,comfortable,Clouds
#22:36492,comfortable,Clouds
#23:36455,comfortable,Clouds
#24:36405,comfortable,Clouds
#26:10368,comfortable,Clouds
#25:36358,comfortable,Clouds
#23:36462,comfortable,Clouds
#24:36299,comfortable,Clouds
#24:37053,comfortable,Clouds
#224:46314,comfortable,Clouds
#23:37104,comfortable,Clouds
#224:46267,comfortable,Clouds
#23:37694,comfortable,Clouds
#222:46280,comfortable,Clouds
#223:46275,comfortable,Clouds
#24:37961,comfortable,Clouds
#228:12940,comfortable,Clouds
#27:10754,comfortable,Clouds
#224:46269,comfortable,Clouds
#225:46259,comfortable,Clouds
#229:12934,comfortable,Clouds
#27:10755,comfortable,Clouds
#222:46281,comfortable,Clouds
#24:37965,comfortable,Clouds
#25:39568,comfortable,Clouds
#223:46278,comfortable,Clouds
#22:39706,comfortable,Clouds
#23:39666,comfortable,Clouds
#225:46264,comfortable,Clouds
#222:46286,comfortable,Clouds
#223:46281,comfortable,Clouds
#225:46266,comfortable,Clouds
#222:46288,comfortable,Clouds
#224:46282,comfortable,Clouds
#225:46272,comfortable,Clouds
#222:46294,comfortable,Clouds
#224:46283,comfortable,Clouds
#225:46273,comfortable,Clouds
#223:46291,comfortable,Clouds
#224:46285,comfortable,Clouds
#228:12942,comfortable,Clouds
#225:46275,comfortable,Clouds
#225:46276,comfortable,Clouds
#222:46298,comfortable,Clouds
#224:46288,comfortable,Clouds
#225:46278,comfortable,Clouds
#222:46300,comfortable,Clouds
#225:46281,comfortable,Clouds
#225:46282,comfortable,Clouds
#222:46304,comfortable,Clouds
#229:12937,comfortable,Clouds
#223:46299,comfortable,Clouds
#223:46301,comfortable,Clouds
#224:46295,comfortable,Clouds
#225:46285,comfortable,Clouds
#224:46297,comfortable,Clouds
#225:46287,comfortable,Clouds
#223:46304,comfortable,Clouds
#222:46311,comfortable,Clouds
#226:12960,comfortable,Clouds
#223:46306,comfortable,Clouds
#227:12955,comfortable,Clouds
#224:46300,comfortable,Clouds
#224:46303,comfortable,Clouds
#226:12961,comfortable,Clouds
#225:46293,comfortable,Clouds
#227:12956,comfortable,Clouds
#222:46315,comfortable,Clouds
#224:46304,comfortable,Clouds
#225:46294,comfortable,Clouds
#224:46305,comfortable,Clouds
#224:46306,comfortable,Clouds
#225:46296,comfortable,Clouds
#225:46298,comfortable,Clouds
#222:46320,comfortable,Clouds
#225:46305,comfortable,Clouds
#222:46327,comfortable,Clouds
#223:46322,comfortable,Clouds
#224:46316,comfortable,Clouds
#224:46371,comfortable,Clouds
#223:46372,comfortable,Clouds
#222:46378,comfortable,Clouds
#223:46370,comfortable,Clouds
#224:46364,comfortable,Clouds
#225:46354,comfortable,Clouds
#223:46367,comfortable,Clouds
#224:46361,comfortable,Clouds
#225:46351,comfortable,Clouds
#225:46336,comfortable,Clouds
#222:46358,comfortable,Clouds
#225:46322,comfortable,Clouds
#222:46344,comfortable,Clouds
#226:12966,comfortable,Clouds
#223:46339,comfortable,Clouds
#223:46338,comfortable,Clouds
#224:46330,comfortable,Clouds
#223:46335,comfortable,Clouds
#225:46310,comfortable,Clouds
#222:46332,comfortable,Clouds
#228:12948,comfortable,Clouds
#224:46320,comfortable,Clouds
#223:47391,comfortable,Clouds
#226:13254,comfortable,Clouds
#224:47385,comfortable,Clouds
#225:47375,comfortable,Clouds
#223:47817,comfortable,Clouds
#224:47811,comfortable,Clouds
#225:47801,comfortable,Clouds
#224:48005,comfortable,Clouds
#225:47995,comfortable,Clouds
#223:48251,comfortable,Clouds
#224:48245,comfortable,Clouds
#225:48235,comfortable,Clouds
#223:48397,comfortable,Clouds
#224:48391,comfortable,Clouds
#222:48404,comfortable,Clouds
#223:48535,comfortable,Clouds
#223:48671,comfortable,Clouds
#222:49037,comfortable,Clouds
#225:49013,comfortable,Clouds
#227:13718,comfortable,Clouds
#222:49038,comfortable,Clouds
#228:13704,comfortable,Clouds
#223:49032,comfortable,Clouds
#225:49170,comfortable,Clouds
#224:49184,comfortable,Clouds
#227:13774,comfortable,Clouds
#222:49197,comfortable,Clouds
#228:13760,comfortable,Clouds
#223:49191,comfortable,Clouds
#225:49383,comfortable,Clouds
#226:13861,comfortable,Clouds
#222:49409,comfortable,Clouds
#223:49788,comfortable,Clouds
#224:49782,comfortable,Clouds
#225:49770,comfortable,Clouds
#226:13967,comfortable,Clouds
#225:49774,comfortable,Clouds
#222:49800,comfortable,Clouds
#223:49793,comfortable,Clouds
#222:50013,comfortable,Clouds
#223:50006,comfortable,Clouds
#223:50048,comfortable,Clouds
#225:49988,comfortable,Clouds
#224:50000,comfortable,Clouds
#224:50294,comfortable,Clouds
#225:50282,comfortable,Clouds
#222:50730,comfortable,Clouds
#222:50731,comfortable,Clouds
#22:23465,comfortable,Clouds
#27:6613,comfortable,Clouds
#23:23433,comfortable,Clouds
#28:6576,comfortable,Clouds
#24:23386,comfortable,Clouds
#29:6539,comfortable,Clouds
#25:23343,comfortable,Clouds
#27:6612,comfortable,Clouds
#25:23341,comfortable,Clouds
#28:6575,comfortable,Clouds
#25:23453,comfortable,Clouds
#26:6684,comfortable,Clouds
#22:23576,comfortable,Clouds
#22:25696,comfortable,Clouds
#28:7218,comfortable,Clouds
#23:25664,comfortable,Clouds
#22:26043,comfortable,Clouds
#24:25960,comfortable,Clouds
#28:7330,comfortable,Clouds
#25:25916,comfortable,Clouds
#22:26042,comfortable,Clouds
#29:7292,comfortable,Clouds
#23:26010,comfortable,Clouds
#24:32776,comfortable,Clouds
#28:9208,comfortable,Clouds
#25:32732,comfortable,Clouds
#22:32861,comfortable,Clouds
#22:31439,comfortable,Clouds
#28:8803,comfortable,Clouds
#25:31312,comfortable,Clouds
#22:31440,comfortable,Clouds
#24:32165,comfortable,Clouds
#25:32121,comfortable,Clouds
#24:21421,comfortable,Clouds
#25:21379,comfortable,Clouds
#24:21422,comfortable,Clouds
#25:21380,comfortable,Clouds
#29:5933,comfortable,Clouds
#23:21470,comfortable,Clouds
#24:21423,comfortable,Clouds
#22:21692,comfortable,Clouds
#23:21660,comfortable,Clouds
#24:21735,comfortable,Clouds
#28:6063,comfortable,Clouds
#25:21693,comfortable,Clouds
#29:6026,comfortable,Clouds
#22:21815,comfortable,Clouds
#27:6187,comfortable,Clouds
#22:22114,comfortable,Clouds
#23:22082,comfortable,Clouds
#24:22040,comfortable,Clouds
#25:21998,comfortable,Clouds
#29:6114,comfortable,Clouds
#22:22120,comfortable,Clouds
#23:22088,comfortable,Clouds
#25:22136,comfortable,Clouds
