legid,temperature_category,weather_group
#26:3947,comfortable,Rain
#22:14179,comfortable,Rain
#24:14777,comfortable,Rain
#25:14951,comfortable,Rain
#22:15118,comfortable,Rain
#27:4213,comfortable,Rain
#23:15094,comfortable,Rain
#28:4183,comfortable,Rain
#27:4289,comfortable,Rain
#23:15319,comfortable,Rain
#24:15279,comfortable,Rain
#25:15244,comfortable,Rain
#22:15344,comfortable,Rain
#23:15321,comfortable,Rain
#22:15342,comfortable,Rain
#25:15303,comfortable,Rain
#26:4341,comfortable,Rain
#22:15403,comfortable,Rain
#22:15745,comfortable,Rain
#22:16076,comfortable,Rain
#23:16050,comfortable,Rain
#24:15992,comfortable,Rain
#23:16389,comfortable,Rain
#27:4600,comfortable,Rain
#24:16343,comfortable,Rain
#28:4566,comfortable,Rain
#22:16416,comfortable,Rain
#24:16782,comfortable,Rain
#26:4755,comfortable,Rain
#23:21543,comfortable,Rain
#25:12893,comfortable,Rain
#23:15983,comfortable,Rain
#22:16233,comfortable,Rain
#25:16566,comfortable,Rain
#22:16681,comfortable,Rain
#27:4673,comfortable,Rain
#24:16607,comfortable,Rain
#22:16682,comfortable,Rain
#24:16603,comfortable,Rain
#24:16602,comfortable,Rain
#28:4637,comfortable,Rain
#25:16562,comfortable,Rain
#23:16648,comfortable,Rain
#22:16690,comfortable,Rain
#23:16777,comfortable,Rain
#24:16731,comfortable,Rain
#25:16691,comfortable,Rain
#29:4633,comfortable,Rain
#25:16526,comfortable,Rain
#24:16566,comfortable,Rain
#25:16565,comfortable,Rain
#28:4638,comfortable,Rain
#22:16680,comfortable,Rain
#22:16814,comfortable,Rain
#27:4659,comfortable,Rain
#22:16645,comfortable,Rain
#28:4625,comfortable,Rain
#23:16617,comfortable,Rain
#24:16604,comfortable,Rain
#25:16564,comfortable,Rain
#26:4708,comfortable,Rain
#22:16679,comfortable,Rain
#27:4672,comfortable,Rain
#23:16651,comfortable,Rain
#22:19369,comfortable,Rain
#23:19875,comfortable,Rain
#29:5463,comfortable,Rain
#25:19786,comfortable,Rain
#23:19878,comfortable,Rain
#24:19831,comfortable,Rain
#26:5577,comfortable,Rain
#22:19911,comfortable,Rain
#24:20876,comfortable,Rain
#29:5760,comfortable,Rain
#22:20956,comfortable,Rain
#24:20877,comfortable,Rain
#23:20930,comfortable,Rain
#26:5876,comfortable,Rain
#25:20841,comfortable,Rain
#26:5877,comfortable,Rain
#25:20842,comfortable,Rain
#23:21184,comfortable,Rain
#24:21138,comfortable,Rain
#26:5962,comfortable,Rain
#22:21218,comfortable,Rain
#27:5923,comfortable,Rain
#25:21327,comfortable,Rain
#22:21449,comfortable,Rain
#23:25429,comfortable,Rain
#223:34834,comfortable,Rain
#227:9710,comfortable,Rain
#223:34837,comfortable,Rain
#229:9710,comfortable,Rain
#225:34836,comfortable,Rain
#226:9712,comfortable,Rain
#222:34838,comfortable,Rain
#227:9712,comfortable,Rain
#223:34838,comfortable,Rain
#25:24862,comfortable,Rain
#29:6956,comfortable,Rain
#23:24956,comfortable,Rain
#25:24860,comfortable,Rain
#23:24953,comfortable,Rain
#26:7072,comfortable,Rain
#24:24904,comfortable,Rain
#24:24903,comfortable,Rain
#25:24859,comfortable,Rain
#29:6954,comfortable,Rain
#28:7136,comfortable,Rain
#22:25458,comfortable,Rain
#29:7098,comfortable,Rain
#23:25426,comfortable,Rain
#26:7216,comfortable,Rain
#24:25377,comfortable,Rain
#27:7175,comfortable,Rain
#25:25333,comfortable,Rain
#224:35179,comfortable,Rain
#227:9811,comfortable,Rain
#225:35178,comfortable,Rain
#26:4699,comfortable,Rain
#24:16581,comfortable,Rain
#24:16582,comfortable,Rain
#22:16657,comfortable,Rain
#24:16704,comfortable,Rain
#25:16758,comfortable,Rain
#22:16875,comfortable,Rain
#23:16846,comfortable,Rain
#23:16849,comfortable,Rain
#24:16803,comfortable,Rain
#25:16762,comfortable,Rain
#22:16879,comfortable,Rain
#28:4690,comfortable,Rain
#23:16850,comfortable,Rain
#25:16769,comfortable,Rain
#22:16886,comfortable,Rain
#23:16857,comfortable,Rain
#27:4727,comfortable,Rain
#28:4692,comfortable,Rain
#25:16770,comfortable,Rain
#24:16951,comfortable,Rain
#23:17047,comfortable,Rain
#22:17207,comfortable,Rain
#26:4859,comfortable,Rain
#23:17178,comfortable,Rain
#27:4823,comfortable,Rain
#24:17132,comfortable,Rain
#22:17434,comfortable,Rain
#25:17314,comfortable,Rain
#24:17359,comfortable,Rain
#28:4854,comfortable,Rain
#25:17317,comfortable,Rain
#28:4855,comfortable,Rain
#22:17440,comfortable,Rain
#23:17408,comfortable,Rain
#24:17362,comfortable,Rain
#29:4818,comfortable,Rain
#22:17441,comfortable,Rain
#27:4933,comfortable,Rain
#24:17487,comfortable,Rain
#28:4896,comfortable,Rain
#25:17445,comfortable,Rain
#29:4859,comfortable,Rain
#25:17447,comfortable,Rain
#22:17568,comfortable,Rain
#25:17481,comfortable,Rain
#28:4945,comfortable,Rain
#22:17725,comfortable,Rain
#29:4908,comfortable,Rain
#23:17693,comfortable,Rain
#26:5020,comfortable,Rain
#24:17647,comfortable,Rain
#25:17605,comfortable,Rain
#27:4983,comfortable,Rain
#22:17726,comfortable,Rain
#25:17785,comfortable,Rain
#22:18700,comfortable,Rain
#22:18695,comfortable,Rain
#26:5231,comfortable,Rain
#23:18663,comfortable,Rain
#24:18616,comfortable,Rain
#28:5156,comfortable,Rain
#25:18574,comfortable,Rain
#22:18696,comfortable,Rain
#29:5119,comfortable,Rain
#23:18664,comfortable,Rain
#27:5224,comfortable,Rain
#28:5187,comfortable,Rain
#25:18693,comfortable,Rain
#22:18815,comfortable,Rain
#23:18859,comfortable,Rain
#24:18812,comfortable,Rain
#25:18770,comfortable,Rain
#22:19107,comfortable,Rain
#24:19215,comfortable,Rain
#27:5373,comfortable,Rain
#25:19173,comfortable,Rain
#23:19293,comfortable,Rain
#23:20528,comfortable,Rain
#24:20481,comfortable,Rain
#25:20122,comfortable,Rain
#22:20243,comfortable,Rain
#23:20211,comfortable,Rain
#24:20515,comfortable,Rain
#29:8587,comfortable,Rain
#22:30763,comfortable,Rain
#26:8706,comfortable,Rain
#23:30730,comfortable,Rain
#27:8664,comfortable,Rain
#24:30681,comfortable,Rain
#28:8626,comfortable,Rain
#25:30637,comfortable,Rain
#29:8588,comfortable,Rain
#22:30764,comfortable,Rain
#28:8625,comfortable,Rain
#23:30729,comfortable,Rain
#24:22475,comfortable,Rain
#26:6355,comfortable,Rain
#25:22432,comfortable,Rain
#22:22555,comfortable,Rain
#24:30678,comfortable,Rain
#25:30634,comfortable,Rain
#22:23659,comfortable,Rain
#25:23978,comfortable,Rain
#25:24842,comfortable,Rain
#26:7066,comfortable,Rain
#23:24936,comfortable,Rain
#24:25978,comfortable,Rain
#26:7415,comfortable,Rain
#25:25935,comfortable,Rain
#23:30491,comfortable,Rain
#28:8550,comfortable,Rain
#25:34361,comfortable,Rain
#22:34492,comfortable,Rain
#23:34457,comfortable,Rain
#29:9663,comfortable,Rain
#24:34407,comfortable,Rain
#23:31831,comfortable,Rain
#25:32218,comfortable,Rain
#26:9150,comfortable,Rain
#23:32313,comfortable,Rain
#23:33810,comfortable,Rain
#27:9790,comfortable,Rain
#23:34615,comfortable,Rain
#24:34565,comfortable,Rain
#222:40784,comfortable,Rain
#225:41348,comfortable,Rain
#222:41365,comfortable,Rain
#23:19786,comfortable,Rain
#25:20493,comfortable,Rain
#24:20574,comfortable,Rain
#26:5774,comfortable,Rain
#22:20653,comfortable,Rain
#27:5736,comfortable,Rain
#23:20621,comfortable,Rain
#25:20996,comfortable,Rain
#24:21501,comfortable,Rain
#29:5955,comfortable,Rain
#25:21459,comfortable,Rain
#22:20897,comfortable,Rain
#26:5854,comfortable,Rain
#23:20865,comfortable,Rain
#27:5815,comfortable,Rain
#24:20818,comfortable,Rain
#26:5923,comfortable,Rain
#22:21116,comfortable,Rain
#27:5884,comfortable,Rain
#24:21037,comfortable,Rain
#22:21316,comfortable,Rain
#23:21284,comfortable,Rain
#27:5950,comfortable,Rain
#24:21237,comfortable,Rain
#24:21238,comfortable,Rain
#25:21816,comfortable,Rain
#27:6134,comfortable,Rain
#22:21938,comfortable,Rain
#28:6097,comfortable,Rain
#23:21906,comfortable,Rain
#29:6060,comfortable,Rain
#24:21859,comfortable,Rain
#26:6174,comfortable,Rain
#25:21817,comfortable,Rain
#23:21904,comfortable,Rain
#28:6096,comfortable,Rain
#24:21857,comfortable,Rain
#24:22088,comfortable,Rain
#23:22268,comfortable,Rain
#28:6195,comfortable,Rain
#24:22221,comfortable,Rain
#29:6158,comfortable,Rain
#25:22178,comfortable,Rain
#26:6273,comfortable,Rain
#22:22301,comfortable,Rain
#27:6233,comfortable,Rain
#23:22269,comfortable,Rain
#24:22222,comfortable,Rain
#28:6196,comfortable,Rain
#25:22179,comfortable,Rain
#28:6290,comfortable,Rain
#24:22534,comfortable,Rain
#29:6253,comfortable,Rain
#25:22491,comfortable,Rain
#23:22880,comfortable,Rain
#24:22833,comfortable,Rain
#25:22790,comfortable,Rain
#23:23925,comfortable,Rain
#27:6744,comfortable,Rain
#24:23878,comfortable,Rain
#28:6706,comfortable,Rain
#25:23835,comfortable,Rain
#29:6669,comfortable,Rain
#22:23958,comfortable,Rain
#25:23836,comfortable,Rain
#27:6745,comfortable,Rain
#22:23959,comfortable,Rain
#29:6670,comfortable,Rain
#24:23880,comfortable,Rain
#25:23837,comfortable,Rain
#26:6797,comfortable,Rain
#23:23969,comfortable,Rain
#27:6757,comfortable,Rain
#24:23922,comfortable,Rain
#28:6719,comfortable,Rain
#25:23879,comfortable,Rain
#29:6682,comfortable,Rain
#22:24002,comfortable,Rain
#28:6720,comfortable,Rain
#25:23880,comfortable,Rain
#29:6683,comfortable,Rain
#22:24003,comfortable,Rain
#26:6799,comfortable,Rain
#23:23971,comfortable,Rain
#27:6759,comfortable,Rain
#24:23924,comfortable,Rain
#25:24768,comfortable,Rain
#26:7049,comfortable,Rain
#22:24894,comfortable,Rain
#27:7008,comfortable,Rain
#23:24862,comfortable,Rain
#23:24986,comfortable,Rain
#29:6964,comfortable,Rain
#25:24893,comfortable,Rain
#26:7082,comfortable,Rain
#22:25019,comfortable,Rain
#27:7041,comfortable,Rain
#23:24987,comfortable,Rain
#28:7003,comfortable,Rain
#24:24938,comfortable,Rain
#29:6965,comfortable,Rain
#25:24894,comfortable,Rain
#26:7083,comfortable,Rain
#22:25020,comfortable,Rain
#24:24939,comfortable,Rain
#22:27149,comfortable,Rain
#26:7701,comfortable,Rain
#23:27117,comfortable,Rain
#27:7660,comfortable,Rain
#24:27068,comfortable,Rain
#28:7622,comfortable,Rain
#25:27024,comfortable,Rain
#29:7584,comfortable,Rain
#22:27150,comfortable,Rain
#26:7702,comfortable,Rain
#23:27118,comfortable,Rain
#27:7661,comfortable,Rain
#24:27069,comfortable,Rain
#25:27872,comfortable,Rain
#28:7858,comfortable,Rain
#22:27999,comfortable,Rain
#29:7820,comfortable,Rain
#23:27966,comfortable,Rain
#26:7939,comfortable,Rain
#24:27917,comfortable,Rain
#27:7897,comfortable,Rain
#25:27873,comfortable,Rain
#23:27967,comfortable,Rain
#28:7859,comfortable,Rain
#24:27918,comfortable,Rain
#29:7821,comfortable,Rain
#25:27874,comfortable,Rain
#26:7940,comfortable,Rain
#22:28001,comfortable,Rain
#24:27919,comfortable,Rain
#27:7898,comfortable,Rain
#25:27875,comfortable,Rain
#28:7860,comfortable,Rain
#22:28002,comfortable,Rain
#29:7822,comfortable,Rain
#23:27969,comfortable,Rain
#26:7941,comfortable,Rain
#24:27920,comfortable,Rain
#27:7899,comfortable,Rain
#25:27876,comfortable,Rain
#28:7861,comfortable,Rain
#22:28003,comfortable,Rain
#24:21083,comfortable,Rain
#25:21041,comfortable,Rain
#27:5901,comfortable,Rain
#22:21163,comfortable,Rain
#24:21082,comfortable,Rain
#24:21199,comfortable,Rain
#25:21157,comfortable,Rain
#23:21514,comfortable,Rain
#22:21729,comfortable,Rain
#27:6074,comfortable,Rain
#23:21697,comfortable,Rain
#24:21650,comfortable,Rain
#25:21608,comfortable,Rain
#22:22067,comfortable,Rain
#29:6100,comfortable,Rain
#25:22828,comfortable,Rain
#22:22951,comfortable,Rain
#23:22919,comfortable,Rain
#29:6361,comfortable,Rain
#24:22872,comfortable,Rain
#26:6476,comfortable,Rain
#25:22829,comfortable,Rain
#27:6436,comfortable,Rain
#22:22952,comfortable,Rain
#28:6399,comfortable,Rain
#23:22920,comfortable,Rain
#29:6362,comfortable,Rain
#24:22873,comfortable,Rain
#26:6477,comfortable,Rain
#25:22830,comfortable,Rain
#22:22953,comfortable,Rain
#22:20846,comfortable,Rain
#23:20961,comfortable,Rain
#24:21015,comfortable,Rain
#22:21379,comfortable,Rain
#23:22573,comfortable,Rain
#25:22483,comfortable,Rain
#24:25542,comfortable,Rain
#25:25498,comfortable,Rain
#25:24962,comfortable,Rain
#23:25592,comfortable,Rain
#24:32130,comfortable,Rain
#25:32086,comfortable,Rain
#23:21364,comfortable,Rain
#28:5941,comfortable,Rain
#29:5904,comfortable,Rain
#25:21275,comfortable,Rain
#26:6018,comfortable,Rain
#22:21397,comfortable,Rain
#27:5979,comfortable,Rain
#23:21365,comfortable,Rain
#28:5942,comfortable,Rain
#24:21318,comfortable,Rain
#22:26081,comfortable,Rain
#29:7302,comfortable,Rain
#23:26049,comfortable,Rain
#24:26210,comfortable,Rain
#26:7495,comfortable,Rain
#25:26166,comfortable,Rain
#27:7504,comfortable,Rain
#25:26406,comfortable,Rain
#28:7466,comfortable,Rain
#24:26741,comfortable,Rain
#26:7628,comfortable,Rain
#22:26823,comfortable,Rain
#25:27313,comfortable,Rain
#29:7672,comfortable,Rain
#24:27358,comfortable,Rain
#25:27314,comfortable,Rain
#22:28674,comfortable,Rain
#22:33740,comfortable,Rain
#25:34448,comfortable,Rain
#24:30797,comfortable,Rain
#25:31796,comfortable,Rain
#22:31925,comfortable,Rain
#23:31891,comfortable,Rain
#224:33325,comfortable,Rain
#227:9244,comfortable,Rain
#225:33324,comfortable,Rain
#226:9245,comfortable,Rain
#225:33325,comfortable,Rain
#227:9245,comfortable,Rain
#223:33327,comfortable,Rain
#222:34685,comfortable,Rain
#224:34686,comfortable,Rain
#225:34833,comfortable,Rain
#222:34835,comfortable,Rain
#223:34835,comfortable,Rain
#228:9710,comfortable,Rain
#224:34835,comfortable,Rain
#229:9709,comfortable,Rain
#225:34834,comfortable,Rain
#226:9711,comfortable,Rain
#222:34836,comfortable,Rain
#227:9711,comfortable,Rain
#223:34836,comfortable,Rain
#26:6053,comfortable,Rain
#24:21450,comfortable,Rain
#22:21616,comfortable,Rain
#23:21584,comfortable,Rain
#24:21537,comfortable,Rain
#23:21585,comfortable,Rain
#29:5966,comfortable,Rain
#28:6060,comfortable,Rain
#29:6023,comfortable,Rain
#23:21774,comfortable,Rain
#26:6137,comfortable,Rain
#24:21727,comfortable,Rain
#23:21820,comfortable,Rain
#27:6109,comfortable,Rain
#24:21773,comfortable,Rain
#28:6072,comfortable,Rain
#22:21853,comfortable,Rain
#24:22093,comfortable,Rain
#24:22421,comfortable,Rain
#27:6301,comfortable,Rain
#25:22378,comfortable,Rain
#22:22501,comfortable,Rain
#28:6264,comfortable,Rain
#23:22469,comfortable,Rain
#22:23119,comfortable,Rain
#26:6528,comfortable,Rain
#27:6488,comfortable,Rain
#24:23040,comfortable,Rain
#28:6451,comfortable,Rain
#25:22997,comfortable,Rain
#24:23200,comfortable,Rain
#29:6469,comfortable,Rain
#22:23280,comfortable,Rain
#26:6584,comfortable,Rain
#23:23248,comfortable,Rain
#24:23201,comfortable,Rain
#23:23249,comfortable,Rain
#24:23418,comfortable,Rain
#25:23375,comfortable,Rain
#23:23825,comfortable,Rain
#23:24005,comfortable,Rain
#25:24222,comfortable,Rain
#22:24347,comfortable,Rain
#25:24223,comfortable,Rain
#25:24453,comfortable,Rain
#23:24547,comfortable,Rain
#22:24908,comfortable,Rain
#23:24876,comfortable,Rain
#25:25897,comfortable,Rain
#29:7454,comfortable,Rain
#23:26576,comfortable,Rain
#22:27198,comfortable,Rain
#24:27117,comfortable,Rain
#25:27073,comfortable,Rain
#23:33833,comfortable,Rain
#24:21512,comfortable,Rain
#26:6072,comfortable,Rain
#22:21592,comfortable,Rain
#22:22035,comfortable,Rain
#26:6205,comfortable,Rain
#23:22003,comfortable,Rain
#24:23396,comfortable,Rain
#25:23354,comfortable,Rain
#28:6580,comfortable,Rain
#22:23477,comfortable,Rain
#29:6543,comfortable,Rain
#23:23445,comfortable,Rain
#26:6658,comfortable,Rain
#24:23398,comfortable,Rain
#22:23478,comfortable,Rain
#24:23399,comfortable,Rain
#27:6618,comfortable,Rain
#25:23356,comfortable,Rain
#22:23479,comfortable,Rain
#28:6581,comfortable,Rain
#24:30798,comfortable,Rain
#27:8694,comfortable,Rain
#25:30754,comfortable,Rain
#22:30883,comfortable,Rain
#27:8695,comfortable,Rain
#22:30885,comfortable,Rain
#28:8657,comfortable,Rain
#23:30852,comfortable,Rain
#29:8619,comfortable,Rain
#24:30803,comfortable,Rain
#29:8705,comfortable,Rain
#24:31146,comfortable,Rain
#23:32059,comfortable,Rain
#24:32010,comfortable,Rain
#26:9078,comfortable,Rain
#22:32096,comfortable,Rain
#23:32062,comfortable,Rain
#24:32015,comfortable,Rain
#25:31971,comfortable,Rain
#29:10595,comfortable,Rain
#25:37683,comfortable,Rain
#26:10723,comfortable,Rain
#22:37821,comfortable,Rain
#225:38863,comfortable,Rain
#229:10869,comfortable,Rain
#222:38877,comfortable,Rain
#224:38869,comfortable,Rain
#222:38879,comfortable,Rain
#223:38876,comfortable,Rain
#228:10873,comfortable,Rain
#224:38871,comfortable,Rain
#224:38884,comfortable,Rain
#227:10882,comfortable,Rain
#225:38879,comfortable,Rain
#228:10876,comfortable,Rain
#222:38893,comfortable,Rain
#222:49185,comfortable,Rain
#25:21284,comfortable,Rain
#29:5907,comfortable,Rain
#22:21406,comfortable,Rain
#22:21582,comfortable,Rain
#23:21550,comfortable,Rain
#24:21796,comfortable,Rain
#25:21754,comfortable,Rain
#22:21876,comfortable,Rain
#24:21797,comfortable,Rain
#25:21755,comfortable,Rain
#24:21841,comfortable,Rain
#22:21921,comfortable,Rain
#23:21889,comfortable,Rain
#23:22785,comfortable,Rain
#24:22738,comfortable,Rain
#28:6355,comfortable,Rain
#25:22695,comfortable,Rain
#22:22818,comfortable,Rain
#22:23283,comfortable,Rain
#27:6544,comfortable,Rain
#24:23204,comfortable,Rain
#28:6507,comfortable,Rain
#25:23161,comfortable,Rain
#29:6470,comfortable,Rain
#22:23286,comfortable,Rain
#24:23704,comfortable,Rain
#24:24093,comfortable,Rain
#23:24708,comfortable,Rain
#29:6891,comfortable,Rain
#24:24659,comfortable,Rain
#25:24616,comfortable,Rain
#24:24836,comfortable,Rain
#22:26070,comfortable,Rain
#27:7376,comfortable,Rain
#23:26038,comfortable,Rain
#24:25989,comfortable,Rain
#22:26071,comfortable,Rain
#23:25590,comfortable,Rain
#29:7153,comfortable,Rain
#24:25541,comfortable,Rain
#23:27237,comfortable,Rain
#23:27239,comfortable,Rain
#22:27272,comfortable,Rain
#29:7613,comfortable,Rain
#23:27240,comfortable,Rain
#22:27273,comfortable,Rain
#24:27192,comfortable,Rain
#26:7731,comfortable,Rain
#22:21299,comfortable,Rain
#23:21267,comfortable,Rain
#24:21220,comfortable,Rain
#25:21325,comfortable,Rain
#22:21578,comfortable,Rain
#25:21757,comfortable,Rain
#22:21610,comfortable,Rain
#25:22699,comfortable,Rain
#24:22755,comfortable,Rain
#25:22886,comfortable,Rain
#22:26332,comfortable,Rain
#25:22983,comfortable,Rain
#23:23348,comfortable,Rain
#23:23532,comfortable,Rain
#23:24574,comfortable,Rain
#27:6907,comfortable,Rain
#24:24525,comfortable,Rain
#24:26249,comfortable,Rain
#23:25313,comfortable,Rain
#25:21191,comfortable,Rain
#22:21625,comfortable,Rain
#23:21370,comfortable,Rain
#22:22068,comfortable,Rain
#27:6175,comfortable,Rain
#23:22648,comfortable,Rain
#24:26278,comfortable,Rain
#25:26234,comfortable,Rain
#23:26329,comfortable,Rain
#24:26280,comfortable,Rain
#25:26236,comfortable,Rain
#22:26362,comfortable,Rain
#23:26330,comfortable,Rain
#24:26281,comfortable,Rain
#25:26237,comfortable,Rain
#22:26363,comfortable,Rain
#23:26331,comfortable,Rain
#24:26282,comfortable,Rain
#25:26238,comfortable,Rain
#22:26364,comfortable,Rain
#23:26332,comfortable,Rain
#24:26283,comfortable,Rain
#25:26239,comfortable,Rain
#22:26365,comfortable,Rain
#23:26335,comfortable,Rain
#24:26286,comfortable,Rain
#25:26242,comfortable,Rain
#22:26368,comfortable,Rain
#23:26336,comfortable,Rain
#24:26287,comfortable,Rain
#25:26243,comfortable,Rain
#24:27970,comfortable,Rain
#22:29475,comfortable,Rain
#23:29442,comfortable,Rain
#25:29347,comfortable,Rain
#22:21392,comfortable,Rain
#29:5903,comfortable,Rain
#24:21313,comfortable,Rain
#23:21332,comfortable,Rain
#24:21285,comfortable,Rain
#24:22460,comfortable,Rain
#24:22802,comfortable,Rain
#25:22759,comfortable,Rain
#25:24832,comfortable,Rain
#27:7022,comfortable,Rain
#22:24958,comfortable,Rain
#23:28470,comfortable,Rain
#23:32467,comfortable,Rain
#223:34415,comfortable,Rain
#23:32475,comfortable,Rain
#224:34418,comfortable,Rain
#228:9597,comfortable,Rain
#225:34424,comfortable,Rain
#22:32505,comfortable,Rain
#24:32420,comfortable,Rain
#25:25578,comfortable,Rain
#23:30884,comfortable,Rain
#24:30835,comfortable,Rain
#24:21368,comfortable,Rain
#24:23324,comfortable,Rain
#27:6591,comfortable,Rain
#25:23284,comfortable,Rain
#27:6592,comfortable,Rain
#22:23407,comfortable,Rain
#23:23375,comfortable,Rain
#28:6555,comfortable,Rain
#25:23285,comfortable,Rain
#23:23376,comfortable,Rain
#26:6633,comfortable,Rain
#24:23329,comfortable,Rain
#22:23402,comfortable,Rain
#22:23401,comfortable,Rain
#24:23318,comfortable,Rain
#28:6152,comfortable,Rain
#25:22001,comfortable,Rain
#23:22090,comfortable,Rain
#26:6237,comfortable,Rain
#24:22071,comfortable,Rain
#22:22711,comfortable,Rain
#29:6282,comfortable,Rain
#23:22679,comfortable,Rain
#22:23086,comfortable,Rain
#26:6519,comfortable,Rain
#23:23054,comfortable,Rain
#27:6479,comfortable,Rain
#24:23007,comfortable,Rain
#28:6442,comfortable,Rain
#25:22964,comfortable,Rain
#29:6405,comfortable,Rain
#22:23087,comfortable,Rain
#23:25397,comfortable,Rain
#24:25348,comfortable,Rain
#25:25304,comfortable,Rain
#27:7165,comfortable,Rain
#22:25430,comfortable,Rain
#23:25398,comfortable,Rain
#22:25433,comfortable,Rain
#26:7208,comfortable,Rain
#23:25401,comfortable,Rain
#27:7167,comfortable,Rain
#24:25352,comfortable,Rain
#22:21629,comfortable,Rain
#25:21501,comfortable,Rain
#23:21586,comfortable,Rain
#24:21541,comfortable,Rain
#23:22005,comfortable,Rain
#22:22038,comfortable,Rain
#24:21974,comfortable,Rain
#29:6096,comfortable,Rain
#22:22054,comfortable,Rain
#23:22022,comfortable,Rain
#22:22705,comfortable,Rain
#27:6359,comfortable,Rain
#23:22685,comfortable,Rain
#25:22988,comfortable,Rain
#25:23515,comfortable,Rain
#22:23638,comfortable,Rain
#25:23516,comfortable,Rain
#22:23639,comfortable,Rain
#24:23557,comfortable,Rain
#24:23894,comfortable,Rain
#24:23893,comfortable,Rain
#28:6713,comfortable,Rain
#25:23850,comfortable,Rain
#29:6676,comfortable,Rain
#22:23973,comfortable,Rain
#22:24488,comfortable,Rain
#28:6836,comfortable,Rain
#23:24456,comfortable,Rain
#25:25093,comfortable,Rain
#29:7027,comfortable,Rain
#22:25219,comfortable,Rain
#23:25499,comfortable,Rain
#26:7239,comfortable,Rain
#24:25450,comfortable,Rain
#28:7445,comfortable,Rain
#25:26330,comfortable,Rain
#24:26376,comfortable,Rain
#25:26332,comfortable,Rain
#22:26668,comfortable,Rain
#26:7592,comfortable,Rain
#23:26636,comfortable,Rain
#23:27368,comfortable,Rain
#29:7660,comfortable,Rain
#24:27319,comfortable,Rain
#25:27619,comfortable,Rain
#22:27746,comfortable,Rain
#26:7867,comfortable,Rain
#23:28075,comfortable,Rain
#24:27739,comfortable,Rain
#23:29889,comfortable,Rain
#25:28718,comfortable,Rain
#24:29842,comfortable,Rain
#24:31872,comfortable,Rain
#25:31828,comfortable,Rain
#28:8964,comfortable,Rain
#22:29929,comfortable,Rain
#24:31528,comfortable,Rain
#22:31613,comfortable,Rain
#23:31579,comfortable,Rain
#26:8931,comfortable,Rain
#24:31529,comfortable,Rain
#23:32857,comfortable,Rain
#27:9254,comfortable,Rain
#24:32807,comfortable,Rain
#24:32808,comfortable,Rain
#28:9216,comfortable,Rain
#25:32764,comfortable,Rain
#22:32894,comfortable,Rain
#24:33908,comfortable,Rain
#26:9625,comfortable,Rain
#25:33863,comfortable,Rain
#26:9929,comfortable,Rain
#22:34945,comfortable,Rain
#27:9885,comfortable,Rain
#24:34860,comfortable,Rain
#29:9807,comfortable,Rain
#24:34863,comfortable,Rain
#24:34682,comfortable,Rain
#23:36240,comfortable,Rain
#27:10260,comfortable,Rain
#24:36190,comfortable,Rain
#24:36946,comfortable,Rain
#25:36899,comfortable,Rain
#22:37037,comfortable,Rain
#23:36997,comfortable,Rain
#27:10463,comfortable,Rain
#24:36947,comfortable,Rain
#28:10424,comfortable,Rain
#25:36900,comfortable,Rain
#25:38719,comfortable,Rain
#27:11003,comfortable,Rain
#22:38857,comfortable,Rain
#23:38817,comfortable,Rain
#25:37717,comfortable,Rain
#22:37855,comfortable,Rain
#22:37856,comfortable,Rain
#22:37858,comfortable,Rain
#225:40952,comfortable,Rain
#226:11454,comfortable,Rain
#28:10645,comfortable,Rain
#222:40967,comfortable,Rain
#223:40963,comfortable,Rain
#228:11441,comfortable,Rain
#224:40958,comfortable,Rain
#229:11438,comfortable,Rain
#225:40951,comfortable,Rain
#223:40972,comfortable,Rain
#222:40982,comfortable,Rain
#226:11457,comfortable,Rain
#223:40978,comfortable,Rain
#224:40973,comfortable,Rain
#227:11453,comfortable,Rain
#222:40983,comfortable,Rain
#225:40997,comfortable,Rain
#222:41014,comfortable,Rain
#229:11447,comfortable,Rain
#223:41010,comfortable,Rain
#224:41013,comfortable,Rain
#225:41006,comfortable,Rain
#222:41028,comfortable,Rain
#223:41024,comfortable,Rain
#223:40220,comfortable,Rain
#224:41040,comfortable,Rain
#225:41033,comfortable,Rain
#25:21463,comfortable,Rain
#22:21585,comfortable,Rain
#24:21504,comfortable,Rain
#26:6159,comfortable,Rain
#23:21860,comfortable,Rain
#24:22142,comfortable,Rain
#22:22431,comfortable,Rain
#23:22711,comfortable,Rain
#22:22970,comfortable,Rain
#23:22938,comfortable,Rain
#25:22982,comfortable,Rain
#22:23288,comfortable,Rain
#22:23520,comfortable,Rain
#23:23488,comfortable,Rain
#24:23794,comfortable,Rain
#22:24329,comfortable,Rain
#28:6804,comfortable,Rain
#23:24297,comfortable,Rain
#29:6766,comfortable,Rain
#23:24364,comfortable,Rain
#22:25278,comfortable,Rain
#24:25197,comfortable,Rain
#22:25279,comfortable,Rain
#22:25290,comfortable,Rain
#28:7086,comfortable,Rain
#25:25380,comfortable,Rain
#22:25739,comfortable,Rain
#28:7231,comfortable,Rain
#23:25707,comfortable,Rain
#29:7193,comfortable,Rain
#24:25658,comfortable,Rain
#27:7422,comfortable,Rain
#24:26123,comfortable,Rain
#28:7384,comfortable,Rain
#25:26079,comfortable,Rain
#28:7385,comfortable,Rain
#25:26081,comfortable,Rain
#29:7347,comfortable,Rain
