legid,act_Accompanying,act_Browsing,act_Cycling,act_Driving,act_Eating,act_Listening,act_Other,act_PersonalCare,act_ReadingDevice,act_ReadingPaper,act_Relaxing,act_Talking,act_Thinking,act_Walking,act_Watching,activity_count
#23:13247,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,4
#23:13262,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:13263,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:13264,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13273,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3
#23:13275,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:13285,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:13293,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13298,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#23:13301,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13312,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#23:13315,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,6
#23:13319,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,5
#23:13327,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:13334,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
#23:13342,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#23:13368,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:13369,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:13371,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13373,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:13374,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:13386,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:13387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13392,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13408,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3
#23:13409,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13429,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13437,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13440,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13446,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3
#23:13451,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:13453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13461,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13465,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13468,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:13471,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:13483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
#23:13484,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13490,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3
#23:13491,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#23:13494,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13497,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4
#23:13503,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#23:13518,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:13519,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:13521,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13532,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13533,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#23:13534,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:13548,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13552,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,3
#23:13555,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,4
#23:13560,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13566,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13576,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#23:13578,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:13581,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:13586,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:13588,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13592,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13654,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,5
#23:13679,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:13680,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:13684,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13690,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
#23:13692,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
#23:13699,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13719,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#23:13721,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13724,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#23:13726,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13728,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:13730,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#23:13737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13740,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13753,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3
#23:13755,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:13758,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13767,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:13773,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13775,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13776,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13785,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13789,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:13794,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13806,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#23:13811,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
#23:13813,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13839,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#23:13852,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13853,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:13855,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13876,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13877,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13878,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:13879,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2
#23:13881,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3
#23:13883,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:13886,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,4
#23:13888,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:13889,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:13891,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#23:13892,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13894,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3
#23:13895,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:13896,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13906,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:13912,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:13914,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13915,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,3
#23:13923,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2
#23:13930,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13931,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:13934,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:13936,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:13938,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13939,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13940,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:13944,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3
#23:13954,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13957,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13960,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:13963,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:13972,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
#23:13974,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,3
#23:13975,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:13981,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#23:14002,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14008,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14011,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14013,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#23:14029,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14030,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14038,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:14042,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14048,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
#23:14053,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14057,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,3
#23:14066,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14074,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14088,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14089,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14093,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2
#23:14104,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14106,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14119,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14123,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14124,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#23:14128,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:14132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14134,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,3
#23:14143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14159,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14164,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#23:14165,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3
#23:14166,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14167,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2
#23:14172,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3
#23:14190,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4
#23:14192,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14210,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14214,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14218,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14229,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
#23:14233,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#23:14234,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14241,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14250,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14256,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14259,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4
#23:14286,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14287,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14289,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14307,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14316,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
#23:14321,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#23:14341,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:14342,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#23:14344,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14354,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#23:14360,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14362,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14366,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14367,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14372,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14373,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14378,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14382,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
#23:14383,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14386,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2
#23:14407,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14408,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3
#23:14424,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14425,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:14431,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14435,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14438,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3
#23:14441,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14445,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14446,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14458,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14460,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14464,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14472,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14475,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:14476,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14482,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14484,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14493,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14507,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14509,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14514,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14515,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14517,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,4
#23:14532,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14535,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14546,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14549,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#23:14550,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14551,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14563,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:14566,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14576,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:14577,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14578,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#23:14580,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14585,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14588,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,4
#23:14598,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
#23:14604,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
#23:14606,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14638,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14648,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4
#23:14652,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14661,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14663,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#23:14673,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14677,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14680,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,2
#23:14681,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,2
#23:14685,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#23:14696,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2
#23:14698,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
#23:14700,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
#23:14701,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14703,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
#23:14704,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3
#23:14712,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,3
#23:14713,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14715,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14725,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,6
#23:14730,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
#23:14732,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
#23:14734,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14735,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14736,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14737,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14743,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14745,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14749,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:14750,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14753,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14756,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
#23:14769,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,5
#23:14787,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#23:14791,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14795,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,5
#23:14799,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14805,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
#23:14806,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
#23:14807,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
#23:14808,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,4
#23:14813,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
#23:14815,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14816,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14817,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14820,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:14825,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14828,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14832,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14838,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14842,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14843,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#23:14854,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
#23:14867,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
#23:14872,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:14877,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#23:14879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14883,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14887,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14889,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:14898,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14907,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14911,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14922,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14930,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5
#23:14939,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3
#23:14949,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:14950,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:14960,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:14961,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14967,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#23:14968,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:14971,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#23:14979,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14982,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:14983,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:14987,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:14989,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:15003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15007,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15027,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15030,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:15031,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:15034,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:15036,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:15038,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15039,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15045,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3
#23:15046,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:15051,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15053,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:15054,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:15055,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:15074,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15075,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15076,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:15080,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15082,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
#23:15103,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#23:15105,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:15110,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#23:15114,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
#23:15121,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#23:15128,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#23:15132,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#23:15137,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#23:15138,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3
#23:15140,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:15141,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#23:15142,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:15148,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#23:15156,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#23:15159,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:15173,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#23:15175,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#23:15177,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
