legid,act_Accompanying,act_Browsing,act_Cycling,act_Driving,act_Eating,act_Listening,act_Other,act_PersonalCare,act_ReadingDevice,act_ReadingPaper,act_Relaxing,act_Talking,act_Thinking,act_Walking,act_Watching,activity_count
#24:2904,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:29046,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#24:29051,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29053,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29062,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29070,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29076,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,4
#24:29078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29089,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29092,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29098,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,3
#24:29102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:29105,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29109,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,3
#24:29110,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#24:29114,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
#24:29119,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:29123,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#24:29127,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2
#24:2913,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:2915,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,4
#24:29152,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29161,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29162,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29166,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29171,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29179,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#24:29180,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29183,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
#24:29188,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29189,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
#24:29192,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29195,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29196,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:29207,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29217,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#24:29218,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29222,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29223,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29234,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29252,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
#24:29258,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:2926,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#24:29260,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29261,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:29263,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29270,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29279,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29280,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29281,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29282,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#24:29302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29306,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29314,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:29324,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:2933,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:29333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29335,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29350,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29355,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:29358,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29359,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29360,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29363,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29364,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29368,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,3
#24:2937,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,3
#24:29381,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:29383,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29393,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:29409,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:2942,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,3
#24:29429,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:2943,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,2
#24:29431,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:29432,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3
#24:29437,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,3
#24:29444,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:29445,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3
#24:29446,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:29467,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:29504,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:29506,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:2952,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:2953,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
#24:29532,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29544,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29547,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#24:29548,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:2955,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29552,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#24:29556,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
#24:29564,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29565,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29566,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3
#24:29571,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29587,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:2959,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29595,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29602,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,3
#24:29609,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29610,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29619,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29626,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29635,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29641,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:29642,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29643,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3
#24:29644,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:29645,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:29649,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2
#24:29652,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:29653,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:29656,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29661,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
#24:29663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29666,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,4
#24:29679,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5
#24:29681,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#24:29686,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#24:29691,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
#24:29694,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29716,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,5
#24:29742,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29747,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29761,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
#24:29768,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29777,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29780,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29784,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29785,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4
#24:29786,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#24:29787,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29791,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29796,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:29811,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29815,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29819,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
#24:29821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29826,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29830,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29835,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2
#24:29837,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
#24:29839,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29840,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2
#24:29842,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29847,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#24:29849,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29851,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
#24:2986,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,4
#24:29861,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
#24:29869,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
#24:29872,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29874,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:29877,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29882,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29883,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29884,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:29894,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:29901,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3
#24:2991,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29916,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
#24:29917,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29918,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29921,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:29922,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:29929,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,4
#24:29934,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:29942,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:29949,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
#24:29958,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2
#24:29960,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29970,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:29972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:29979,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:29980,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:2999,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
#24:29990,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:29991,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
#24:3000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30012,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30013,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30021,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5
#24:30022,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5
#24:30038,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
#24:30043,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
#24:30044,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,3
#24:30048,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:30049,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:30051,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,3
#24:30063,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30065,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30068,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30076,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30077,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30078,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30081,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30082,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30083,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30084,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30087,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30089,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:30093,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30095,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30103,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30106,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
#24:30114,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30115,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30116,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
#24:30126,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30127,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30134,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4
#24:30136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30143,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30147,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3
#24:30153,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:30155,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,4
#24:30159,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:3016,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:30164,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30176,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4
#24:30179,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30186,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30198,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:30199,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:3020,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2
#24:30202,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30206,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30208,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30209,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30210,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30211,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
#24:30219,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30220,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
#24:30221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30223,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30227,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30232,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
#24:30235,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:30243,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
#24:30244,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30251,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30252,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30254,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,4
#24:30258,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30267,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30268,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30269,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30273,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
#24:30275,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30277,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30278,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,4
#24:30282,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30289,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4
#24:30290,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,4
#24:30294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30295,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
#24:30296,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30298,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30303,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30307,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2
#24:30313,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30314,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30318,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
#24:30325,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:3033,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30335,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30336,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#24:30355,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30360,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:30362,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
#24:30364,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30366,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30369,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,3
#24:30375,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30390,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30394,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,4
#24:30395,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
#24:30398,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,4
#24:30405,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#24:30406,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
#24:30411,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30418,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30425,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
#24:30426,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30436,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30437,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
#24:3044,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30448,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30450,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,4
#24:30455,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30457,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#24:30459,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30460,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
#24:30461,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:30463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30464,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:30465,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30468,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30470,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30472,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:30473,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30474,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30478,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,2
#24:30481,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30482,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30483,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
#24:30484,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30492,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,3
#24:30493,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:30496,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30511,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
#24:30518,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30521,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,3
#24:30522,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,3
#24:30523,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30524,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:30525,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:30526,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30529,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,6
#24:30546,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30560,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:30561,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:30564,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30566,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30567,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
#24:3057,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:30570,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30571,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,5
#24:30585,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
#24:30595,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3
#24:30608,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30619,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,4
#24:30620,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
#24:30623,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,4
#24:30627,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30633,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
#24:3064,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,3
#24:30641,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
#24:30642,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30644,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
#24:30645,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30646,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
#24:30647,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30649,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
#24:3065,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
#24:30651,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30655,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:30659,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,4
#24:30664,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
#24:30673,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30674,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:3068,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
#24:30682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30687,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30688,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30689,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
#24:30708,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30711,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
#24:30714,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
#24:30726,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
