tripid,mood_rating,did_you_have_to_arrive
#31:12562,5.0,0.0
#33:13044,5.0,0.0
#30:12663,4.0,0.0
#30:12578,3.0,1.0
#30:12690,5.0,0.0
#31:12543,4.0,1.0
#31:12624,4.0,1.0
#30:12588,2.0,0.0
#33:12565,5.0,0.0
#31:12649,2.0,0.0
#30:12650,4.0,0.0
#30:12692,5.0,0.0
#33:12567,1.0,0.0
#32:12594,4.0,0.0
#32:12596,5.0,0.0
#31:12813,5.0,0.0
#31:12699,3.0,1.0
#32:12757,5.0,0.0
#31:12744,5.0,1.0
#30:12919,3.0,1.0
#32:12738,5.0,0.0
#32:12704,3.0,0.0
#31:12758,4.0,0.0
#32:12743,3.0,0.0
#31:12837,3.0,0.0
#33:12714,3.0,0.0
#30:12855,5.0,0.0
#33:12898,5.0,0.0
#32:12749,4.0,0.0
#30:12894,5.0,1.0
#31:12880,3.0,0.0
#30:13169,4.0,1.0
#30:12877,3.0,0.0
#30:13035,3.0,0.0
#30:12878,3.0,0.0
#32:13074,4.0,0.0
#31:12997,4.0,0.0
#33:13110,3.0,1.0
#31:12998,4.0,0.0
#31:12986,3.0,0.0
#30:13170,5.0,0.0
#30:13004,5.0,0.0
#30:13026,3.0,0.0
#32:12942,5.0,0.0
#33:13070,3.0,0.0
#33:13554,4.0,0.0
#30:13195,4.0,0.0
#30:13148,5.0,0.0
#30:13393,4.0,1.0
#30:13336,4.0,1.0
#30:13227,3.0,1.0
#30:13384,4.0,1.0
#31:13636,3.0,0.0
#32:13299,4.0,0.0
#33:13210,4.0,0.0
#31:13196,5.0,1.0
#31:13297,4.0,0.0
#30:13255,5.0,0.0
#31:13345,4.0,0.0
#32:13240,3.0,0.0
#31:13641,5.0,1.0
#32:13543,2.0,1.0
#30:13443,4.0,1.0
#33:13731,5.0,1.0
#32:13584,4.0,0.0
#31:13290,5.0,0.0
#33:13318,3.0,0.0
#32:13288,4.0,0.0
#33:13514,2.0,0.0
#32:13348,3.0,0.0
#33:13259,3.0,1.0
#33:13515,3.0,1.0
#30:13385,2.0,0.0
#33:13319,3.0,0.0
#32:13545,3.0,0.0
#32:13708,4.0,0.0
#31:13406,3.0,1.0
#31:13460,5.0,1.0
#31:14096,2.0,0.0
#31:13603,3.0,1.0
#31:13467,3.0,0.0
#33:13588,3.0,0.0
#31:13604,3.0,0.0
#31:13675,3.0,0.0
#33:13583,3.0,0.0
#32:13618,2.0,1.0
#33:14112,4.0,1.0
#30:13664,4.0,1.0
#31:13630,3.0,0.0
#30:13752,5.0,0.0
#31:13651,3.0,0.0
#30:13690,3.0,0.0
#30:13715,3.0,0.0
#31:13715,4.0,1.0
#30:13754,5.0,1.0
#31:13846,4.0,0.0
#31:13670,3.0,0.0
#33:13629,4.0,0.0
#32:13658,3.0,0.0
#30:13886,3.0,0.0
#30:14238,5.0,1.0
#31:13781,4.0,1.0
#31:14199,5.0,1.0
#31:14308,3.0,-1.0
#32:13962,4.0,1.0
#30:13885,3.0,1.0
#33:13933,4.0,0.0
#33:13902,4.0,0.0
#32:13948,4.0,0.0
#31:14020,4.0,0.0
#30:14607,3.0,1.0
#30:13967,2.0,0.0
#30:14272,5.0,1.0
#30:14121,4.0,0.0
#32:14251,3.0,0.0
#30:14242,5.0,0.0
#30:14057,3.0,1.0
#31:14021,4.0,0.0
#31:14309,4.0,0.0
#31:14058,3.0,1.0
#30:14120,4.0,1.0
#30:14119,4.0,1.0
#32:14252,3.0,0.0
#30:14488,3.0,1.0
#30:14349,3.0,0.0
#32:14341,4.0,1.0
#30:14174,2.0,1.0
#31:14204,4.0,1.0
#32:14342,4.0,1.0
#32:14253,3.0,1.0
#33:14071,3.0,0.0
#32:14250,3.0,0.0
#31:14400,4.0,1.0
#33:14233,3.0,0.0
#32:14241,-1.0,1.0
#30:14338,4.0,0.0
#32:14249,3.0,1.0
#30:14361,2.0,1.0
#32:14248,4.0,0.0
#30:14633,4.0,0.0
#33:14240,3.0,0.0
#31:14306,3.0,0.0
#33:14483,5.0,1.0
#31:14503,5.0,0.0
#30:14556,3.0,1.0
#31:14571,3.0,1.0
#30:14917,2.0,0.0
#30:14465,4.0,0.0
#33:14429,3.0,0.0
#31:14446,3.0,0.0
#33:14417,5.0,0.0
#32:14514,3.0,0.0
#32:14820,3.0,1.0
#30:14544,5.0,0.0
#31:14516,3.0,0.0
#32:14467,3.0,0.0
#33:14484,5.0,0.0
#30:14634,3.0,1.0
#32:14537,3.0,0.0
#31:14557,4.0,1.0
#31:14572,3.0,0.0
#31:14595,3.0,0.0
#30:14672,4.0,1.0
#33:14602,5.0,0.0
#30:14677,5.0,0.0
#31:14691,5.0,0.0
#32:14884,3.0,1.0
#30:14730,4.0,0.0
#31:14877,2.0,0.0
#30:14726,2.0,0.0
#32:14634,4.0,0.0
#30:14916,4.0,0.0
#30:14732,4.0,0.0
#33:14627,2.0,0.0
#30:14826,2.0,1.0
#31:14720,4.0,1.0
#32:14687,4.0,0.0
#31:15270,3.0,1.0
#30:14911,4.0,1.0
#32:15102,5.0,0.0
#30:14954,3.0,0.0
#33:14865,3.0,1.0
#31:14915,3.0,0.0
#31:15376,5.0,1.0
#32:14895,-1.0,-1.0
#30:14992,4.0,0.0
#30:16491,4.0,0.0
#32:14952,3.0,1.0
#33:14943,4.0,0.0
#31:15107,3.0,1.0
#30:15045,-1.0,-1.0
#33:15045,2.0,1.0
#32:15050,5.0,0.0
#31:15091,4.0,1.0
#30:16250,4.0,0.0
#30:15098,-1.0,-1.0
#33:15031,4.0,0.0
#32:15034,4.0,1.0
#32:15028,-1.0,-1.0
#33:15004,3.0,0.0
#31:15134,4.0,0.0
#32:15381,4.0,0.0
#33:15058,4.0,0.0
#31:15119,4.0,0.0
#30:15186,4.0,0.0
#31:15214,-1.0,-1.0
#32:15427,5.0,1.0
#33:15205,5.0,0.0
#30:15401,5.0,0.0
#33:15351,4.0,1.0
#30:16243,5.0,0.0
#31:15283,4.0,0.0
#30:15294,-1.0,-1.0
#30:15480,4.0,0.0
#31:16208,4.0,0.0
#32:15337,4.0,0.0
#30:15469,-1.0,-1.0
#33:15612,5.0,0.0
#30:15400,4.0,0.0
#33:15308,5.0,0.0
#33:15410,3.0,0.0
#31:15429,-1.0,-1.0
#32:15302,5.0,0.0
#31:15498,3.0,1.0
#32:15372,-1.0,-1.0
#32:15367,5.0,0.0
#31:15700,3.0,0.0
#31:15426,5.0,0.0
#32:15524,5.0,1.0
#31:15596,5.0,0.0
#32:15899,4.0,1.0
#32:15438,2.0,0.0
#32:15643,4.0,0.0
#33:15411,3.0,0.0
#33:15869,4.0,0.0
#32:16151,4.0,0.0
#32:15582,3.0,0.0
#32:15540,5.0,0.0
#32:15615,-1.0,-1.0
#33:15459,4.0,0.0
#33:15510,5.0,1.0
#33:15494,5.0,0.0
#32:15583,4.0,0.0
#33:15613,3.0,0.0
#30:15999,4.0,0.0
#31:15598,5.0,0.0
#33:15537,5.0,-1.0
#31:15957,4.0,1.0
#30:15682,4.0,0.0
#32:16555,4.0,1.0
#31:15728,4.0,1.0
#33:16121,3.0,1.0
#33:15840,3.0,0.0
#31:15901,3.0,1.0
#32:15810,-1.0,-1.0
#30:15970,3.0,0.0
#32:15719,3.0,0.0
#33:15814,3.0,1.0
#30:16251,3.0,1.0
#32:15811,-1.0,-1.0
#31:15869,-1.0,-1.0
#31:16189,1.0,0.0
#30:15929,4.0,0.0
#30:15981,-1.0,-1.0
#30:15945,3.0,1.0
#31:16230,3.0,1.0
#32:15989,-1.0,-1.0
#30:16272,4.0,0.0
#31:16361,3.0,1.0
#33:16124,5.0,1.0
#30:16240,5.0,1.0
#33:16529,4.0,1.0
#33:15929,5.0,1.0
#30:16069,5.0,0.0
#31:16209,4.0,1.0
#31:16227,4.0,1.0
#33:16142,3.0,1.0
#30:16659,4.0,0.0
#30:16232,3.0,0.0
#32:16058,5.0,1.0
#33:16128,5.0,0.0
#30:16258,5.0,0.0
#31:16617,4.0,1.0
#31:16115,5.0,1.0
#30:16551,5.0,1.0
#31:16114,4.0,1.0
#30:16294,4.0,0.0
#33:16085,5.0,1.0
#30:16254,3.0,1.0
#30:16235,3.0,1.0
#31:16212,4.0,1.0
#31:16216,4.0,0.0
#31:16467,4.0,1.0
#31:16612,4.0,0.0
#33:16188,4.0,0.0
#30:17138,5.0,1.0
#30:16318,3.0,0.0
#30:16654,5.0,0.0
#30:16470,4.0,0.0
#30:16436,5.0,0.0
#31:16321,3.0,0.0
#32:16409,3.0,0.0
#33:16234,3.0,0.0
#31:16393,5.0,0.0
#33:16524,4.0,0.0
#30:16471,4.0,0.0
#31:16360,4.0,0.0
#33:16274,3.0,0.0
#33:16307,5.0,0.0
#30:16479,3.0,0.0
#31:16431,2.0,0.0
#31:16437,3.0,1.0
#31:16449,3.0,0.0
#32:16554,5.0,0.0
#30:16745,4.0,1.0
#32:16452,3.0,1.0
#33:16463,4.0,0.0
#31:16552,3.0,0.0
#33:16437,4.0,1.0
#30:16594,3.0,0.0
#31:16611,5.0,0.0
#33:16464,4.0,1.0
#32:16646,4.0,0.0
#33:16451,5.0,1.0
#30:16636,5.0,1.0
#30:16593,4.0,0.0
#33:16521,4.0,0.0
#32:16540,3.0,0.0
#32:16798,3.0,1.0
#30:16859,4.0,1.0
#33:16535,3.0,1.0
#31:16648,4.0,0.0
#33:16549,4.0,0.0
#31:16683,4.0,1.0
#32:16590,4.0,1.0
#30:16781,4.0,0.0
#32:16617,3.0,1.0
#33:16729,4.0,0.0
#32:16759,5.0,0.0
#32:16709,3.0,1.0
#32:16722,3.0,1.0
#31:16783,4.0,0.0
#30:16730,3.0,0.0
#30:16718,3.0,0.0
#31:16769,3.0,0.0
#30:16826,3.0,0.0
#31:16688,4.0,0.0
#32:17040,4.0,0.0
#31:16780,3.0,1.0
#31:16830,4.0,1.0
#32:16682,4.0,1.0
#32:16773,4.0,0.0
#32:16724,2.0,0.0
#30:16783,5.0,0.0
#32:16811,5.0,0.0
#31:16781,4.0,0.0
#33:16935,4.0,0.0
#33:16697,4.0,0.0
#33:16698,3.0,0.0
#32:16725,2.0,0.0
#30:16828,3.0,0.0
#30:17067,4.0,0.0
#33:17011,2.0,1.0
#32:17033,4.0,0.0
#32:16788,4.0,1.0
#33:16781,5.0,1.0
#30:17141,2.0,1.0
#30:17099,5.0,1.0
#33:16819,4.0,1.0
#32:16967,3.0,0.0
#31:17099,3.0,0.0
#32:17000,5.0,0.0
#30:17133,5.0,0.0
#33:16821,4.0,0.0
#32:17042,3.0,0.0
#31:17058,5.0,1.0
#33:16864,5.0,0.0
#32:17001,5.0,0.0
#32:16970,3.0,0.0
#32:17038,5.0,0.0
#31:17026,3.0,0.0
#30:17101,5.0,0.0
#33:17005,2.0,0.0
#33:17012,3.0,0.0
#30:17112,3.0,0.0
#31:1932,-1.0,-1.0
#30:1438,5.0,1.0
#32:1408,4.0,1.0
#33:1401,5.0,1.0
#30:1500,5.0,1.0
#30:2280,-1.0,-1.0
#32:2229,-1.0,-1.0
#31:1514,-1.0,-1.0
#32:1535,-1.0,-1.0
#31:1605,-1.0,-1.0
#30:1625,-1.0,-1.0
#30:1623,-1.0,-1.0
#30:1685,-1.0,-1.0
#30:1805,-1.0,-1.0
#31:1721,-1.0,-1.0
#31:1787,-1.0,-1.0
#30:1769,-1.0,-1.0
#30:1974,5.0,1.0
#32:1756,-1.0,-1.0
#30:1811,-1.0,-1.0
#31:1881,-1.0,-1.0
#33:1778,-1.0,-1.0
#32:1901,-1.0,-1.0
#31:1888,-1.0,-1.0
#31:1931,-1.0,-1.0
#33:1841,-1.0,-1.0
#30:1907,-1.0,-1.0
#32:1900,-1.0,-1.0
#31:2112,4.0,1.0
#30:1963,-1.0,-1.0
#30:1993,-1.0,-1.0
#32:1944,-1.0,-1.0
#30:1998,-1.0,-1.0
#30:2031,-1.0,-1.0
#31:2013,-1.0,-1.0
#30:2115,-1.0,-1.0
#32:2035,-1.0,-1.0
#32:2081,-1.0,-1.0
#31:2124,-1.0,-1.0
#32:2093,-1.0,-1.0
#31:2445,5.0,1.0
#31:2230,5.0,1.0
#30:2191,-1.0,-1.0
#32:2161,-1.0,-1.0
#33:2144,-1.0,-1.0
#30:2237,-1.0,-1.0
#31:2219,-1.0,-1.0
#30:2296,3.0,0.0
#30:2275,-1.0,-1.0
#31:2305,5.0,1.0
#30:2321,-1.0,-1.0
#32:2272,-1.0,-1.0
#30:2327,4.0,1.0
#33:2331,4.0,1.0
#30:2365,-1.0,-1.0
#31:2384,3.0,1.0
#32:2316,-1.0,-1.0
#30:2349,-1.0,-1.0
#31:2347,-1.0,-1.0
#33:2296,-1.0,-1.0
#32:2315,-1.0,-1.0
#33:2297,-1.0,-1.0
#32:2327,-1.0,-1.0
#32:2331,-1.0,-1.0
#30:2388,-1.0,-1.0
#32:2417,4.0,1.0
#31:2387,-1.0,-1.0
#31:2392,-1.0,-1.0
#33:2369,-1.0,-1.0
#31:2430,-1.0,-1.0
#32:2399,-1.0,-1.0
#30:2453,-1.0,-1.0
#32:2402,-1.0,-1.0
#32:3132,-1.0,-1.0
#33:2384,-1.0,-1.0
#32:2418,4.0,1.0
#32:2735,3.0,1.0
#30:2484,-1.0,-1.0
#33:2421,-1.0,-1.0
#30:2516,-1.0,-1.0
#33:2453,-1.0,-1.0
#32:2475,-1.0,-1.0
#31:2677,-1.0,-1.0
#32:2644,-1.0,-1.0
#32:2542,5.0,1.0
#33:2505,-1.0,-1.0
#31:2635,5.0,1.0
#32:2734,-1.0,-1.0
#33:2553,-1.0,-1.0
#32:2595,-1.0,-1.0
#30:2666,-1.0,-1.0
#30:2670,-1.0,-1.0
#31:2701,-1.0,-1.0
#30:2721,-1.0,-1.0
#30:2776,-1.0,-1.0
#31:2904,-1.0,-1.0
#32:2865,-1.0,-1.0
#31:2901,-1.0,-1.0
#32:2743,-1.0,-1.0
#30:2923,-1.0,-1.0
#33:2721,5.0,1.0
#31:3339,4.0,1.0
#33:3304,4.0,1.0
#30:2917,-1.0,-1.0
#31:3367,4.0,1.0
#31:3617,3.0,1.0
#31:2792,-1.0,-1.0
#33:2849,-1.0,-1.0
#30:2883,-1.0,-1.0
#32:2775,-1.0,-1.0
#31:2896,-1.0,-1.0
#33:2839,-1.0,-1.0
#31:2893,-1.0,-1.0
#30:2861,-1.0,-1.0
#30:2913,-1.0,-1.0
#33:2828,-1.0,-1.0
#30:2904,-1.0,-1.0
#31:2884,-1.0,-1.0
#32:2882,-1.0,-1.0
#33:7159,2.0,1.0
#32:2883,-1.0,-1.0
#30:2929,-1.0,-1.0
#30:2974,-1.0,-1.0
#31:2954,-1.0,-1.0
#30:2998,-1.0,-1.0
#33:2925,-1.0,-1.0
#30:3185,-1.0,-1.0
#31:3032,-1.0,-1.0
#30:3277,-1.0,-1.0
#31:3050,-1.0,-1.0
#30:3099,-1.0,-1.0
#33:3066,-1.0,-1.0
#33:3054,-1.0,-1.0
#31:3130,-1.0,-1.0
#32:3118,-1.0,-1.0
#33:3091,-1.0,-1.0
#33:3096,-1.0,-1.0
#33:3098,-1.0,-1.0
#33:3185,-1.0,-1.0
#31:4704,-1.0,-1.0
#31:3192,-1.0,-1.0
#31:3331,-1.0,-1.0
#32:3186,-1.0,-1.0
#33:4249,-1.0,-1.0
#32:3208,-1.0,-1.0
#30:3281,-1.0,-1.0
#30:3319,-1.0,-1.0
#33:3274,-1.0,-1.0
#30:3350,-1.0,-1.0
#30:3353,-1.0,-1.0
#31:3333,-1.0,-1.0
#33:3282,-1.0,-1.0
#30:3383,-1.0,-1.0
#30:3360,-1.0,-1.0
#33:5118,-1.0,-1.0
#32:3328,-1.0,-1.0
#30:4332,-1.0,-1.0
#32:3751,-1.0,-1.0
#31:3340,-1.0,-1.0
#32:3710,-1.0,-1.0
#31:4310,-1.0,-1.0
#30:3413,-1.0,-1.0
#32:3484,4.0,1.0
#32:3394,4.0,1.0
#33:3333,5.0,1.0
#32:3402,5.0,1.0
#33:3381,-1.0,-1.0
#30:3557,-1.0,-1.0
#33:3391,-1.0,-1.0
#32:3434,-1.0,-1.0
#30:3477,-1.0,-1.0
#31:3471,-1.0,-1.0
#30:3580,-1.0,-1.0
#31:3536,-1.0,-1.0
#32:3521,-1.0,-1.0
#33:3498,-1.0,-1.0
#32:3588,-1.0,-1.0
#31:3624,-1.0,-1.0
#30:3645,-1.0,-1.0
#30:3638,-1.0,-1.0
#31:3675,5.0,1.0
#30:3650,-1.0,-1.0
#31:3746,-1.0,-1.0
#31:3634,4.0,1.0
#31:3703,5.0,1.0
#31:3740,-1.0,-1.0
#31:3670,-1.0,-1.0
#30:3761,-1.0,-1.0
#31:3893,5.0,0.0
#33:4880,-1.0,-1.0
#31:3967,5.0,1.0
#30:3863,5.0,1.0
#32:3673,-1.0,-1.0
#30:3774,-1.0,-1.0
#32:3846,-1.0,-1.0
#33:3681,-1.0,-1.0
#30:3920,4.0,1.0
#31:3911,3.0,1.0
#33:3813,5.0,1.0
#32:4904,-1.0,-1.0
#33:3686,-1.0,-1.0
#31:3882,-1.0,-1.0
#31:4941,-1.0,-1.0
#31:3817,-1.0,-1.0
#30:5005,3.0,1.0
#30:4964,-1.0,-1.0
#32:3758,-1.0,-1.0
#33:4879,-1.0,-1.0
#31:4940,-1.0,-1.0
#31:3794,-1.0,-1.0
#33:4878,-1.0,-1.0
#30:4963,-1.0,-1.0
#33:3729,5.0,1.0
#31:3787,-1.0,-1.0
#30:3814,-1.0,-1.0
#32:6281,5.0,1.0
#33:3825,-1.0,-1.0
#32:3763,5.0,1.0
#33:3735,-1.0,-1.0
#30:3824,-1.0,-1.0
#30:3838,-1.0,-1.0
#30:11200,4.0,0.0
#30:3903,-1.0,-1.0
#32:3811,-1.0,-1.0
#33:3826,-1.0,-1.0
#31:3886,-1.0,-1.0
#30:3907,-1.0,-1.0
#32:3850,-1.0,-1.0
#30:4557,-1.0,-1.0
#33:3861,-1.0,-1.0
#32:3884,-1.0,-1.0
#33:3817,-1.0,-1.0
#33:3822,-1.0,-1.0
#33:3823,-1.0,-1.0
#32:3880,-1.0,-1.0
#32:4041,5.0,1.0
#31:3920,-1.0,-1.0
#30:3941,-1.0,-1.0
#32:3909,-1.0,-1.0
#31:3916,-1.0,-1.0
#31:3917,-1.0,-1.0
#32:4821,-1.0,-1.0
#33:3885,-1.0,-1.0
#32:3890,-1.0,-1.0
#33:3867,-1.0,-1.0
#30:3966,-1.0,-1.0
#33:3880,-1.0,-1.0
#30:3986,-1.0,-1.0
#33:3905,-1.0,-1.0
#30:11199,4.0,-1.0
#31:3945,-1.0,-1.0
#31:11137,5.0,-1.0
#32:11082,5.0,1.0
#32:3928,-1.0,-1.0
#32:3936,-1.0,-1.0
#33:11075,4.0,0.0
#32:11104,3.0,0.0
#33:4033,-1.0,-1.0
#33:3932,-1.0,-1.0
#31:4037,-1.0,-1.0
#30:4349,-1.0,-1.0
#30:11198,4.0,0.0
#32:4001,-1.0,-1.0
#30:4060,-1.0,-1.0
#31:4038,-1.0,-1.0
#33:9479,5.0,0.0
#31:4005,-1.0,-1.0
#30:4045,-1.0,-1.0
#32:4002,-1.0,-1.0
#32:9508,1.0,1.0
#33:3979,-1.0,-1.0
#31:4025,-1.0,-1.0
#30:4536,-1.0,-1.0
#33:4800,-1.0,-1.0
#31:4039,-1.0,-1.0
#30:4063,5.0,1.0
#30:4163,-1.0,-1.0
#32:4105,-1.0,-1.0
#33:4082,-1.0,-1.0
#31:4860,-1.0,-1.0
#31:4077,-1.0,-1.0
#30:4074,-1.0,-1.0
#30:4099,-1.0,-1.0
#33:4799,-1.0,-1.0
#30:4164,-1.0,-1.0
#31:4142,-1.0,-1.0
#30:4883,-1.0,-1.0
#30:4100,-1.0,-1.0
#32:4058,5.0,1.0
#33:4175,-1.0,-1.0
#32:4106,-1.0,-1.0
#33:4798,-1.0,-1.0
#31:7052,3.0,0.0
#31:4859,-1.0,-1.0
#33:4083,-1.0,-1.0
#33:9478,5.0,1.0
#30:7091,3.0,0.0
#30:4124,-1.0,-1.0
#30:7434,3.0,0.0
#30:4165,-1.0,-1.0
#30:9598,1.0,0.0
#30:4881,-1.0,-1.0
#32:4477,-1.0,-1.0
#30:4143,-1.0,-1.0
#33:4796,-1.0,-1.0
#32:4822,-1.0,-1.0
#31:4143,-1.0,-1.0
#32:4107,-1.0,-1.0
#32:4104,-1.0,-1.0
#30:4882,-1.0,-1.0
#31:4857,-1.0,-1.0
#33:4117,-1.0,-1.0
#30:4880,-1.0,-1.0
#31:4309,-1.0,-1.0
#31:4513,-1.0,-1.0
#31:4206,-1.0,-1.0
#32:9506,3.0,0.0
#30:4535,-1.0,-1.0
#31:4240,-1.0,-1.0
#31:9558,1.0,0.0
#31:4279,4.0,1.0
#31:4327,-1.0,-1.0
#33:4452,-1.0,-1.0
#30:4407,-1.0,-1.0
#33:4324,-1.0,-1.0
#30:4347,-1.0,-1.0
#30:6355,5.0,1.0
#30:9597,5.0,0.0
#32:4274,-1.0,-1.0
#30:4726,-1.0,-1.0
#32:4348,-1.0,-1.0
#31:4325,-1.0,-1.0
#31:4321,-1.0,-1.0
#31:4384,-1.0,-1.0
#30:4406,-1.0,-1.0
#33:4323,-1.0,-1.0
#30:5582,-1.0,-1.0
#31:5557,-1.0,-1.0
#33:9476,5.0,0.0
#32:9505,3.0,0.0
#31:4418,-1.0,-1.0
#33:4422,-1.0,-1.0
#30:4504,-1.0,-1.0
#31:4482,-1.0,-1.0
#31:9557,5.0,0.0
#30:4554,-1.0,-1.0
#30:4829,-1.0,-1.0
#33:4744,-1.0,-1.0
#32:4517,-1.0,-1.0
#31:4841,-1.0,-1.0
#30:4641,5.0,1.0
#33:4557,5.0,1.0
#30:9596,3.0,0.0
#33:4713,5.0,1.0
#31:4642,-1.0,-1.0
#30:4674,5.0,1.0
#32:4741,5.0,1.0
#31:4787,5.0,1.0
#33:4687,-1.0,-1.0
#32:4742,-1.0,-1.0
#30:4737,-1.0,-1.0
#32:4768,-1.0,-1.0
#31:4886,5.0,1.0
#30:7613,3.0,1.0
#31:4772,5.0,1.0
#30:4794,5.0,1.0
#31:4805,-1.0,-1.0
#31:7588,3.0,1.0
#31:4779,-1.0,-1.0
#33:9475,1.0,0.0
#31:4765,5.0,1.0
#32:5177,5.0,1.0
#32:9504,4.0,0.0
#31:5217,5.0,1.0
#32:4759,-1.0,-1.0
#33:4739,-1.0,-1.0
#31:9555,3.0,0.0
#31:4832,-1.0,-1.0
#30:9594,5.0,0.0
#30:4864,-1.0,-1.0
#30:9593,5.0,0.0
#30:4887,-1.0,-1.0
#33:4802,-1.0,-1.0
#30:11177,5.0,0.0
#32:4826,-1.0,-1.0
#30:4904,-1.0,-1.0
#32:11083,4.0,1.0
#30:5241,5.0,1.0
#31:11157,3.0,0.0
#32:11101,4.0,1.0
#32:5184,5.0,1.0
#32:4925,-1.0,-1.0
#30:11178,-1.0,1.0
#33:9472,-1.0,0.0
#31:11156,4.0,0.0
#31:11139,-1.0,1.0
#30:5238,5.0,1.0
#30:11195,3.0,1.0
#32:11103,4.0,0.0
#30:5075,5.0,1.0
#31:4942,-1.0,-1.0
#30:5106,5.0,1.0
#30:5204,-1.0,-1.0
#32:5144,-1.0,-1.0
#33:9471,3.0,0.0
#31:11140,4.0,0.0
#31:4962,-1.0,-1.0
#32:11086,4.0,0.0
#33:11058,5.0,0.0
#30:5060,-1.0,-1.0
#32:11088,5.0,0.0
#31:5125,-1.0,-1.0
#33:11060,5.0,0.0
#30:11186,5.0,0.0
#32:5158,-1.0,-1.0
#33:5291,-1.0,-1.0
#32:4999,-1.0,-1.0
#33:5033,5.0,1.0
#31:5177,5.0,1.0
#32:9500,5.0,0.0
#32:4995,5.0,0.0
#33:4975,-1.0,-1.0
#30:5203,5.0,1.0
#30:5378,-1.0,-1.0
#32:5087,-1.0,-1.0
#33:4986,-1.0,-1.0
#31:5070,-1.0,-1.0
#30:9591,3.0,1.0
#30:5295,5.0,1.0
#33:5008,-1.0,-1.0
#32:5315,-1.0,-1.0
#30:5309,5.0,1.0
#30:5094,-1.0,-1.0
#30:5377,-1.0,-1.0
#33:5016,-1.0,-1.0
#32:5424,-1.0,-1.0
#31:5182,-1.0,-1.0
#33:5064,-1.0,-1.0
#30:5205,-1.0,-1.0
#31:7924,5.0,1.0
#31:5196,-1.0,-1.0
#33:5119,-1.0,-1.0
#32:5088,-1.0,-1.0
#33:5046,-1.0,-1.0
#32:5284,5.0,1.0
#32:5143,-1.0,-1.0
#31:5109,-1.0,-1.0
#30:5150,-1.0,-1.0
#31:5181,-1.0,-1.0
#30:5139,-1.0,-1.0
#31:5121,-1.0,-1.0
#30:5143,-1.0,-1.0
#30:5144,-1.0,-1.0
#31:5127,-1.0,-1.0
#30:5149,-1.0,-1.0
#32:5089,-1.0,-1.0
#30:5165,-1.0,-1.0
#31:5136,-1.0,-1.0
#32:7874,5.0,0.0
#32:5139,-1.0,-1.0
#32:5099,-1.0,-1.0
#32:5101,-1.0,-1.0
#30:5166,-1.0,-1.0
#31:5137,-1.0,-1.0
#33:5077,-1.0,-1.0
#33:5075,-1.0,-1.0
#31:5144,-1.0,-1.0
#31:5163,-1.0,-1.0
#32:5125,-1.0,-1.0
#32:5142,-1.0,-1.0
#32:7748,3.0,0.0
#33:5115,-1.0,-1.0
#30:5201,-1.0,-1.0
#31:5178,-1.0,-1.0
#32:5140,-1.0,-1.0
#31:7799,3.0,0.0
#30:5202,-1.0,-1.0
#33:5148,3.0,1.0
#30:5209,5.0,1.0
#33:5117,-1.0,-1.0
#32:5157,3.0,1.0
#31:5216,5.0,1.0
#30:5234,-1.0,-1.0
#32:5170,5.0,0.0
#33:5168,5.0,1.0
#33:7719,3.0,0.0
#32:5178,-1.0,-1.0
#33:5154,-1.0,-1.0
#33:5183,-1.0,-1.0
#30:5269,-1.0,-1.0
#33:5350,5.0,1.0
#31:5246,-1.0,-1.0
#33:5351,4.0,1.0
#33:5352,5.0,1.0
#32:5286,5.0,1.0
#30:5514,5.0,1.0
#32:5193,-1.0,-1.0
#32:5203,-1.0,-1.0
#33:5179,-1.0,-1.0
#30:5265,-1.0,-1.0
#33:5196,5.0,1.0
#32:5255,-1.0,-1.0
#31:5292,-1.0,-1.0
#32:5254,-1.0,-1.0
#33:5230,-1.0,-1.0
#33:5460,-1.0,-1.0
#30:5438,5.0,1.0
#30:5316,-1.0,-1.0
#32:5253,-1.0,-1.0
#33:5236,-1.0,-1.0
#30:5373,-1.0,-1.0
#31:5386,-1.0,-1.0
#31:5601,5.0,1.0
#32:5347,-1.0,-1.0
#33:5536,5.0,1.0
#31:5413,5.0,1.0
#31:5490,5.0,1.0
#31:5323,-1.0,-1.0
#30:5436,5.0,1.0
#33:5262,5.0,1.0
#32:5373,5.0,1.0
#32:5761,5.0,1.0
#33:5323,-1.0,-1.0
#33:5344,-1.0,-1.0
#30:5410,-1.0,-1.0
#33:5736,5.0,1.0
#31:5387,-1.0,-1.0
#32:5484,-1.0,-1.0
#30:6104,-1.0,-1.0
#32:5831,-1.0,-1.0
#33:5289,-1.0,-1.0
#31:5800,4.0,0.0
#31:5368,-1.0,-1.0
#30:5536,-1.0,-1.0
#30:5411,-1.0,-1.0
#33:5735,5.0,1.0
#30:5431,-1.0,-1.0
#33:5446,-1.0,-1.0
#33:5345,-1.0,-1.0
#31:5409,-1.0,-1.0
#30:5516,5.0,1.0
#32:5452,5.0,1.0
#32:5386,-1.0,-1.0
#31:5442,-1.0,-1.0
#31:5438,-1.0,-1.0
#32:5470,-1.0,-1.0
#33:5374,-1.0,-1.0
#33:5373,-1.0,-1.0
#32:5409,-1.0,-1.0
#30:5467,-1.0,-1.0
#33:5567,-1.0,-1.0
#31:5491,5.0,1.0
#30:5481,-1.0,-1.0
