tripid,mood_rating,did_you_have_to_arrive
#133:17756,3.0,0.0
#130:17772,5.0,0.0
#131:17769,5.0,0.0
#132:17762,3.0,0.0
#133:17757,5.0,0.0
#130:17773,5.0,0.0
#131:17770,5.0,0.0
#132:17763,2.0,0.0
#133:17758,4.0,0.0
#130:17774,5.0,0.0
#131:17771,4.0,1.0
#132:17764,3.0,0.0
#133:17759,5.0,0.0
#130:17775,4.0,1.0
#132:17765,4.0,0.0
#133:17760,4.0,1.0
#130:17776,4.0,0.0
#132:17827,4.0,0.0
#132:17828,5.0,0.0
#132:18027,5.0,1.0
#133:18022,5.0,1.0
#130:18038,5.0,1.0
#131:18035,5.0,1.0
#132:18028,5.0,1.0
#133:18023,5.0,0.0
#130:18039,5.0,0.0
#131:18036,5.0,1.0
#132:18029,5.0,1.0
#133:18024,5.0,1.0
#132:18030,5.0,1.0
#133:18025,5.0,1.0
#131:18038,5.0,1.0
#133:18026,5.0,1.0
#131:18039,5.0,1.0
#132:18032,5.0,1.0
#131:18040,5.0,1.0
#132:18033,5.0,1.0
#130:18044,5.0,1.0
#132:18034,5.0,1.0
#130:18045,5.0,0.0
#133:18030,5.0,1.0
#133:18031,5.0,1.0
#133:18298,3.0,1.0
#130:18314,4.0,0.0
#131:18311,4.0,0.0
#132:18304,4.0,0.0
#133:18299,3.0,0.0
#130:18315,4.0,1.0
#131:18312,4.0,0.0
#132:18323,-1.0,0.0
#130:18334,5.0,0.0
#133:18332,4.0,0.0
#133:18421,4.0,0.0
#132:18430,3.0,0.0
#133:18425,5.0,0.0
#131:18438,4.0,0.0
#132:18431,4.0,1.0
#133:18426,5.0,0.0
#130:18442,4.0,0.0
#133:18523,5.0,0.0
#131:18536,5.0,1.0
#131:18604,4.0,1.0
#132:18603,3.0,1.0
#133:18598,4.0,1.0
#131:18618,2.0,0.0
#132:18611,2.0,0.0
#133:18606,2.0,0.0
#131:18789,4.0,1.0
#133:18824,2.0,0.0
#130:18840,1.0,0.0
#132:18830,2.0,0.0
#130:18841,1.0,0.0
#132:18831,1.0,0.0
#130:18842,1.0,0.0
#130:18844,5.0,1.0
#130:18845,4.0,0.0
#131:18842,4.0,0.0
#131:18918,3.0,1.0
#132:18911,1.0,0.0
#133:18906,4.0,0.0
#131:19002,4.0,1.0
#130:19036,4.0,1.0
#132:19045,3.0,0.0
#131:19078,3.0,0.0
#131:19177,1.0,0.0
#130:19183,3.0,1.0
#131:19180,4.0,0.0
#132:19173,4.0,0.0
#133:19167,4.0,1.0
#130:19184,3.0,0.0
#132:19174,4.0,0.0
#130:19185,5.0,-1.0
#131:19182,4.0,0.0
#130:19186,4.0,1.0
#131:19183,4.0,0.0
#130:19187,4.0,0.0
#133:19171,4.0,0.0
#131:19185,4.0,0.0
#131:19186,3.0,1.0
#130:19190,4.0,1.0
#133:19174,4.0,1.0
#132:19181,4.0,0.0
#132:19182,4.0,1.0
#132:19183,4.0,1.0
#133:19178,3.0,1.0
#132:19185,3.0,1.0
#132:19186,2.0,1.0
#131:19194,3.0,0.0
#132:19191,5.0,0.0
#130:19202,3.0,1.0
#132:19192,2.0,1.0
#133:19187,1.0,1.0
#131:19201,3.0,0.0
#130:19205,4.0,0.0
#130:19206,3.0,1.0
#130:19207,4.0,1.0
#130:19208,3.0,1.0
#133:19192,2.0,0.0
#131:19207,3.0,1.0
#131:19208,2.0,1.0
#132:19202,3.0,0.0
#132:19203,3.0,1.0
#132:19204,5.0,0.0
#131:19213,2.0,1.0
#132:19206,3.0,1.0
#132:19208,4.0,0.0
#131:19216,2.0,1.0
#131:19217,4.0,0.0
#132:19214,4.0,0.0
#130:19226,2.0,1.0
#130:19227,2.0,0.0
#131:19225,3.0,0.0
#133:19212,1.0,1.0
#131:19227,2.0,0.0
#131:19228,2.0,0.0
#131:19229,1.0,1.0
#131:19230,3.0,0.0
#132:19223,4.0,0.0
#131:19231,4.0,1.0
#133:19218,2.0,1.0
#133:19231,4.0,1.0
#132:19323,3.0,0.0
#133:19317,3.0,0.0
#130:19334,3.0,0.0
#131:19331,3.0,0.0
#132:19324,3.0,0.0
#133:19318,3.0,0.0
#130:19335,3.0,0.0
#131:19332,3.0,0.0
#132:19325,3.0,0.0
#133:19319,3.0,0.0
#133:19320,3.0,0.0
#130:19337,3.0,0.0
#131:19334,3.0,0.0
#131:19360,2.0,1.0
#132:19353,4.0,1.0
#133:19347,2.0,0.0
#130:19364,2.0,1.0
#133:19355,4.0,0.0
#130:19372,5.0,1.0
#132:19371,2.0,1.0
#133:19365,4.0,1.0
#130:19382,3.0,0.0
#131:19379,3.0,0.0
#132:19401,3.0,0.0
#133:19400,3.0,0.0
#131:19421,3.0,0.0
#132:19488,1.0,1.0
#130:19577,4.0,0.0
#133:19581,3.0,0.0
#130:19599,5.0,0.0
#130:19658,4.0,1.0
#132:19648,3.0,1.0
#133:19641,3.0,1.0
#130:19739,3.0,0.0
#130:19772,4.0,0.0
#131:19769,5.0,0.0
#132:19762,3.0,0.0
#133:19755,4.0,1.0
#130:19828,2.0,0.0
#132:19829,5.0,0.0
#133:19822,5.0,1.0
#133:19828,3.0,1.0
#132:19867,5.0,0.0
#132:19868,5.0,0.0
#132:19869,5.0,0.0
#130:19885,5.0,0.0
#131:19882,3.0,0.0
#130:19886,5.0,0.0
#132:19875,4.0,0.0
#133:19868,4.0,0.0
#132:19878,3.0,0.0
#133:19871,5.0,0.0
#130:19890,3.0,0.0
#130:19891,4.0,0.0
#131:19888,5.0,0.0
#130:19892,4.0,0.0
#131:19889,4.0,0.0
#130:19893,5.0,0.0
#133:19875,4.0,0.0
#133:19876,4.0,0.0
#132:19884,4.0,0.0
#131:19893,4.0,0.0
#130:19897,4.0,0.0
#133:19879,4.0,0.0
#130:19899,4.0,0.0
#133:19881,4.0,0.0
#130:19900,2.0,0.0
#133:19882,4.0,0.0
#132:19890,4.0,0.0
#130:19903,4.0,0.0
#132:19894,4.0,0.0
#130:19907,4.0,0.0
#132:19896,4.0,0.0
#131:19905,4.0,0.0
#133:19891,4.0,0.0
#131:19907,3.0,0.0
#133:19892,4.0,1.0
#130:19911,4.0,0.0
#132:19901,4.0,0.0
#133:19894,4.0,0.0
#130:19913,3.0,0.0
#131:19910,4.0,0.0
#131:19911,5.0,0.0
#132:19903,4.0,0.0
#133:19896,5.0,0.0
#130:19915,4.0,0.0
#131:19912,4.0,0.0
#132:19904,4.0,0.0
#132:19905,4.0,0.0
#133:19898,4.0,0.0
#130:19917,4.0,0.0
#131:19914,3.0,0.0
#132:19906,5.0,0.0
#130:19918,5.0,0.0
#131:19915,-1.0,0.0
#133:19900,5.0,0.0
#133:19902,1.0,0.0
#133:19903,4.0,1.0
#130:20047,3.0,1.0
#133:20031,2.0,1.0
#131:20047,2.0,0.0
#130:20057,3.0,0.0
#132:20050,5.0,0.0
#131:20064,5.0,1.0
#132:20068,2.0,0.0
#130:20080,3.0,0.0
#131:20077,3.0,1.0
#132:20069,3.0,0.0
#133:20062,2.0,0.0
#130:20081,2.0,0.0
#133:20119,4.0,0.0
#133:20120,2.0,0.0
#130:20140,3.0,0.0
#131:20231,4.0,0.0
#132:20221,3.0,0.0
#131:20232,3.0,0.0
#130:20272,3.0,1.0
#131:20268,2.0,0.0
#133:20397,3.0,0.0
#133:20398,5.0,1.0
#130:20420,5.0,1.0
#131:20416,4.0,1.0
#132:20406,5.0,0.0
#130:20421,5.0,0.0
#131:20417,5.0,0.0
#132:20407,5.0,0.0
#133:20400,5.0,0.0
#130:20422,5.0,0.0
#132:20408,5.0,0.0
#133:20401,5.0,0.0
#130:20423,5.0,1.0
#131:20419,5.0,1.0
#132:20409,5.0,0.0
#133:20402,4.0,0.0
#130:20424,4.0,0.0
#131:20420,5.0,0.0
#132:20410,5.0,1.0
#133:20403,5.0,1.0
#130:20425,5.0,0.0
#131:20421,5.0,0.0
#132:20411,5.0,1.0
#133:20404,5.0,1.0
#130:20426,5.0,0.0
#131:20422,-1.0,0.0
#130:20427,5.0,0.0
#131:20423,5.0,0.0
#132:20413,5.0,0.0
#133:20406,5.0,0.0
#130:20428,-1.0,0.0
#132:20414,5.0,0.0
#133:20407,5.0,0.0
#130:20429,5.0,0.0
#131:20425,5.0,0.0
#132:20415,5.0,1.0
#133:20408,5.0,0.0
#130:20430,5.0,0.0
#132:20416,5.0,1.0
#133:20409,5.0,0.0
#130:20431,5.0,0.0
#131:20427,5.0,1.0
#132:20417,5.0,1.0
#133:20410,5.0,1.0
#130:20432,5.0,0.0
#131:20428,5.0,1.0
#132:20418,5.0,0.0
#133:20411,5.0,1.0
#130:20433,5.0,0.0
#131:20429,5.0,0.0
#132:20419,5.0,0.0
#133:20412,5.0,0.0
#130:20434,5.0,0.0
#131:20430,5.0,0.0
#132:20420,5.0,0.0
#133:20413,-1.0,1.0
#130:20435,5.0,0.0
#131:20431,5.0,0.0
#132:20421,5.0,1.0
#133:20414,5.0,0.0
#130:20436,5.0,0.0
#131:20432,5.0,0.0
#132:20422,5.0,1.0
#133:20415,5.0,0.0
#130:20437,5.0,1.0
#131:20433,5.0,0.0
#132:20423,5.0,0.0
#133:20416,5.0,0.0
#130:20438,5.0,0.0
#131:20434,5.0,0.0
#132:20424,5.0,0.0
#133:20417,5.0,0.0
#130:20439,5.0,0.0
#131:20435,5.0,0.0
#132:20425,5.0,0.0
#133:20418,5.0,0.0
#131:20436,5.0,1.0
#132:20426,2.0,0.0
#133:20419,3.0,0.0
#130:20441,3.0,0.0
#131:20437,5.0,0.0
#132:20427,5.0,0.0
#133:20420,5.0,0.0
#130:20442,5.0,0.0
#131:20438,5.0,0.0
#132:20428,5.0,0.0
#133:20421,5.0,0.0
#130:20443,5.0,0.0
#131:20439,5.0,0.0
#132:20429,5.0,0.0
#133:20422,5.0,1.0
#130:20444,5.0,1.0
#131:20440,5.0,0.0
#132:20430,5.0,0.0
#133:20423,5.0,0.0
#131:20441,5.0,0.0
#132:20431,5.0,0.0
#133:20424,4.0,0.0
#131:20442,5.0,1.0
#132:20432,5.0,1.0
#133:20425,5.0,0.0
#130:20447,5.0,0.0
#131:20443,5.0,0.0
#132:20433,5.0,1.0
#133:20426,5.0,0.0
#133:20427,5.0,0.0
#131:20445,5.0,0.0
#132:20435,5.0,0.0
#131:20446,5.0,0.0
#130:20454,5.0,0.0
#131:20450,5.0,1.0
#132:20440,4.0,0.0
#130:20455,3.0,0.0
#132:20441,5.0,1.0
#130:20456,3.0,0.0
#131:20452,5.0,0.0
#132:20442,5.0,1.0
#130:20457,5.0,1.0
#132:20443,5.0,0.0
#130:20458,5.0,0.0
#131:20457,4.0,1.0
#132:20447,5.0,0.0
#131:20462,4.0,1.0
#132:20452,4.0,0.0
#133:20445,4.0,0.0
#133:20446,4.0,0.0
#131:20464,4.0,0.0
#133:20447,5.0,1.0
#132:20455,4.0,0.0
#132:20456,4.0,0.0
#132:20464,5.0,1.0
#131:20502,5.0,0.0
#133:20485,4.0,-1.0
#131:20503,5.0,-1.0
#133:20486,5.0,-1.0
#131:20504,5.0,1.0
#132:20494,5.0,1.0
#130:20509,5.0,1.0
#132:20495,5.0,1.0
#130:20510,5.0,-1.0
#132:20496,5.0,-1.0
#130:20511,5.0,-1.0
#133:20490,5.0,-1.0
#133:20538,5.0,-1.0
#131:20648,3.0,1.0
#130:20686,3.0,1.0
#131:20682,2.0,1.0
#132:20673,2.0,1.0
#133:20667,1.0,0.0
#133:20668,4.0,0.0
#131:20688,1.0,0.0
#132:20836,5.0,1.0
#131:20847,5.0,0.0
#133:20830,5.0,0.0
#132:20858,4.0,0.0
#133:20925,2.0,0.0
#131:20943,3.0,0.0
#132:20951,5.0,0.0
#133:20944,5.0,0.0
#130:20966,5.0,0.0
#130:21010,4.0,0.0
#131:21006,4.0,0.0
#132:20996,4.0,0.0
#133:20989,4.0,1.0
#130:21011,4.0,1.0
#131:21007,4.0,0.0
#132:20997,4.0,0.0
#133:20990,4.0,0.0
#130:21012,4.0,1.0
#131:21008,4.0,1.0
#133:20991,4.0,0.0
#130:21013,4.0,0.0
#131:21009,4.0,1.0
#132:20999,4.0,0.0
#133:20992,4.0,1.0
#130:21014,3.0,0.0
#131:21010,4.0,1.0
#132:21005,4.0,1.0
#133:20998,3.0,1.0
#130:21020,4.0,0.0
#131:21016,4.0,0.0
#132:21006,4.0,0.0
#133:20999,4.0,-1.0
#130:21021,4.0,1.0
#131:21017,4.0,1.0
#132:21007,5.0,1.0
#133:21000,4.0,0.0
#130:21022,4.0,1.0
#131:21018,4.0,0.0
#132:21008,5.0,1.0
#133:21001,4.0,1.0
#130:21023,4.0,0.0
#131:21019,5.0,0.0
#132:21009,5.0,1.0
#132:21010,5.0,0.0
#130:21025,4.0,1.0
#133:21004,5.0,0.0
#130:21026,5.0,1.0
#130:21027,5.0,0.0
#132:21013,5.0,0.0
#130:21029,5.0,1.0
#132:21015,5.0,1.0
#130:21087,5.0,0.0
#131:21149,1.0,0.0
#132:21139,1.0,0.0
#133:21132,1.0,0.0
#130:21154,1.0,0.0
#131:21150,2.0,1.0
#132:21140,2.0,1.0
#132:21153,5.0,1.0
#133:21146,5.0,0.0
#130:21168,5.0,0.0
#131:21180,2.0,1.0
#132:21203,5.0,1.0
#130:21232,3.0,1.0
#131:21260,5.0,0.0
#132:21250,4.0,0.0
#130:21266,4.0,0.0
#133:21245,4.0,0.0
#130:21267,4.0,0.0
#131:21263,4.0,0.0
#132:21253,4.0,0.0
#130:21268,5.0,0.0
#132:21254,3.0,1.0
#133:21247,1.0,0.0
#130:21269,1.0,0.0
#133:21248,1.0,0.0
#130:21270,2.0,0.0
#130:21285,3.0,0.0
#131:21281,2.0,1.0
#132:21271,2.0,0.0
#130:21392,5.0,0.0
#132:21378,5.0,1.0
#133:21371,5.0,1.0
#131:21389,5.0,0.0
#132:21379,5.0,0.0
#130:21394,5.0,0.0
#132:21386,4.0,1.0
#133:21379,2.0,1.0
#130:21401,2.0,0.0
#131:21397,2.0,1.0
#133:21435,3.0,0.0
#130:21458,3.0,0.0
#131:21454,3.0,0.0
#132:21447,-1.0,1.0
#130:21462,5.0,1.0
#130:21463,5.0,0.0
#130:21491,5.0,0.0
#130:21512,5.0,0.0
#130:21534,5.0,0.0
#131:21530,5.0,1.0
#133:21574,5.0,0.0
#130:21598,5.0,1.0
#131:21594,5.0,0.0
#132:21583,2.0,0.0
#133:21575,5.0,0.0
#131:21687,5.0,1.0
#132:21676,5.0,0.0
#133:21668,5.0,0.0
#130:21692,5.0,0.0
#131:21688,5.0,0.0
#132:21677,5.0,1.0
#133:21669,5.0,0.0
#130:21693,5.0,0.0
#131:21689,5.0,0.0
#132:21678,5.0,1.0
#133:21670,5.0,1.0
#130:21694,5.0,0.0
#131:21690,5.0,1.0
#132:21679,5.0,1.0
#133:21671,5.0,1.0
#130:21695,5.0,1.0
#131:21691,5.0,1.0
#132:21680,5.0,1.0
#133:21672,5.0,0.0
#130:21696,4.0,0.0
#131:21692,5.0,0.0
#132:21681,5.0,1.0
#133:21673,5.0,1.0
#132:21682,5.0,1.0
#133:21674,5.0,1.0
#130:21698,5.0,1.0
#131:21694,5.0,0.0
#132:21683,5.0,0.0
#133:21675,5.0,1.0
#130:21699,5.0,1.0
#131:21695,4.0,1.0
#133:21676,5.0,0.0
#130:21700,5.0,0.0
#131:21696,4.0,0.0
#132:21685,4.0,1.0
#133:21677,5.0,1.0
#130:21701,4.0,1.0
#131:21697,4.0,0.0
#132:21686,5.0,0.0
#133:21678,4.0,1.0
#130:21702,4.0,0.0
#131:21698,5.0,0.0
#132:21687,4.0,0.0
#133:21679,4.0,1.0
#131:21699,4.0,1.0
#132:21688,5.0,1.0
#133:21680,4.0,1.0
#130:21704,4.0,0.0
#131:21700,5.0,1.0
#132:21689,4.0,1.0
#133:21681,4.0,0.0
#130:21705,4.0,0.0
#133:21682,4.0,1.0
#132:21697,4.0,0.0
#130:21713,5.0,1.0
#130:21714,5.0,0.0
#133:21691,4.0,1.0
#130:21717,4.0,1.0
#130:21718,4.0,1.0
#131:21714,4.0,0.0
#132:21705,4.0,1.0
#132:21707,4.0,1.0
#133:21699,4.0,0.0
#133:21701,4.0,1.0
#131:21722,4.0,1.0
#133:21704,4.0,1.0
#131:21724,4.0,1.0
#133:21706,4.0,1.0
#133:21707,4.0,1.0
#131:21727,4.0,0.0
#131:21728,4.0,1.0
#130:21733,4.0,0.0
#131:21730,4.0,1.0
#133:21712,4.0,1.0
#131:21732,4.0,1.0
#131:21733,4.0,-1.0
#131:21734,5.0,1.0
#131:21735,5.0,0.0
#132:21725,4.0,0.0
#131:21737,4.0,1.0
#131:21738,4.0,0.0
#133:21720,4.0,1.0
#131:21740,4.0,0.0
#131:21741,4.0,1.0
#133:21722,4.0,1.0
#131:21744,5.0,0.0
#131:21746,4.0,1.0
#131:21747,4.0,1.0
#131:21748,4.0,0.0
#131:21749,4.0,1.0
#130:21754,4.0,0.0
#133:21745,3.0,0.0
#130:21769,3.0,0.0
#131:21765,5.0,0.0
#132:21754,3.0,0.0
#133:21787,4.0,0.0
#130:21811,3.0,1.0
#132:21797,2.0,0.0
#133:21789,3.0,1.0
#133:21790,3.0,0.0
#130:21814,3.0,0.0
#131:21810,4.0,0.0
#133:21815,4.0,0.0
#130:21839,5.0,0.0
#131:21835,5.0,0.0
#132:21824,5.0,0.0
#130:21845,4.0,1.0
#132:21830,5.0,1.0
#130:21846,5.0,0.0
#133:21823,5.0,0.0
#133:21824,5.0,0.0
#133:21826,4.0,0.0
#133:21827,4.0,0.0
#131:21847,4.0,0.0
#133:21829,4.0,1.0
#131:21849,4.0,0.0
#130:21855,4.0,-1.0
#132:21840,4.0,1.0
#130:21856,4.0,0.0
#131:21852,4.0,0.0
#133:21893,5.0,1.0
#130:21919,5.0,0.0
#131:21915,5.0,0.0
#132:21922,4.0,0.0
#133:21928,4.0,0.0
#133:21929,4.0,0.0
#131:21951,4.0,0.0
#133:21930,4.0,1.0
#132:21987,5.0,0.0
#132:22054,4.0,1.0
#133:22046,4.0,0.0
#133:22047,4.0,1.0
#131:22068,4.0,1.0
#130:22073,5.0,1.0
#131:22069,4.0,0.0
#132:22056,4.0,1.0
#133:22048,5.0,0.0
#130:22074,4.0,1.0
#131:22070,4.0,0.0
#132:22057,2.0,1.0
#133:22049,4.0,1.0
#130:22075,5.0,1.0
#131:22071,4.0,1.0
#132:22058,4.0,0.0
#133:22050,5.0,1.0
#130:22076,4.0,0.0
#131:22072,4.0,0.0
#132:22059,4.0,1.0
#133:22051,4.0,1.0
#130:22077,3.0,0.0
#131:22073,4.0,0.0
#133:22055,5.0,1.0
#130:22081,5.0,1.0
#131:22077,4.0,0.0
#132:22064,5.0,0.0
#133:22056,4.0,0.0
#130:22082,4.0,0.0
#131:22078,5.0,0.0
#132:22065,5.0,1.0
#133:22057,5.0,1.0
#131:22079,4.0,1.0
#130:22086,4.0,0.0
#131:22082,4.0,0.0
#132:22069,4.0,0.0
#133:22061,5.0,1.0
#130:22087,4.0,1.0
#132:22070,5.0,1.0
#133:22062,5.0,0.0
#130:22088,4.0,0.0
#131:22086,5.0,0.0
#132:22074,5.0,0.0
#132:22075,3.0,1.0
#133:22073,4.0,1.0
#131:22095,4.0,0.0
#132:22082,5.0,0.0
#133:22098,3.0,0.0
#130:22124,5.0,1.0
#132:22107,3.0,1.0
#131:22124,5.0,0.0
#132:22111,4.0,0.0
#133:22103,5.0,1.0
#130:22129,5.0,0.0
#131:22125,4.0,-1.0
#132:22112,4.0,1.0
#133:22104,4.0,0.0
#130:22130,4.0,0.0
#131:22126,4.0,0.0
#132:22113,4.0,0.0
#130:22131,4.0,1.0
#131:22127,5.0,0.0
#132:22114,4.0,0.0
#133:22106,3.0,1.0
#130:22132,4.0,1.0
#131:22128,4.0,0.0
#133:22107,4.0,1.0
#130:22133,4.0,1.0
#131:22129,4.0,1.0
#132:22116,4.0,1.0
#133:22108,3.0,0.0
#130:22134,4.0,1.0
#131:22130,4.0,1.0
#132:22117,5.0,1.0
#133:22109,4.0,1.0
#130:22135,4.0,1.0
#132:22118,3.0,1.0
#131:22132,5.0,0.0
#130:22177,4.0,0.0
#131:22173,4.0,0.0
#132:22160,4.0,0.0
#130:22178,5.0,1.0
#131:22174,5.0,0.0
#132:22161,5.0,0.0
#133:22170,5.0,0.0
#130:22196,5.0,0.0
#131:22195,4.0,1.0
#132:22182,4.0,1.0
#133:22174,5.0,1.0
#130:22200,5.0,1.0
#133:22194,4.0,1.0
#130:22220,3.0,1.0
#131:22216,4.0,0.0
#132:22203,4.0,0.0
#130:22221,4.0,1.0
#131:22217,5.0,1.0
#132:22204,4.0,1.0
#133:22196,4.0,0.0
#130:22222,3.0,1.0
#131:22218,4.0,0.0
#132:22205,3.0,1.0
#133:22197,3.0,0.0
#130:22223,4.0,0.0
#131:22219,4.0,1.0
#132:22206,4.0,-1.0
#133:22198,4.0,0.0
#130:22224,3.0,0.0
#131:22220,4.0,1.0
#132:22207,4.0,0.0
#133:22199,4.0,1.0
#130:22225,3.0,0.0
#131:22221,3.0,1.0
#133:22202,4.0,1.0
#132:22211,4.0,0.0
#133:22203,3.0,0.0
#131:22225,4.0,0.0
#133:22204,4.0,1.0
#131:22226,4.0,0.0
#132:22213,3.0,0.0
#131:22227,3.0,0.0
#133:22206,4.0,1.0
#130:22233,4.0,0.0
#132:22216,4.0,0.0
#133:22208,3.0,0.0
#131:22230,3.0,0.0
#133:22209,4.0,0.0
#131:22231,4.0,0.0
#133:22210,4.0,0.0
#130:22236,4.0,0.0
#132:22219,4.0,1.0
#130:22237,4.0,0.0
#133:22212,4.0,1.0
#131:22234,4.0,0.0
#133:22213,4.0,1.0
#130:22239,4.0,0.0
#133:22214,3.0,0.0
#130:22240,4.0,0.0
#133:22215,3.0,1.0
#130:22241,3.0,1.0
#133:22216,3.0,0.0
#130:22242,3.0,0.0
#132:22225,4.0,0.0
#133:22218,4.0,0.0
#131:22240,3.0,0.0
#133:22219,4.0,1.0
#131:22241,4.0,1.0
#132:22228,3.0,1.0
#131:22242,4.0,1.0
#133:22221,3.0,0.0
#131:22243,4.0,0.0
#133:22222,4.0,0.0
#131:22244,4.0,0.0
#133:22223,3.0,0.0
#131:22245,4.0,0.0
#133:22224,5.0,1.0
#131:22246,3.0,1.0
#133:22225,3.0,1.0
#131:22247,4.0,0.0
#133:22226,3.0,0.0
#131:22248,3.0,1.0
#133:22227,3.0,0.0
#131:22249,3.0,0.0
#133:22228,3.0,1.0
#131:22250,4.0,0.0
#133:22229,3.0,0.0
#131:22251,3.0,0.0
#133:22230,4.0,0.0
#131:22252,4.0,0.0
#133:22231,4.0,0.0
#131:22253,4.0,-1.0
#132:22240,3.0,1.0
#131:22254,4.0,0.0
#132:22241,4.0,0.0
#130:22259,3.0,0.0
#133:22234,4.0,0.0
#131:22256,3.0,1.0
#133:22235,3.0,0.0
#131:22257,4.0,1.0
#133:22236,4.0,1.0
#131:22258,3.0,1.0
#132:22245,4.0,0.0
#130:22263,4.0,0.0
#133:22238,4.0,1.0
#131:22260,4.0,0.0
#132:22247,4.0,0.0
#131:22261,4.0,0.0
#132:22248,4.0,0.0
#130:22266,4.0,0.0
#133:22241,4.0,1.0
#132:22250,4.0,0.0
#133:22242,4.0,0.0
#131:22264,4.0,1.0
#133:22243,4.0,0.0
#131:22265,4.0,0.0
#132:22252,4.0,0.0
#131:22266,4.0,0.0
#133:22245,4.0,0.0
#131:22267,4.0,0.0
#133:22246,2.0,0.0
#130:22272,4.0,0.0
#133:22247,4.0,1.0
#131:22269,4.0,0.0
#133:22248,4.0,0.0
#130:22274,4.0,0.0
#133:22249,4.0,0.0
#131:22271,4.0,1.0
#133:22250,4.0,1.0
#131:22272,4.0,1.0
#132:22259,3.0,1.0
#131:22273,4.0,0.0
#133:22252,4.0,0.0
#131:22274,4.0,0.0
#133:22253,4.0,0.0
#131:22275,4.0,0.0
#133:22254,3.0,0.0
#131:22276,4.0,1.0
#132:22263,4.0,1.0
#131:22277,4.0,0.0
#133:22256,4.0,0.0
#131:22278,4.0,1.0
#133:22257,5.0,0.0
#131:22279,4.0,1.0
#133:22258,3.0,0.0
#131:22280,4.0,-1.0
#133:22259,4.0,0.0
#130:22285,3.0,1.0
#133:22260,4.0,0.0
#130:22286,3.0,1.0
#132:22269,4.0,0.0
#131:22289,5.0,0.0
#131:22304,3.0,0.0
#131:22305,5.0,0.0
#133:22288,5.0,1.0
#130:22314,5.0,1.0
#131:22310,5.0,0.0
#133:22289,5.0,0.0
#132:22298,5.0,0.0
#132:22331,5.0,0.0
#131:22348,5.0,0.0
#133:22361,4.0,0.0
#133:22395,5.0,0.0
#130:22421,3.0,1.0
#132:22404,5.0,1.0
#132:22405,4.0,1.0
#131:22419,5.0,1.0
#133:22398,5.0,0.0
#132:22407,5.0,0.0
#131:22421,5.0,0.0
#130:22426,5.0,1.0
#133:22401,5.0,0.0
#132:22410,5.0,1.0
#132:22411,5.0,0.0
#132:22412,4.0,1.0
#133:22405,5.0,0.0
#132:22415,5.0,0.0
#130:22433,5.0,0.0
#132:22416,5.0,1.0
#132:22417,4.0,0.0
#132:22418,5.0,0.0
#132:22420,5.0,0.0
#131:22434,-1.0,0.0
#132:22421,5.0,0.0
#131:22435,5.0,0.0
#132:22423,5.0,0.0
#133:22416,4.0,1.0
#132:22425,4.0,0.0
#132:22426,4.0,1.0
#132:22427,5.0,1.0
#132:22428,5.0,1.0
#132:22429,4.0,1.0
#132:22430,5.0,0.0
#132:22431,4.0,1.0
#132:22432,4.0,1.0
#132:22433,5.0,0.0
#132:22434,4.0,0.0
#131:22449,5.0,1.0
#132:22436,5.0,0.0
#132:22437,3.0,1.0
#132:22438,5.0,0.0
#132:22439,5.0,0.0
#132:22440,4.0,1.0
#132:22441,4.0,0.0
#132:22442,5.0,1.0
#132:22443,5.0,1.0
#132:22444,4.0,1.0
#131:22458,4.0,0.0
#132:22446,4.0,1.0
#132:22447,4.0,0.0
#132:22448,4.0,0.0
#132:22449,4.0,0.0
#132:22450,4.0,1.0
#132:22451,4.0,1.0
#132:22452,4.0,0.0
#132:22453,4.0,0.0
#132:22454,4.0,1.0
#131:22468,5.0,1.0
#132:22456,4.0,1.0
#131:22470,4.0,0.0
#132:22458,5.0,0.0
#132:22459,4.0,1.0
#130:22478,4.0,1.0
#132:22462,4.0,0.0
#131:22476,4.0,1.0
#132:22463,4.0,0.0
#132:22464,3.0,1.0
#131:22479,5.0,1.0
#132:22466,5.0,1.0
#131:22481,5.0,0.0
#132:22468,5.0,0.0
#133:22461,5.0,0.0
#131:22484,4.0,1.0
#131:22485,5.0,0.0
#131:22486,5.0,1.0
#132:22474,4.0,1.0
#130:22492,5.0,1.0
#130:22493,5.0,0.0
#132:22477,5.0,0.0
#130:22496,5.0,1.0
#132:22480,4.0,0.0
#133:22472,5.0,0.0
#130:22498,5.0,0.0
#133:22473,5.0,0.0
#132:22484,4.0,1.0
#133:22476,5.0,0.0
#131:22498,5.0,1.0
#132:22485,5.0,1.0
#131:22499,5.0,0.0
#131:22500,4.0,1.0
#131:22501,5.0,1.0
#131:22502,5.0,1.0
#131:22503,5.0,1.0
#131:22504,5.0,0.0
#132:22493,4.0,1.0
#130:22511,5.0,0.0
#130:22512,5.0,1.0
#131:22508,5.0,1.0
#131:22509,5.0,0.0
#131:22510,4.0,1.0
#130:22515,5.0,1.0
#131:22511,5.0,0.0
#133:22495,4.0,1.0
#130:22521,4.0,0.0
#131:22517,4.0,1.0
#132:22504,4.0,0.0
#133:22496,3.0,0.0
#130:22522,3.0,0.0
#131:22518,3.0,0.0
#132:22505,3.0,0.0
#133:22497,4.0,0.0
#130:22523,5.0,0.0
#131:22519,5.0,0.0
#132:22509,4.0,1.0
#131:22523,5.0,0.0
